cell_id,dataset,method,seed,n_nodes,total_rounds,ingested_at,final_coverage,final_precision_k,final_n_accepted,final_n_recs,final_n_active_users,final_n_skipped_users,final_mrr@1,final_hits@1,final_mrr@3,final_hits@3,final_mrr@5,final_hits@5,final_mrr@10,final_hits@10,final_hit_rate@1,final_rec_coverage@1,final_unique_recs@1,final_novelty,final_clustering_diff,final_degree_kl,final_replay_size
bitcoin_alpha_mlp_s42,bitcoin_alpha,mlp,42,3783,100,2026-05-03T23:37:47,0.3471429752749524,0.0028169014084507,10.0,3550.0,378.0,0.0,0.1,0.1,0.2,0.3,0.245,0.5,0.2975,1.0,0.0026455026455026,0.1566068515497553,96.0,,,,0.0
bitcoin_alpha_random_s42,bitcoin_alpha,random,42,3783,100,2026-05-03T23:41:36,0.3442073927065244,0.0033566433566433,12.0,3575.0,378.0,0.0,0.0,0.0,0.0833333333333333,0.2,0.1233333333333333,0.4,0.1990079365079365,1.0,0.0,0.167076167076167,340.0,,,,0.0
wiki_vote_aa_s42,wiki_vote,aa,42,7115,100,2026-05-04T00:00:52,0.3571449237624048,0.0074850299401197,50.0,6680.0,711.0,0.0,0.2058823529411764,0.2058823529411764,0.2745098039215686,0.3529411764705882,0.328921568627451,0.5882352941176471,0.3794467787114846,1.0,0.0098452883263009,0.157012643340194,534.0,,,,0.0
wiki_vote_cn_s42,wiki_vote,cn,42,7115,100,2026-05-04T00:08:13,0.3567880874538283,0.0092689490207803,62.0,6689.0,711.0,0.0,0.1578947368421052,0.1578947368421052,0.2807017543859649,0.4473684210526316,0.3083333333333333,0.5789473684210527,0.3616332497911445,1.0,0.0084388185654008,0.1557949912638322,535.0,,,,0.0
wiki_vote_gnn_sum_s42,wiki_vote,gnn_sum,42,7115,100,2026-05-04T00:23:33,0.30071656588452,0.0044822949350067,30.0,6693.0,711.0,0.0,0.3181818181818182,0.3181818181818182,0.356060606060606,0.4090909090909091,0.3992424242424242,0.5909090909090909,0.4513167388167388,1.0,0.0098452883263009,0.1644339374835828,626.0,,,,0.0
wiki_vote_ground_truth_s42,wiki_vote,ground_truth,42,7115,100,2026-05-04T00:32:58,0.589888994975359,0.0263591433278418,176.0,6677.0,711.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1026722925457102,0.1749454148471615,641.0,,,,0.0
wiki_vote_jaccard_s42,wiki_vote,jaccard,42,7115,100,2026-05-04T00:40:50,0.3418298951672791,0.0089619118745332,60.0,6695.0,711.0,0.0,0.125,0.125,0.1927083333333333,0.28125,0.2442708333333333,0.5,0.3026785714285714,1.0,0.0056258790436005,0.1705613752350255,635.0,,,,0.0
wiki_vote_mlp_s42,wiki_vote,mlp,42,7115,100,2026-05-04T00:48:15,0.3145463838980026,0.004054054054054,27.0,6660.0,711.0,0.0,0.2105263157894736,0.2105263157894736,0.2719298245614034,0.3684210526315789,0.3324561403508771,0.631578947368421,0.3824143692564745,1.0,0.0056258790436005,0.1736304549675023,187.0,,,,0.0
wiki_vote_random_s42,wiki_vote,random,42,7115,100,2026-05-04T00:57:12,0.3302278930262612,0.0089472114524306,60.0,6706.0,711.0,0.0,0.1041666666666666,0.1041666666666666,0.2222222222222222,0.375,0.2940972222222222,0.6875,0.3354828042328042,1.0,0.0070323488045007,0.170718954248366,653.0,,,,0.0
sx_mathoverflow_aa_s42,sx_mathoverflow,aa,42,24759,100,2026-05-04T00:59:03,0.2599707883205916,0.007503126302626,18.0,2399.0,247.0,0.0,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.5,0.4375,0.5833333333333334,0.492228835978836,1.0,0.0161943319838056,0.1089957163255592,229.0,,,,0.0
sx_mathoverflow_cn_s42,sx_mathoverflow,cn,42,24759,100,2026-05-04T01:00:51,0.2597865705225206,0.0075,18.0,2400.0,247.0,0.0,0.1818181818181818,0.1818181818181818,0.2424242424242424,0.3636363636363636,0.2651515151515151,0.4545454545454545,0.3397186147186147,1.0,0.0080971659919028,0.111954459203036,236.0,,,,0.0
sx_mathoverflow_gnn_sum_s42,sx_mathoverflow,gnn_sum,42,24759,100,2026-05-04T01:03:44,0.2532556109670996,0.0037531276063386,9.0,2398.0,247.0,0.0,0.4285714285714285,0.4285714285714285,0.5952380952380952,0.8571428571428571,0.630952380952381,1.0,0.630952380952381,1.0,0.0121457489878542,0.1096075778078484,243.0,,,,0.0
sx_mathoverflow_ground_truth_s42,sx_mathoverflow,ground_truth,42,24759,100,2026-05-04T01:05:28,0.2720019649898461,0.0233139050791007,56.0,2402.0,247.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.068825910931174,0.110958904109589,243.0,,,,0.0
sx_mathoverflow_jaccard_s42,sx_mathoverflow,jaccard,42,24759,100,2026-05-04T01:07:16,0.2552600760556338,0.0054211843202668,13.0,2398.0,247.0,0.0,0.5,0.5,0.5,0.5,0.55,0.75,0.5916666666666667,1.0,0.0080971659919028,0.1083962683251888,244.0,,,,0.0
sx_mathoverflow_mlp_s42,sx_mathoverflow,mlp,42,24759,100,2026-05-04T01:09:05,0.2569399669285191,0.0054166666666666,13.0,2400.0,247.0,0.0,0.375,0.375,0.4791666666666666,0.625,0.4791666666666666,0.625,0.5287698412698412,1.0,0.0121457489878542,0.1146496815286624,162.0,,,,0.0
sx_mathoverflow_random_s42,sx_mathoverflow,random,42,24759,100,2026-05-04T01:10:50,0.2528301555763166,0.0029166666666666,7.0,2400.0,247.0,0.0,0.0,0.0,0.0952380952380952,0.2857142857142857,0.0952380952380952,0.2857142857142857,0.2029478458049886,1.0,0.0,0.1093609360936093,243.0,,,,0.0
