C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
C:\conda\envs\gnn\lib\site-packages\dgl\backend\pytorch\sparse.py:157: FutureWarning: `torch.cuda.amp.autocast_mode._cast(value, dtype)` is deprecated. Please use `torch.amp.autocast_mode._cast(value, 'cuda', dtype)` instead.
  return th.cuda.amp.autocast_mode._cast(
C:\conda\envs\gnn\lib\site-packages\dgl\backend\pytorch\sparse.py:148: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  return th.cuda.amp.autocast(enabled=False)
Round    1/100  coverage=0.2037  prec@K=0.0409  accepted=76  loss=0.7385  (1.2s)
Round    2/100  coverage=0.2082  prec@K=0.0481  accepted=91  loss=0.7298  (0.4s)
Round    3/100  coverage=0.2123  prec@K=0.0438  accepted=82  loss=0.7214  (0.4s)
Round    4/100  coverage=0.2152  prec@K=0.0321  accepted=60  loss=0.7122  (0.5s)
Round    5/100  coverage=0.2186  prec@K=0.0365  accepted=69  loss=0.7012  (0.5s)
Round    6/100  coverage=0.2211  prec@K=0.0268  accepted=50  loss=0.6889  (0.5s)
Round    7/100  coverage=0.2225  prec@K=0.0149  accepted=28  loss=0.6743  (0.5s)
Round    8/100  coverage=0.2245  prec@K=0.0219  accepted=41  loss=0.6579  (0.5s)
Round    9/100  coverage=0.2266  prec@K=0.0228  accepted=43  loss=0.6387  (0.7s)
Round   10/100  coverage=0.2283  prec@K=0.0181  accepted=34  loss=0.6159  (0.6s)
Round   11/100  coverage=0.2297  prec@K=0.0159  accepted=30  loss=0.5897  (0.6s)
Round   12/100  coverage=0.2313  prec@K=0.0171  accepted=32  loss=0.5599  (0.8s)
Round   13/100  coverage=0.2325  prec@K=0.0123  accepted=23  loss=0.5259  (0.6s)
Round   14/100  coverage=0.2335  prec@K=0.0117  accepted=22  loss=0.4877  (0.7s)
Round   15/100  coverage=0.2344  prec@K=0.0090  accepted=17  loss=0.4441  (0.8s)
Round   16/100  coverage=0.2353  prec@K=0.0095  accepted=18  loss=0.3978  (0.7s)
Round   17/100  coverage=0.2363  prec@K=0.0106  accepted=20  loss=0.3505  (0.7s)
Round   18/100  coverage=0.2375  prec@K=0.0133  accepted=25  loss=0.3055  (0.8s)
Round   19/100  coverage=0.2382  prec@K=0.0080  accepted=15  loss=0.2641  (0.6s)
Round   20/100  coverage=0.2388  prec@K=0.0064  accepted=12  loss=0.2329  (0.8s)
Round   21/100  coverage=0.2392  prec@K=0.0043  accepted=8  loss=0.2135  (0.7s)
Round   22/100  coverage=0.2399  prec@K=0.0074  accepted=14  loss=0.2098  (0.9s)
Round   23/100  coverage=0.2404  prec@K=0.0058  accepted=11  loss=0.2009  (0.7s)
Round   24/100  coverage=0.2408  prec@K=0.0043  accepted=8  loss=0.1977  (0.9s)
Round   25/100  coverage=0.2411  prec@K=0.0026  accepted=5  loss=0.1914  (1.0s)
Round   26/100  coverage=0.2414  prec@K=0.0037  accepted=7  loss=0.1865  (0.8s)
Round   27/100  coverage=0.2418  prec@K=0.0038  accepted=7  loss=0.1825  (0.9s)
Round   28/100  coverage=0.2426  prec@K=0.0085  accepted=16  loss=0.1822  (1.0s)
Round   29/100  coverage=0.2429  prec@K=0.0037  accepted=7  loss=0.1781  (0.8s)
Round   30/100  coverage=0.2431  prec@K=0.0021  accepted=4  loss=0.1739  (0.9s)
Round   31/100  coverage=0.2435  prec@K=0.0043  accepted=8  loss=0.1710  (1.0s)
Round   32/100  coverage=0.2437  prec@K=0.0027  accepted=5  loss=0.1746  (1.0s)
Round   33/100  coverage=0.2439  prec@K=0.0021  accepted=4  loss=0.1710  (0.8s)
Round   34/100  coverage=0.2439  prec@K=0.0000  accepted=0  loss=0.2236  (0.9s)
Round   35/100  coverage=0.2443  prec@K=0.0043  accepted=8  loss=0.2079  (1.0s)
Round   36/100  coverage=0.2444  prec@K=0.0011  accepted=2  loss=0.2075  (0.9s)
Round   37/100  coverage=0.2449  prec@K=0.0048  accepted=9  loss=0.1997  (0.8s)
Round   38/100  coverage=0.2453  prec@K=0.0043  accepted=8  loss=0.2056  (0.9s)
Round   39/100  coverage=0.2455  prec@K=0.0027  accepted=5  loss=0.2160  (0.9s)
Round   40/100  coverage=0.2457  prec@K=0.0021  accepted=4  loss=0.2125  (1.0s)
Round   41/100  coverage=0.2461  prec@K=0.0043  accepted=8  loss=0.1870  (1.0s)
Round   42/100  coverage=0.2463  prec@K=0.0021  accepted=4  loss=0.1590  (1.0s)
Round   43/100  coverage=0.2465  prec@K=0.0016  accepted=3  loss=0.1519  (0.8s)
Round   44/100  coverage=0.2465  prec@K=0.0005  accepted=1  loss=0.1828  (1.0s)
Round   45/100  coverage=0.2465  prec@K=0.0000  accepted=0  loss=0.1767  (0.9s)
Round   46/100  coverage=0.2468  prec@K=0.0032  accepted=6  loss=0.1538  (0.9s)
Round   47/100  coverage=0.2468  prec@K=0.0005  accepted=1  loss=0.1338  (0.9s)
Round   48/100  coverage=0.2469  prec@K=0.0005  accepted=1  loss=0.1715  (0.8s)
Round   49/100  coverage=0.2470  prec@K=0.0011  accepted=2  loss=0.1508  (0.9s)
Round   50/100  coverage=0.2470  prec@K=0.0005  accepted=1  loss=0.1645  (0.9s)
Round   51/100  coverage=0.2473  prec@K=0.0026  accepted=5  loss=0.2071  (1.0s)
Round   52/100  coverage=0.2475  prec@K=0.0027  accepted=5  loss=0.1935  (1.0s)
Round   53/100  coverage=0.2480  prec@K=0.0053  accepted=10  loss=0.1869  (0.8s)
Round   54/100  coverage=0.2485  prec@K=0.0048  accepted=9  loss=0.4718  (0.9s)
Round   55/100  coverage=0.2489  prec@K=0.0048  accepted=9  loss=0.3219  (0.9s)
Round   56/100  coverage=0.2498  prec@K=0.0096  accepted=18  loss=0.5807  (1.0s)
Round   57/100  coverage=0.2508  prec@K=0.0106  accepted=20  loss=0.6985  (1.0s)
Round   58/100  coverage=0.2515  prec@K=0.0075  accepted=14  loss=0.5234  (1.0s)
Round   59/100  coverage=0.2522  prec@K=0.0074  accepted=14  loss=0.6599  (0.8s)
Round   60/100  coverage=0.2531  prec@K=0.0096  accepted=18  loss=0.7471  (1.1s)
Round   61/100  coverage=0.2535  prec@K=0.0048  accepted=9  loss=0.7099  (1.0s)
Round   62/100  coverage=0.2541  prec@K=0.0064  accepted=12  loss=0.6881  (0.9s)
Round   63/100  coverage=0.2545  prec@K=0.0043  accepted=8  loss=0.7590  (1.0s)
Round   64/100  coverage=0.2550  prec@K=0.0053  accepted=10  loss=0.7985  (0.8s)
Round   65/100  coverage=0.2554  prec@K=0.0043  accepted=8  loss=0.7228  (1.0s)
Round   66/100  coverage=0.2558  prec@K=0.0043  accepted=8  loss=0.6764  (1.0s)
Round   67/100  coverage=0.2561  prec@K=0.0032  accepted=6  loss=0.7318  (1.0s)
Round   68/100  coverage=0.2566  prec@K=0.0058  accepted=11  loss=0.8567  (1.0s)
Round   69/100  coverage=0.2571  prec@K=0.0053  accepted=10  loss=0.8016  (0.9s)
Round   70/100  coverage=0.2577  prec@K=0.0069  accepted=13  loss=0.6266  (1.0s)
Round   71/100  coverage=0.2581  prec@K=0.0042  accepted=8  loss=0.7079  (1.1s)
Round   72/100  coverage=0.2584  prec@K=0.0026  accepted=5  loss=0.5580  (1.1s)
Round   73/100  coverage=0.2587  prec@K=0.0037  accepted=7  loss=0.6614  (1.0s)
Round   74/100  coverage=0.2592  prec@K=0.0048  accepted=9  loss=0.8641  (1.0s)
Round   75/100  coverage=0.2596  prec@K=0.0042  accepted=8  loss=0.8661  (0.9s)
Round   76/100  coverage=0.2599  prec@K=0.0032  accepted=6  loss=0.4388  (1.0s)
Round   77/100  coverage=0.2602  prec@K=0.0043  accepted=8  loss=0.9345  (1.1s)
Round   78/100  coverage=0.2607  prec@K=0.0048  accepted=9  loss=0.7761  (1.0s)
Round   79/100  coverage=0.2609  prec@K=0.0021  accepted=4  loss=0.7120  (1.0s)
Round   80/100  coverage=0.2611  prec@K=0.0021  accepted=4  loss=0.5330  (1.1s)
Round   81/100  coverage=0.2614  prec@K=0.0037  accepted=7  loss=0.4715  (1.1s)
Round   82/100  coverage=0.2618  prec@K=0.0042  accepted=8  loss=0.7107  (1.0s)
Round   83/100  coverage=0.2621  prec@K=0.0026  accepted=5  loss=0.5684  (1.1s)
