round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,mrr@5,mrr@10,mrr@20,hits@5,clustering_diff,degree_kl
49,0.06464327946393378,0.0017064846416382253,3.0,1758.0,189.0,0.0,1.0,1.0,1.0,1.0,,
50,0.06513598738667718,0.00641399416909621,11.0,1715.0,189.0,0.0,1.0,1.0,1.0,1.0,0.07500905193640378,0.5103918707566497
51,0.06548088293259756,0.004234724742891712,7.0,1653.0,189.0,0.0,1.0,1.0,1.0,1.0,,
52,0.06592432006306662,0.00535077288941736,9.0,1682.0,189.0,0.0,1.0,1.0,1.0,1.0,,
53,0.06597359085534095,0.0005813953488372093,1.0,1720.0,189.0,0.0,1.0,1.0,1.0,1.0,,
54,0.06617067402443831,0.002352941176470588,4.0,1700.0,189.0,0.0,1.0,1.0,1.0,1.0,,
55,0.06617067402443831,0.0,0.0,1695.0,189.0,0.0,,,,,,
56,0.06631848640126133,0.0017533606078316774,3.0,1711.0,189.0,0.0,1.0,1.0,1.0,1.0,,
57,0.06661411115490737,0.0034285714285714284,6.0,1750.0,189.0,0.0,1.0,1.0,1.0,1.0,,
58,0.06690973590855341,0.0033994334277620396,6.0,1765.0,189.0,0.0,1.0,1.0,1.0,1.0,,
59,0.06725463145447379,0.004830917874396135,8.0,1656.0,189.0,0.0,1.0,1.0,1.0,1.0,,
60,0.06750098541584548,0.0029036004645760743,5.0,1722.0,189.0,0.0,1.0,1.0,1.0,1.0,,
61,0.06759952700039416,0.0011947431302270011,2.0,1674.0,189.0,0.0,1.0,1.0,1.0,1.0,,
62,0.06784588096176586,0.0029585798816568047,5.0,1690.0,189.0,0.0,1.0,1.0,1.0,1.0,,
63,0.06809223492313757,0.002860411899313501,5.0,1748.0,189.0,0.0,1.0,1.0,1.0,1.0,,
64,0.0681415057154119,0.000572737686139748,1.0,1746.0,189.0,0.0,1.0,1.0,1.0,1.0,,
65,0.06848640126133228,0.004616272360069244,8.0,1733.0,189.0,0.0,1.0,1.0,1.0,1.0,,
66,0.06883129680725265,0.004055619930475087,7.0,1726.0,189.0,0.0,1.0,1.0,1.0,1.0,,
67,0.06907765076862436,0.0031113876789047915,5.0,1607.0,189.0,0.0,1.0,1.0,1.0,1.0,,
68,0.06922546314544738,0.001768867924528302,3.0,1696.0,189.0,0.0,1.0,1.0,1.0,1.0,,
69,0.06947181710681907,0.0029205607476635513,5.0,1712.0,189.0,0.0,1.0,1.0,1.0,1.0,,
70,0.06957035869136775,0.0011614401858304297,2.0,1722.0,189.0,0.0,1.0,1.0,1.0,1.0,,
71,0.0696196294836421,0.0005750431282346176,1.0,1739.0,189.0,0.0,1.0,1.0,1.0,1.0,,
72,0.06981671265273946,0.002206287920573635,4.0,1813.0,189.0,0.0,1.0,1.0,1.0,1.0,,
73,0.07011233740638549,0.0036923076923076922,6.0,1625.0,189.0,0.0,1.0,1.0,1.0,1.0,,
74,0.07035869136775719,0.003033980582524272,5.0,1648.0,189.0,0.0,1.0,1.0,1.0,1.0,,
75,0.07045723295230587,0.0011560693641618498,2.0,1730.0,189.0,0.0,1.0,1.0,1.0,1.0,,
76,0.0706050453291289,0.0017441860465116279,3.0,1720.0,189.0,0.0,1.0,1.0,1.0,1.0,,
77,0.07080212849822626,0.002290950744558992,4.0,1746.0,189.0,0.0,1.0,1.0,1.0,1.0,,
78,0.07094994087504927,0.0017751479289940828,3.0,1690.0,189.0,0.0,1.0,1.0,1.0,1.0,,
79,0.07109775325187229,0.0017462165308498253,3.0,1718.0,189.0,0.0,1.0,1.0,1.0,1.0,,
80,0.071344107213244,0.0029815146094215863,5.0,1677.0,189.0,0.0,1.0,1.0,1.0,1.0,,
81,0.07144264879779266,0.0011904761904761906,2.0,1680.0,189.0,0.0,1.0,1.0,1.0,1.0,,
82,0.07144264879779266,0.0,0.0,1726.0,189.0,0.0,,,,,,
83,0.07149191959006701,0.0005913660555884093,1.0,1691.0,189.0,0.0,1.0,1.0,1.0,1.0,,
84,0.07163973196689002,0.001791044776119403,3.0,1675.0,189.0,0.0,1.0,1.0,1.0,1.0,,
85,0.0717382735514387,0.0011363636363636363,2.0,1760.0,189.0,0.0,1.0,1.0,1.0,1.0,,
86,0.07188608592826172,0.0017152658662092624,3.0,1749.0,189.0,0.0,1.0,1.0,1.0,1.0,,
87,0.07213243988963343,0.002871912693854107,5.0,1741.0,189.0,0.0,1.0,1.0,1.0,1.0,,
88,0.07232952305873079,0.0023121387283236996,4.0,1730.0,189.0,0.0,1.0,1.0,1.0,1.0,,
89,0.07257587702010249,0.002849002849002849,5.0,1755.0,189.0,0.0,1.0,1.0,1.0,1.0,,
90,0.07267441860465117,0.0011594202898550724,2.0,1725.0,189.0,0.0,1.0,1.0,1.0,1.0,,
91,0.07282223098147418,0.0017615971814445098,3.0,1703.0,189.0,0.0,1.0,1.0,1.0,1.0,,
92,0.07292077256602286,0.0011229646266142617,2.0,1781.0,189.0,0.0,1.0,1.0,1.0,1.0,,
93,0.07311785573512022,0.002357100766057749,4.0,1697.0,189.0,0.0,1.0,1.0,1.0,1.0,,
94,0.07336420969649192,0.0029832935560859188,5.0,1676.0,189.0,0.0,1.0,1.0,1.0,1.0,,
95,0.07351202207331493,0.001750291715285881,3.0,1714.0,189.0,0.0,1.0,1.0,1.0,1.0,,
96,0.07375837603468664,0.002901915264074289,5.0,1723.0,189.0,0.0,1.0,1.0,1.0,1.0,,
97,0.07395545920378399,0.002290950744558992,4.0,1746.0,189.0,0.0,1.0,1.0,1.0,1.0,,
98,0.07415254237288135,0.0024198427102238356,4.0,1653.0,189.0,0.0,1.0,1.0,1.0,1.0,,
99,0.07434962554197871,0.002346041055718475,4.0,1705.0,189.0,0.0,1.0,1.0,1.0,1.0,,
100,0.07434962554197871,0.0,0.0,1681.0,189.0,0.0,,,,,0.0725159277831808,0.5920021942689709
101,0.07494087504927079,0.007017543859649123,12.0,1710.0,189.0,0.0,1.0,1.0,1.0,1.0,,
102,0.07503941663381947,0.0011771630370806356,2.0,1699.0,189.0,0.0,1.0,1.0,1.0,1.0,,
103,0.07543358297201419,0.004648460197559558,8.0,1721.0,189.0,0.0,1.0,1.0,1.0,1.0,,
104,0.07577847851793457,0.00411522633744856,7.0,1701.0,189.0,0.0,1.0,1.0,1.0,1.0,,
105,0.07592629089475758,0.0017462165308498253,3.0,1718.0,189.0,0.0,1.0,1.0,1.0,1.0,,
106,0.07602483247930626,0.001177856301531213,2.0,1698.0,189.0,0.0,1.0,1.0,1.0,1.0,,
107,0.07622191564840362,0.0023405500292568754,4.0,1709.0,189.0,0.0,1.0,1.0,1.0,1.0,,
108,0.07636972802522665,0.0017341040462427746,3.0,1730.0,189.0,0.0,1.0,1.0,1.0,1.0,,
109,0.07651754040204967,0.001735106998264893,3.0,1729.0,189.0,0.0,1.0,1.0,1.0,1.0,,
110,0.07666535277887268,0.0016968325791855204,3.0,1768.0,189.0,0.0,1.0,1.0,1.0,1.0,,
111,0.07686243594797004,0.002364066193853428,4.0,1692.0,189.0,0.0,1.0,1.0,1.0,1.0,,
112,0.07701024832479306,0.0017554125219426564,3.0,1709.0,189.0,0.0,1.0,1.0,1.0,1.0,,
113,0.07715806070161609,0.0017974835230677051,3.0,1669.0,189.0,0.0,1.0,1.0,1.0,1.0,,
114,0.07745368545526211,0.003500583430571762,6.0,1714.0,189.0,0.0,1.0,1.0,1.0,1.0,,
115,0.07770003941663382,0.0028851702250432777,5.0,1733.0,189.0,0.0,1.0,1.0,1.0,1.0,,
116,0.0777985810011825,0.0011716461628588166,2.0,1707.0,189.0,0.0,1.0,1.0,1.0,1.0,,
117,0.0780449349625542,0.0029797377830750892,5.0,1678.0,189.0,0.0,1.0,1.0,1.0,1.0,,
118,0.07819274733937721,0.0017921146953405018,3.0,1674.0,189.0,0.0,1.0,1.0,1.0,1.0,,
119,0.07853764288529759,0.004048582995951417,7.0,1729.0,189.0,0.0,1.0,1.0,1.0,1.0,,
120,0.0787839968466693,0.002942907592701589,5.0,1699.0,189.0,0.0,1.0,1.0,1.0,1.0,,
121,0.07893180922349231,0.0017523364485981308,3.0,1712.0,189.0,0.0,1.0,1.0,1.0,1.0,,
122,0.07937524635396137,0.005319148936170213,9.0,1692.0,189.0,0.0,1.0,1.0,1.0,1.0,,
123,0.07967087110760741,0.0035169988276670576,6.0,1706.0,189.0,0.0,1.0,1.0,1.0,1.0,,
124,0.07986795427670478,0.0023014959723820483,4.0,1738.0,189.0,0.0,1.0,1.0,1.0,1.0,,
125,0.08011430823807647,0.0028473804100227792,5.0,1756.0,189.0,0.0,1.0,1.0,1.0,1.0,,
126,0.0801635790303508,0.0005889281507656066,1.0,1698.0,189.0,0.0,1.0,1.0,1.0,1.0,,
127,0.08050847457627118,0.004127358490566038,7.0,1696.0,189.0,0.0,1.0,1.0,1.0,1.0,,
128,0.08055774536854553,0.0005803830528148578,1.0,1723.0,189.0,0.0,1.0,1.0,1.0,1.0,,
129,0.08080409932991722,0.0028951939779965257,5.0,1727.0,189.0,0.0,1.0,1.0,1.0,1.0,,
130,0.08095191170674025,0.0017271157167530224,3.0,1737.0,189.0,0.0,1.0,1.0,1.0,1.0,,
131,0.08129680725266063,0.0040137614678899085,7.0,1744.0,189.0,0.0,1.0,1.0,1.0,1.0,,
132,0.08139534883720931,0.0011890606420927466,2.0,1682.0,189.0,0.0,1.0,1.0,1.0,1.0,,
133,0.08154316121403232,0.0017974835230677051,3.0,1669.0,189.0,0.0,1.0,1.0,1.0,1.0,,
134,0.08169097359085534,0.001763668430335097,3.0,1701.0,189.0,0.0,1.0,1.0,1.0,1.0,,
135,0.08193732755222705,0.0028457598178713715,5.0,1757.0,189.0,0.0,1.0,1.0,1.0,1.0,,
136,0.0821344107213244,0.002807411566535654,5.0,1781.0,189.0,0.0,1.0,1.0,1.0,1.0,,
137,0.08228222309814742,0.0017035775127768314,3.0,1761.0,189.0,0.0,1.0,1.0,1.0,1.0,,
138,0.08243003547497044,0.0017391304347826088,3.0,1725.0,189.0,0.0,1.0,1.0,1.0,1.0,,
139,0.08267638943634213,0.002972651605231867,5.0,1682.0,189.0,0.0,1.0,1.0,1.0,1.0,,
140,0.08272566022861648,0.0005747126436781609,1.0,1740.0,189.0,0.0,1.0,1.0,1.0,1.0,,
141,0.08292274339771384,0.002355712603062426,4.0,1698.0,189.0,0.0,1.0,1.0,1.0,1.0,,
142,0.08316909735908554,0.002890173410404624,5.0,1730.0,189.0,0.0,1.0,1.0,1.0,1.0,,
143,0.08331690973590855,0.001722158438576349,3.0,1742.0,189.0,0.0,1.0,1.0,1.0,1.0,,
144,0.08366180528182893,0.004084014002333722,7.0,1714.0,189.0,0.0,1.0,1.0,1.0,1.0,,
145,0.08385888845092629,0.002324230098779779,4.0,1721.0,189.0,0.0,1.0,1.0,1.0,1.0,,
146,0.08415451320457233,0.0036275695284159614,6.0,1654.0,189.0,0.0,1.0,1.0,1.0,1.0,,
147,0.08440086716594403,0.0029036004645760743,5.0,1722.0,189.0,0.0,1.0,1.0,1.0,1.0,,
148,0.08469649191959007,0.0034662045060658577,6.0,1731.0,189.0,0.0,1.0,1.0,1.0,1.0,,
149,0.08484430429641308,0.0017391304347826088,3.0,1725.0,189.0,0.0,1.0,1.0,1.0,1.0,,
150,0.08504138746551045,0.002366863905325444,4.0,1690.0,189.0,0.0,1.0,1.0,1.0,1.0,0.06854546622000099,0.3600502308949008
151,0.08543555380370517,0.004629629629629629,8.0,1728.0,189.0,0.0,1.0,1.0,1.0,1.0,,
152,0.0857311785573512,0.003484320557491289,6.0,1722.0,189.0,0.0,1.0,1.0,1.0,1.0,,
153,0.08587899093417423,0.0017321016166281756,3.0,1732.0,189.0,0.0,1.0,1.0,1.0,1.0,,
154,0.08602680331099724,0.0018270401948842874,3.0,1642.0,189.0,0.0,1.0,1.0,1.0,1.0,,
155,0.08617461568782026,0.0017772511848341231,3.0,1688.0,189.0,0.0,1.0,1.0,1.0,1.0,,
156,0.08632242806464328,0.0017772511848341231,3.0,1688.0,189.0,0.0,1.0,1.0,1.0,1.0,,
157,0.0864702404414663,0.0017035775127768314,3.0,1761.0,189.0,0.0,1.0,1.0,1.0,1.0,,
158,0.08676586519511234,0.0035566093657379964,6.0,1687.0,189.0,0.0,1.0,1.0,1.0,1.0,,
159,0.08711076074103272,0.004043905257076834,7.0,1731.0,189.0,0.0,1.0,1.0,1.0,1.0,,
160,0.08725857311785573,0.0017271157167530224,3.0,1737.0,189.0,0.0,1.0,1.0,1.0,1.0,,
161,0.08735711470240441,0.0011723329425556857,2.0,1706.0,189.0,0.0,1.0,1.0,1.0,1.0,,
162,0.08745565628695309,0.0011813349084465446,2.0,1693.0,189.0,0.0,1.0,1.0,1.0,1.0,,
163,0.08755419787150177,0.0011737089201877935,2.0,1704.0,189.0,0.0,1.0,1.0,1.0,1.0,,
164,0.08770201024832479,0.0017391304347826088,3.0,1725.0,189.0,0.0,1.0,1.0,1.0,1.0,,
165,0.0879483642096965,0.002918855808523059,5.0,1713.0,189.0,0.0,1.0,1.0,1.0,1.0,,
166,0.08819471817106819,0.0028376844494892167,5.0,1762.0,189.0,0.0,1.0,1.0,1.0,1.0,,
167,0.08829325975561687,0.0011947431302270011,2.0,1674.0,189.0,0.0,1.0,1.0,1.0,1.0,,
168,0.08844107213243989,0.0018083182640144665,3.0,1659.0,189.0,0.0,1.0,1.0,1.0,1.0,,
169,0.08863815530153725,0.002359882005899705,4.0,1695.0,189.0,0.0,1.0,1.0,1.0,1.0,,
170,0.08873669688608593,0.0011487650775416428,2.0,1741.0,189.0,0.0,1.0,1.0,1.0,1.0,,
171,0.0890815924320063,0.004036908881199538,7.0,1734.0,189.0,0.0,1.0,1.0,1.0,1.0,,
172,0.08937721718565235,0.003498542274052478,6.0,1715.0,189.0,0.0,1.0,1.0,1.0,1.0,,
173,0.08962357114702404,0.0028636884306987398,5.0,1746.0,189.0,0.0,1.0,1.0,1.0,1.0,,
174,0.08972211273157273,0.0011514104778353484,2.0,1737.0,189.0,0.0,1.0,1.0,1.0,1.0,,
175,0.08996846669294442,0.0029904306220095694,5.0,1672.0,189.0,0.0,1.0,1.0,1.0,1.0,,
176,0.09021482065431612,0.002999400119976005,5.0,1667.0,189.0,0.0,1.0,1.0,1.0,1.0,,
177,0.09041190382341348,0.002320185614849188,4.0,1724.0,189.0,0.0,1.0,1.0,1.0,1.0,,
178,0.09060898699251084,0.0023432923257176333,4.0,1707.0,189.0,0.0,1.0,1.0,1.0,1.0,,
179,0.09075679936933385,0.001784651992861392,3.0,1681.0,189.0,0.0,1.0,1.0,1.0,1.0,,
180,0.0908060701616082,0.0005753739930955121,1.0,1738.0,189.0,0.0,1.0,1.0,1.0,1.0,,
181,0.09085534095388254,0.0005743825387708214,1.0,1741.0,189.0,0.0,1.0,1.0,1.0,1.0,,
182,0.09124950729207726,0.004703115814226925,8.0,1701.0,189.0,0.0,1.0,1.0,1.0,1.0,,
183,0.09144659046117462,0.0022818026240730175,4.0,1753.0,189.0,0.0,1.0,1.0,1.0,1.0,,
184,0.09149586125344895,0.0005878894767783657,1.0,1701.0,189.0,0.0,1.0,1.0,1.0,1.0,,
185,0.09164367363027197,0.0017615971814445098,3.0,1703.0,189.0,0.0,1.0,1.0,1.0,1.0,,
186,0.09169294442254632,0.0005892751915144372,1.0,1697.0,189.0,0.0,1.0,1.0,1.0,1.0,,
187,0.09174221521482065,0.0005737234652897303,1.0,1743.0,189.0,0.0,1.0,1.0,1.0,1.0,,
188,0.09184075679936933,0.0011614401858304297,2.0,1722.0,189.0,0.0,1.0,1.0,1.0,1.0,,
189,0.09193929838391801,0.0017162471395881006,3.0,1748.0,189.0,0.0,1.0,1.0,1.0,1.0,,
190,0.09198856917619236,0.0006064281382656155,1.0,1649.0,189.0,0.0,1.0,1.0,1.0,1.0,,
191,0.09203783996846669,0.0005810575246949448,1.0,1721.0,189.0,0.0,1.0,1.0,1.0,1.0,,
192,0.09203783996846669,0.0,0.0,1740.0,189.0,0.0,,,,,,
193,0.09213638155301537,0.0011627906976744186,2.0,1720.0,189.0,0.0,1.0,1.0,1.0,1.0,,
194,0.0921856523452897,0.0005649717514124294,1.0,1770.0,189.0,0.0,1.0,1.0,1.0,1.0,,
195,0.09233346472211273,0.0017523364485981308,3.0,1712.0,189.0,0.0,1.0,1.0,1.0,1.0,,
196,0.09238273551438707,0.000585480093676815,1.0,1708.0,189.0,0.0,1.0,1.0,1.0,1.0,,
197,0.09243200630666142,0.0006009615384615385,1.0,1664.0,189.0,0.0,1.0,1.0,1.0,1.0,,
198,0.09257981868348443,0.0017482517482517483,3.0,1716.0,189.0,0.0,1.0,1.0,1.0,1.0,,
199,0.09267836026803311,0.0011926058437686344,2.0,1677.0,189.0,0.0,1.0,1.0,1.0,1.0,,
200,0.09277690185258179,0.0011580775911986102,2.0,1727.0,189.0,0.0,1.0,1.0,1.0,1.0,0.06571853445356991,0.23657505949607055
201,0.09287544343713047,0.001156737998843262,2.0,1729.0,189.0,0.0,1.0,1.0,1.0,1.0,,
202,0.0931710681907765,0.0034522439585730723,6.0,1738.0,189.0,0.0,1.0,1.0,1.0,1.0,,
203,0.09331888056759953,0.0018018018018018018,3.0,1665.0,189.0,0.0,1.0,1.0,1.0,1.0,,
204,0.09341742215214821,0.0011594202898550724,2.0,1725.0,189.0,0.0,1.0,1.0,1.0,1.0,,
205,0.09341742215214821,0.0,0.0,1733.0,189.0,0.0,,,,,,
206,0.09356523452897123,0.0017513134851138354,3.0,1713.0,189.0,0.0,1.0,1.0,1.0,1.0,,
207,0.0936637761135199,0.0011547344110854503,2.0,1732.0,189.0,0.0,1.0,1.0,1.0,1.0,,
208,0.09381158849034292,0.0017482517482517483,3.0,1716.0,189.0,0.0,1.0,1.0,1.0,1.0,,
209,0.0939101300748916,0.0011689070718877848,2.0,1711.0,189.0,0.0,1.0,1.0,1.0,1.0,,
210,0.09405794245171463,0.0017804154302670622,3.0,1685.0,189.0,0.0,1.0,1.0,1.0,1.0,,
211,0.09410721324398896,0.0005807200929152149,1.0,1722.0,189.0,0.0,1.0,1.0,1.0,1.0,,
212,0.09420575482853764,0.0011869436201780415,2.0,1685.0,189.0,0.0,1.0,1.0,1.0,1.0,,
213,0.094402837997635,0.002279202279202279,4.0,1755.0,189.0,0.0,1.0,1.0,1.0,1.0,,
214,0.094402837997635,0.0,0.0,1727.0,189.0,0.0,,,,,,
215,0.09455065037445802,0.0017761989342806395,3.0,1689.0,189.0,0.0,1.0,1.0,1.0,1.0,,
216,0.09455065037445802,0.0,0.0,1739.0,189.0,0.0,,,,,,
217,0.09455065037445802,0.0,0.0,1762.0,189.0,0.0,,,,,,
218,0.09459992116673237,0.0005724098454493417,1.0,1747.0,189.0,0.0,1.0,1.0,1.0,1.0,,
219,0.09469846275128103,0.0011474469305794606,2.0,1743.0,189.0,0.0,1.0,1.0,1.0,1.0,,
220,0.09484627512810406,0.0017921146953405018,3.0,1674.0,189.0,0.0,1.0,1.0,1.0,1.0,,
221,0.09484627512810406,0.0,0.0,1695.0,189.0,0.0,,,,,,
222,0.0948955459203784,0.0006180469715698393,1.0,1618.0,189.0,0.0,1.0,1.0,1.0,1.0,,
223,0.09499408750492708,0.0011580775911986102,2.0,1727.0,189.0,0.0,1.0,1.0,1.0,1.0,,
224,0.09509262908947576,0.0011890606420927466,2.0,1682.0,189.0,0.0,1.0,1.0,1.0,1.0,,
225,0.09514189988175009,0.0005827505827505828,1.0,1716.0,189.0,0.0,1.0,1.0,1.0,1.0,,
226,0.09528971225857312,0.0017931858936043037,3.0,1673.0,189.0,0.0,1.0,1.0,1.0,1.0,,
227,0.09533898305084745,0.0005830903790087463,1.0,1715.0,189.0,0.0,1.0,1.0,1.0,1.0,,
228,0.09543752463539613,0.0012026458208057728,2.0,1663.0,189.0,0.0,1.0,1.0,1.0,1.0,,
229,0.09548679542767048,0.0005803830528148578,1.0,1723.0,189.0,0.0,1.0,1.0,1.0,1.0,,
230,0.09548679542767048,0.0,0.0,1741.0,189.0,0.0,,,,,,
231,0.09548679542767048,0.0,0.0,1742.0,189.0,0.0,,,,,,
232,0.09548679542767048,0.0,0.0,1776.0,189.0,0.0,,,,,,
233,0.09553606621994482,0.0006056935190793458,1.0,1651.0,189.0,0.0,1.0,1.0,1.0,1.0,,
234,0.09573314938904218,0.0024798512089274642,4.0,1613.0,189.0,0.0,1.0,1.0,1.0,1.0,,
235,0.09588096176586519,0.0017123287671232876,3.0,1752.0,189.0,0.0,1.0,1.0,1.0,1.0,,
236,0.09597950335041387,0.0011890606420927466,2.0,1682.0,189.0,0.0,1.0,1.0,1.0,1.0,,
237,0.09622585731178557,0.0029394473838918285,5.0,1701.0,189.0,0.0,1.0,1.0,1.0,1.0,,
238,0.09627512810405991,0.0005899705014749262,1.0,1695.0,189.0,0.0,1.0,1.0,1.0,1.0,,
239,0.09627512810405991,0.0,0.0,1668.0,189.0,0.0,,,,,,
240,0.09627512810405991,0.0,0.0,1739.0,189.0,0.0,,,,,,
241,0.09642294048088293,0.0017261219792865361,3.0,1738.0,189.0,0.0,1.0,1.0,1.0,1.0,,
242,0.09666929444225462,0.0030175015087507543,5.0,1657.0,189.0,0.0,1.0,1.0,1.0,1.0,,
243,0.09671856523452897,0.0006038647342995169,1.0,1656.0,189.0,0.0,1.0,1.0,1.0,1.0,,
244,0.09681710681907765,0.00117096018735363,2.0,1708.0,189.0,0.0,1.0,1.0,1.0,1.0,,
245,0.09686637761135199,0.0005750431282346176,1.0,1739.0,189.0,0.0,1.0,1.0,1.0,1.0,,
246,0.09691564840362633,0.0005793742757821553,1.0,1726.0,189.0,0.0,1.0,1.0,1.0,1.0,,
247,0.0971127315727237,0.002421307506053269,4.0,1652.0,189.0,0.0,1.0,1.0,1.0,1.0,,
248,0.09726054394954671,0.0017172295363480253,3.0,1747.0,189.0,0.0,1.0,1.0,1.0,1.0,,
249,0.09726054394954671,0.0,0.0,1735.0,189.0,0.0,,,,,,
250,0.09730981474182104,0.0005868544600938967,1.0,1704.0,189.0,0.0,1.0,1.0,1.0,1.0,0.06554892427463596,0.25586455495876964
251,0.09745762711864407,0.0017431725740848344,3.0,1721.0,189.0,0.0,1.0,1.0,1.0,1.0,,
