C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
C:\conda\envs\gnn\lib\site-packages\dgl\backend\pytorch\sparse.py:157: FutureWarning: `torch.cuda.amp.autocast_mode._cast(value, dtype)` is deprecated. Please use `torch.amp.autocast_mode._cast(value, 'cuda', dtype)` instead.
  return th.cuda.amp.autocast_mode._cast(
C:\conda\envs\gnn\lib\site-packages\dgl\backend\pytorch\sparse.py:148: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  return th.cuda.amp.autocast(enabled=False)
Round    1/100  coverage=0.1987  prec@K=0.0351  accepted=62  loss=0.7288  (0.9s)
Round    2/100  coverage=0.2034  prec@K=0.0322  accepted=57  loss=0.7285  (0.2s)
Round    3/100  coverage=0.2079  prec@K=0.0335  accepted=59  loss=0.7280  (0.2s)
Round    4/100  coverage=0.2130  prec@K=0.0373  accepted=63  loss=0.7273  (0.2s)
Round    5/100  coverage=0.2162  prec@K=0.0290  accepted=50  loss=0.7259  (0.2s)
Round    6/100  coverage=0.2195  prec@K=0.0361  accepted=61  loss=0.7241  (0.2s)
Round    7/100  coverage=0.2231  prec@K=0.0255  accepted=42  loss=0.7224  (0.2s)
Round    8/100  coverage=0.2266  prec@K=0.0297  accepted=50  loss=0.7205  (0.2s)
Round    9/100  coverage=0.2304  prec@K=0.0308  accepted=52  loss=0.7186  (0.4s)
Round   10/100  coverage=0.2340  prec@K=0.0341  accepted=55  loss=0.7167  (0.2s)
Round   11/100  coverage=0.2380  prec@K=0.0395  accepted=64  loss=0.7148  (0.3s)
Round   12/100  coverage=0.2398  prec@K=0.0279  accepted=46  loss=0.7129  (0.3s)
Round   13/100  coverage=0.2423  prec@K=0.0261  accepted=41  loss=0.7109  (0.3s)
Round   14/100  coverage=0.2445  prec@K=0.0340  accepted=55  loss=0.7090  (0.4s)
Round   15/100  coverage=0.2476  prec@K=0.0296  accepted=50  loss=0.7070  (0.3s)
Round   16/100  coverage=0.2512  prec@K=0.0329  accepted=56  loss=0.7050  (0.3s)
Round   17/100  coverage=0.2538  prec@K=0.0217  accepted=36  loss=0.7032  (0.4s)
Round   18/100  coverage=0.2550  prec@K=0.0319  accepted=53  loss=0.7012  (0.5s)
Round   19/100  coverage=0.2565  prec@K=0.0239  accepted=39  loss=0.6992  (0.3s)
Round   20/100  coverage=0.2574  prec@K=0.0245  accepted=42  loss=0.6973  (0.8s)
Round   21/100  coverage=0.2597  prec@K=0.0258  accepted=45  loss=0.6953  (0.4s)
Round   22/100  coverage=0.2608  prec@K=0.0198  accepted=34  loss=0.6934  (0.6s)
Round   23/100  coverage=0.2617  prec@K=0.0258  accepted=44  loss=0.6916  (0.4s)
Round   24/100  coverage=0.2619  prec@K=0.0201  accepted=34  loss=0.6898  (0.4s)
Round   25/100  coverage=0.2626  prec@K=0.0226  accepted=39  loss=0.6881  (0.5s)
Round   26/100  coverage=0.2634  prec@K=0.0200  accepted=35  loss=0.6864  (0.6s)
Round   27/100  coverage=0.2639  prec@K=0.0179  accepted=32  loss=0.6847  (0.5s)
Round   28/100  coverage=0.2645  prec@K=0.0225  accepted=40  loss=0.6830  (0.6s)
Round   29/100  coverage=0.2654  prec@K=0.0241  accepted=42  loss=0.6814  (0.5s)
Round   30/100  coverage=0.2664  prec@K=0.0205  accepted=36  loss=0.6798  (0.7s)
Round   31/100  coverage=0.2670  prec@K=0.0202  accepted=36  loss=0.6781  (0.7s)
Round   32/100  coverage=0.2670  prec@K=0.0248  accepted=44  loss=0.6765  (0.5s)
Round   33/100  coverage=0.2677  prec@K=0.0243  accepted=42  loss=0.6749  (0.6s)
Round   34/100  coverage=0.2679  prec@K=0.0171  accepted=30  loss=0.6733  (0.6s)
