C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
C:\conda\envs\gnn\lib\site-packages\dgl\backend\pytorch\sparse.py:157: FutureWarning: `torch.cuda.amp.autocast_mode._cast(value, dtype)` is deprecated. Please use `torch.amp.autocast_mode._cast(value, 'cuda', dtype)` instead.
  return th.cuda.amp.autocast_mode._cast(
C:\conda\envs\gnn\lib\site-packages\dgl\backend\pytorch\sparse.py:148: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  return th.cuda.amp.autocast(enabled=False)
Round    1/100  coverage=0.1356  prec@K=0.0063  accepted=12  loss=0.6808  (1.1s)
Round    2/100  coverage=0.1363  prec@K=0.0137  accepted=26  loss=0.6789  (0.3s)
Round    3/100  coverage=0.1368  prec@K=0.0092  accepted=17  loss=0.6743  (0.3s)
Round    4/100  coverage=0.1372  prec@K=0.0068  accepted=15  loss=0.6680  (0.4s)
Round    5/100  coverage=0.1378  prec@K=0.0093  accepted=20  loss=0.6597  (0.4s)
Round    6/100  coverage=0.1381  prec@K=0.0058  accepted=12  loss=0.6495  (0.4s)
Round    7/100  coverage=0.1384  prec@K=0.0040  accepted=9  loss=0.6394  (0.4s)
Round    8/100  coverage=0.1386  prec@K=0.0041  accepted=9  loss=0.6303  (0.4s)
Round    9/100  coverage=0.1388  prec@K=0.0033  accepted=7  loss=0.6217  (0.4s)
Round   10/100  coverage=0.1392  prec@K=0.0068  accepted=15  loss=0.6134  (0.4s)
Round   11/100  coverage=0.1395  prec@K=0.0047  accepted=10  loss=0.6054  (0.5s)
Round   12/100  coverage=0.1396  prec@K=0.0019  accepted=4  loss=0.5978  (0.6s)
Round   13/100  coverage=0.1398  prec@K=0.0019  accepted=4  loss=0.5913  (0.5s)
Round   14/100  coverage=0.1399  prec@K=0.0027  accepted=6  loss=0.5855  (0.5s)
Round   15/100  coverage=0.1401  prec@K=0.0027  accepted=6  loss=0.5802  (0.5s)
Round   16/100  coverage=0.1403  prec@K=0.0037  accepted=8  loss=0.5754  (0.5s)
Round   17/100  coverage=0.1405  prec@K=0.0027  accepted=6  loss=0.5717  (0.5s)
Round   18/100  coverage=0.1405  prec@K=0.0004  accepted=1  loss=0.5690  (0.7s)
Round   19/100  coverage=0.1406  prec@K=0.0014  accepted=3  loss=0.5664  (0.6s)
Round   20/100  coverage=0.1407  prec@K=0.0023  accepted=5  loss=0.5642  (0.6s)
Round   21/100  coverage=0.1410  prec@K=0.0039  accepted=8  loss=0.5625  (0.6s)
Round   22/100  coverage=0.1410  prec@K=0.0000  accepted=0  loss=0.5607  (0.6s)
Round   23/100  coverage=0.1410  prec@K=0.0004  accepted=1  loss=0.5591  (0.8s)
Round   24/100  coverage=0.1410  prec@K=0.0000  accepted=0  loss=0.5579  (0.7s)
Round   25/100  coverage=0.1410  prec@K=0.0009  accepted=2  loss=0.5569  (0.7s)
Round   26/100  coverage=0.1411  prec@K=0.0004  accepted=1  loss=0.5560  (0.8s)
Round   27/100  coverage=0.1411  prec@K=0.0000  accepted=0  loss=0.5554  (0.7s)
Round   28/100  coverage=0.1411  prec@K=0.0009  accepted=2  loss=0.5550  (0.7s)
Round   29/100  coverage=0.1411  prec@K=0.0000  accepted=0  loss=0.5548  (0.8s)
Round   30/100  coverage=0.1412  prec@K=0.0014  accepted=3  loss=0.5546  (0.7s)
Round   31/100  coverage=0.1413  prec@K=0.0014  accepted=3  loss=0.5545  (0.8s)
Round   32/100  coverage=0.1413  prec@K=0.0005  accepted=1  loss=0.5492  (0.9s)
Round   33/100  coverage=0.1414  prec@K=0.0014  accepted=3  loss=0.5441  (0.7s)
Round   34/100  coverage=0.1414  prec@K=0.0005  accepted=1  loss=0.5387  (0.7s)
Round   35/100  coverage=0.1414  prec@K=0.0000  accepted=0  loss=0.5334  (0.9s)
Round   36/100  coverage=0.1414  prec@K=0.0000  accepted=0  loss=0.5282  (0.7s)
Round   37/100  coverage=0.1415  prec@K=0.0004  accepted=1  loss=0.5225  (0.9s)
Round   38/100  coverage=0.1415  prec@K=0.0010  accepted=2  loss=0.5172  (0.7s)
Round   39/100  coverage=0.1415  prec@K=0.0000  accepted=0  loss=0.5125  (0.9s)
Round   40/100  coverage=0.1416  prec@K=0.0009  accepted=2  loss=0.5077  (0.8s)
Round   41/100  coverage=0.1416  prec@K=0.0000  accepted=0  loss=0.5026  (0.8s)
Round   42/100  coverage=0.1416  prec@K=0.0005  accepted=1  loss=0.4980  (0.9s)
Round   43/100  coverage=0.1416  prec@K=0.0005  accepted=1  loss=0.4938  (0.8s)
Round   44/100  coverage=0.1417  prec@K=0.0015  accepted=3  loss=0.4911  (0.8s)
Round   45/100  coverage=0.1417  prec@K=0.0000  accepted=0  loss=0.4873  (0.9s)
Round   46/100  coverage=0.1418  prec@K=0.0009  accepted=2  loss=0.4842  (0.8s)
Round   47/100  coverage=0.1418  prec@K=0.0005  accepted=1  loss=0.4811  (0.9s)
Round   48/100  coverage=0.1418  prec@K=0.0000  accepted=0  loss=0.4799  (0.8s)
Round   49/100  coverage=0.1418  prec@K=0.0005  accepted=1  loss=0.4779  (1.0s)
Round   50/100  coverage=0.1418  prec@K=0.0000  accepted=0  loss=0.4769  (0.9s)
Round   51/100  coverage=0.1419  prec@K=0.0005  accepted=1  loss=0.4761  (0.9s)
Round   52/100  coverage=0.1419  prec@K=0.0005  accepted=1  loss=0.4748  (1.0s)
Round   53/100  coverage=0.1419  prec@K=0.0000  accepted=0  loss=0.4738  (0.8s)
Round   54/100  coverage=0.1419  prec@K=0.0000  accepted=0  loss=0.4751  (0.9s)
Round   55/100  coverage=0.1419  prec@K=0.0000  accepted=0  loss=0.4739  (0.9s)
Round   56/100  coverage=0.1419  prec@K=0.0005  accepted=1  loss=0.4740  (1.0s)
Round   57/100  coverage=0.1419  prec@K=0.0000  accepted=0  loss=0.4668  (0.8s)
Round   58/100  coverage=0.1419  prec@K=0.0005  accepted=1  loss=0.4576  (0.8s)
Round   59/100  coverage=0.1419  prec@K=0.0000  accepted=0  loss=0.4507  (1.0s)
Round   60/100  coverage=0.1420  prec@K=0.0005  accepted=1  loss=0.4429  (1.0s)
Round   61/100  coverage=0.1420  prec@K=0.0005  accepted=1  loss=0.4345  (1.0s)
Round   62/100  coverage=0.1420  prec@K=0.0000  accepted=0  loss=0.4265  (0.8s)
Round   63/100  coverage=0.1420  prec@K=0.0005  accepted=1  loss=0.4194  (0.8s)
Round   64/100  coverage=0.1420  prec@K=0.0000  accepted=0  loss=0.4123  (1.0s)
Round   65/100  coverage=0.1420  prec@K=0.0000  accepted=0  loss=0.4052  (0.9s)
Round   66/100  coverage=0.1420  prec@K=0.0000  accepted=0  loss=0.3985  (0.9s)
Round   67/100  coverage=0.1421  prec@K=0.0005  accepted=1  loss=0.3927  (0.9s)
Round   68/100  coverage=0.1421  prec@K=0.0000  accepted=0  loss=0.3878  (0.8s)
Round   69/100  coverage=0.1421  prec@K=0.0000  accepted=0  loss=0.3826  (0.9s)
Round   70/100  coverage=0.1421  prec@K=0.0005  accepted=1  loss=0.3773  (0.9s)
Round   71/100  coverage=0.1421  prec@K=0.0000  accepted=0  loss=0.3739  (1.1s)
Round   72/100  coverage=0.1421  prec@K=0.0005  accepted=1  loss=0.3690  (0.8s)
Round   73/100  coverage=0.1421  prec@K=0.0005  accepted=1  loss=0.3670  (1.0s)
Round   74/100  coverage=0.1422  prec@K=0.0005  accepted=1  loss=0.3659  (0.9s)
Round   75/100  coverage=0.1422  prec@K=0.0005  accepted=1  loss=0.3637  (0.7s)
Round   76/100  coverage=0.1422  prec@K=0.0005  accepted=1  loss=0.3601  (0.9s)
Round   77/100  coverage=0.1422  prec@K=0.0000  accepted=0  loss=0.3626  (0.8s)
Round   78/100  coverage=0.1422  prec@K=0.0000  accepted=0  loss=0.3610  (0.9s)
Round   79/100  coverage=0.1422  prec@K=0.0000  accepted=0  loss=0.3601  (0.9s)
Round   80/100  coverage=0.1423  prec@K=0.0005  accepted=1  loss=0.3592  (0.9s)
Round   81/100  coverage=0.1423  prec@K=0.0000  accepted=0  loss=0.3587  (1.0s)
Round   82/100  coverage=0.1423  prec@K=0.0000  accepted=0  loss=0.3502  (0.9s)
Round   83/100  coverage=0.1423  prec@K=0.0005  accepted=1  loss=0.3398  (1.0s)
Round   84/100  coverage=0.1423  prec@K=0.0000  accepted=0  loss=0.3302  (0.9s)
Round   85/100  coverage=0.1423  prec@K=0.0000  accepted=0  loss=0.3209  (1.0s)
Round   86/100  coverage=0.1423  prec@K=0.0005  accepted=1  loss=0.3124  (0.9s)
Round   87/100  coverage=0.1423  prec@K=0.0000  accepted=0  loss=0.3026  (0.8s)
Round   88/100  coverage=0.1423  prec@K=0.0000  accepted=0  loss=0.2941  (0.9s)
Round   89/100  coverage=0.1423  prec@K=0.0000  accepted=0  loss=0.2873  (0.8s)
Round   90/100  coverage=0.1423  prec@K=0.0000  accepted=0  loss=0.2782  (1.0s)
Round   91/100  coverage=0.1424  prec@K=0.0010  accepted=2  loss=0.2720  (1.0s)
Round   92/100  coverage=0.1424  prec@K=0.0000  accepted=0  loss=0.2640  (0.8s)
Round   93/100  coverage=0.1424  prec@K=0.0000  accepted=0  loss=0.2589  (0.8s)
Round   94/100  coverage=0.1424  prec@K=0.0000  accepted=0  loss=0.2546  (1.0s)
Round   95/100  coverage=0.1424  prec@K=0.0000  accepted=0  loss=0.2497  (0.9s)
Round   96/100  coverage=0.1424  prec@K=0.0000  accepted=0  loss=0.2469  (0.8s)
Round   97/100  coverage=0.1424  prec@K=0.0000  accepted=0  loss=0.2406  (1.0s)
Round   98/100  coverage=0.1424  prec@K=0.0000  accepted=0  loss=0.2413  (0.9s)
Round   99/100  coverage=0.1424  prec@K=0.0000  accepted=0  loss=0.2385  (1.0s)
Round  100/100  coverage=0.1424  prec@K=0.0000  accepted=0  loss=0.2360  (0.8s)

结果已写入 results\online\bitcoin_otc_v2_gnn_lc_topk10/rounds.csv
