C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
C:\conda\envs\gnn\lib\site-packages\dgl\backend\pytorch\sparse.py:157: FutureWarning: `torch.cuda.amp.autocast_mode._cast(value, dtype)` is deprecated. Please use `torch.amp.autocast_mode._cast(value, 'cuda', dtype)` instead.
  return th.cuda.amp.autocast_mode._cast(
C:\conda\envs\gnn\lib\site-packages\dgl\backend\pytorch\sparse.py:148: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  return th.cuda.amp.autocast(enabled=False)
Round    1/100  coverage=0.1356  prec@K=0.0063  accepted=12  loss=0.8305  (8.1s)
Round    2/100  coverage=0.1362  prec@K=0.0111  accepted=21  loss=0.8274  (0.7s)
Round    3/100  coverage=0.1365  prec@K=0.0062  accepted=13  loss=0.8274  (0.9s)
Round    4/100  coverage=0.1369  prec@K=0.0064  accepted=12  loss=0.8266  (0.8s)
Round    5/100  coverage=0.1373  prec@K=0.0072  accepted=15  loss=0.8243  (0.8s)
Round    6/100  coverage=0.1376  prec@K=0.0046  accepted=9  loss=0.8222  (1.2s)
Round    7/100  coverage=0.1378  prec@K=0.0036  accepted=7  loss=0.8199  (1.0s)
Round    8/100  coverage=0.1379  prec@K=0.0024  accepted=5  loss=0.8177  (1.1s)
Round    9/100  coverage=0.1381  prec@K=0.0032  accepted=6  loss=0.8153  (1.0s)
Round   10/100  coverage=0.1382  prec@K=0.0025  accepted=5  loss=0.8128  (1.0s)
Round   11/100  coverage=0.1384  prec@K=0.0034  accepted=7  loss=0.8101  (1.2s)
Round   12/100  coverage=0.1384  prec@K=0.0005  accepted=1  loss=0.8078  (1.2s)
Round   13/100  coverage=0.1387  prec@K=0.0039  accepted=8  loss=0.8052  (1.6s)
Round   14/100  coverage=0.1388  prec@K=0.0026  accepted=5  loss=0.8028  (0.9s)
Round   15/100  coverage=0.1388  prec@K=0.0005  accepted=1  loss=0.8006  (1.1s)
Round   16/100  coverage=0.1389  prec@K=0.0019  accepted=4  loss=0.7984  (1.3s)
Round   17/100  coverage=0.1390  prec@K=0.0010  accepted=2  loss=0.7964  (1.2s)
Round   18/100  coverage=0.1390  prec@K=0.0000  accepted=0  loss=0.7946  (1.1s)
Round   19/100  coverage=0.1391  prec@K=0.0016  accepted=3  loss=0.7929  (1.3s)
Round   20/100  coverage=0.1393  prec@K=0.0033  accepted=7  loss=0.7914  (1.6s)
Round   21/100  coverage=0.1393  prec@K=0.0005  accepted=1  loss=0.7901  (1.4s)
Round   22/100  coverage=0.1394  prec@K=0.0011  accepted=2  loss=0.7890  (1.2s)
Round   23/100  coverage=0.1394  prec@K=0.0010  accepted=2  loss=0.7882  (1.4s)
Round   24/100  coverage=0.1395  prec@K=0.0020  accepted=4  loss=0.7874  (1.6s)
Round   25/100  coverage=0.1396  prec@K=0.0005  accepted=1  loss=0.7868  (2.4s)
Round   26/100  coverage=0.1396  prec@K=0.0005  accepted=1  loss=0.7865  (2.9s)
Round   27/100  coverage=0.1396  prec@K=0.0010  accepted=2  loss=0.7862  (1.5s)
Round   28/100  coverage=0.1397  prec@K=0.0005  accepted=1  loss=0.7861  (1.5s)
Round   29/100  coverage=0.1397  prec@K=0.0005  accepted=1  loss=0.7861  (2.1s)
Round   30/100  coverage=0.1398  prec@K=0.0015  accepted=3  loss=0.7861  (1.8s)
Round   31/100  coverage=0.1399  prec@K=0.0015  accepted=3  loss=0.7860  (1.9s)
Round   32/100  coverage=0.1399  prec@K=0.0005  accepted=1  loss=0.7825  (1.8s)
Round   33/100  coverage=0.1399  prec@K=0.0005  accepted=1  loss=0.7789  (1.5s)
Round   34/100  coverage=0.1399  prec@K=0.0005  accepted=1  loss=0.7753  (1.8s)
Round   35/100  coverage=0.1400  prec@K=0.0010  accepted=2  loss=0.7717  (1.7s)
Round   36/100  coverage=0.1400  prec@K=0.0005  accepted=1  loss=0.7680  (2.0s)
Round   37/100  coverage=0.1400  prec@K=0.0000  accepted=0  loss=0.7646  (1.4s)
Round   38/100  coverage=0.1400  prec@K=0.0000  accepted=0  loss=0.7614  (1.9s)
Round   39/100  coverage=0.1401  prec@K=0.0005  accepted=1  loss=0.7579  (1.8s)
Round   40/100  coverage=0.1401  prec@K=0.0000  accepted=0  loss=0.7549  (1.8s)
Round   41/100  coverage=0.1401  prec@K=0.0005  accepted=1  loss=0.7520  (2.2s)
Round   42/100  coverage=0.1401  prec@K=0.0010  accepted=2  loss=0.7494  (1.6s)
Round   43/100  coverage=0.1401  prec@K=0.0000  accepted=0  loss=0.7470  (1.8s)
Round   44/100  coverage=0.1401  prec@K=0.0000  accepted=0  loss=0.7444  (2.2s)
Round   45/100  coverage=0.1401  prec@K=0.0000  accepted=0  loss=0.7425  (1.7s)
Round   46/100  coverage=0.1402  prec@K=0.0005  accepted=1  loss=0.7407  (1.8s)
Round   47/100  coverage=0.1402  prec@K=0.0000  accepted=0  loss=0.7393  (1.9s)
Round   48/100  coverage=0.1402  prec@K=0.0005  accepted=1  loss=0.7378  (1.6s)
Round   49/100  coverage=0.1402  prec@K=0.0000  accepted=0  loss=0.7368  (1.5s)
