C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
C:\conda\envs\gnn\lib\site-packages\dgl\backend\pytorch\sparse.py:157: FutureWarning: `torch.cuda.amp.autocast_mode._cast(value, dtype)` is deprecated. Please use `torch.amp.autocast_mode._cast(value, 'cuda', dtype)` instead.
  return th.cuda.amp.autocast_mode._cast(
C:\conda\envs\gnn\lib\site-packages\dgl\backend\pytorch\sparse.py:148: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  return th.cuda.amp.autocast(enabled=False)
Round    1/100  coverage=0.1356  prec@K=0.0038  accepted=13  loss=0.7309  (8.3s)
Round    2/100  coverage=0.1364  prec@K=0.0072  accepted=26  loss=0.7290  (0.8s)
Round    3/100  coverage=0.1369  prec@K=0.0055  accepted=19  loss=0.7293  (0.7s)
Round    4/100  coverage=0.1375  prec@K=0.0065  accepted=22  loss=0.7275  (0.9s)
Round    5/100  coverage=0.1378  prec@K=0.0026  accepted=9  loss=0.7269  (0.8s)
Round    6/100  coverage=0.1379  prec@K=0.0018  accepted=6  loss=0.7246  (1.1s)
Round    7/100  coverage=0.1382  prec@K=0.0030  accepted=11  loss=0.7227  (1.1s)
Round    8/100  coverage=0.1385  prec@K=0.0027  accepted=8  loss=0.7208  (1.1s)
Round    9/100  coverage=0.1387  prec@K=0.0021  accepted=7  loss=0.7190  (1.2s)
Round   10/100  coverage=0.1390  prec@K=0.0036  accepted=12  loss=0.7171  (1.2s)
Round   11/100  coverage=0.1391  prec@K=0.0015  accepted=5  loss=0.7151  (1.3s)
Round   12/100  coverage=0.1393  prec@K=0.0018  accepted=6  loss=0.7134  (1.6s)
Round   13/100  coverage=0.1395  prec@K=0.0018  accepted=6  loss=0.7122  (1.4s)
Round   14/100  coverage=0.1396  prec@K=0.0008  accepted=3  loss=0.7104  (1.4s)
Round   15/100  coverage=0.1397  prec@K=0.0012  accepted=4  loss=0.7086  (1.6s)
Round   16/100  coverage=0.1399  prec@K=0.0020  accepted=7  loss=0.7074  (1.5s)
Round   17/100  coverage=0.1400  prec@K=0.0017  accepted=6  loss=0.7057  (1.7s)
Round   18/100  coverage=0.1402  prec@K=0.0017  accepted=6  loss=0.7047  (1.8s)
Round   19/100  coverage=0.1404  prec@K=0.0017  accepted=6  loss=0.7036  (2.0s)
Round   20/100  coverage=0.1405  prec@K=0.0012  accepted=4  loss=0.7027  (1.8s)
Round   21/100  coverage=0.1406  prec@K=0.0014  accepted=5  loss=0.7019  (2.0s)
Round   22/100  coverage=0.1407  prec@K=0.0006  accepted=2  loss=0.7010  (4.0s)
Round   23/100  coverage=0.1407  prec@K=0.0003  accepted=1  loss=0.7008  (1.7s)
Round   24/100  coverage=0.1408  prec@K=0.0006  accepted=2  loss=0.7000  (2.0s)
Round   25/100  coverage=0.1408  prec@K=0.0009  accepted=3  loss=0.6998  (2.1s)
Round   26/100  coverage=0.1408  prec@K=0.0000  accepted=0  loss=0.6998  (2.2s)
Round   27/100  coverage=0.1409  prec@K=0.0009  accepted=3  loss=0.6991  (2.0s)
Round   28/100  coverage=0.1410  prec@K=0.0012  accepted=4  loss=0.6990  (2.1s)
Round   29/100  coverage=0.1411  prec@K=0.0003  accepted=1  loss=0.6989  (1.9s)
Round   30/100  coverage=0.1411  prec@K=0.0000  accepted=0  loss=0.6989  (2.3s)
Round   31/100  coverage=0.1411  prec@K=0.0007  accepted=2  loss=0.6989  (2.4s)
Round   32/100  coverage=0.1413  prec@K=0.0018  accepted=6  loss=0.6970  (2.7s)
Round   33/100  coverage=0.1414  prec@K=0.0006  accepted=2  loss=0.6951  (2.4s)
Round   34/100  coverage=0.1414  prec@K=0.0006  accepted=2  loss=0.6931  (2.5s)
Round   35/100  coverage=0.1415  prec@K=0.0006  accepted=2  loss=0.6916  (2.7s)
Round   36/100  coverage=0.1415  prec@K=0.0003  accepted=1  loss=0.6897  (2.4s)
Round   37/100  coverage=0.1415  prec@K=0.0003  accepted=1  loss=0.6881  (2.4s)
Round   38/100  coverage=0.1415  prec@K=0.0000  accepted=0  loss=0.6863  (2.7s)
Round   39/100  coverage=0.1416  prec@K=0.0009  accepted=3  loss=0.6849  (2.5s)
Round   40/100  coverage=0.1417  prec@K=0.0009  accepted=3  loss=0.6838  (2.5s)
Round   41/100  coverage=0.1417  prec@K=0.0000  accepted=0  loss=0.6824  (2.6s)
Round   42/100  coverage=0.1418  prec@K=0.0012  accepted=4  loss=0.6814  (2.2s)
Round   43/100  coverage=0.1418  prec@K=0.0000  accepted=0  loss=0.6801  (2.3s)
Round   44/100  coverage=0.1419  prec@K=0.0006  accepted=2  loss=0.6791  (3.0s)
Round   45/100  coverage=0.1419  prec@K=0.0009  accepted=3  loss=0.6785  (3.1s)
