C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
C:\conda\envs\gnn\lib\site-packages\dgl\backend\pytorch\sparse.py:157: FutureWarning: `torch.cuda.amp.autocast_mode._cast(value, dtype)` is deprecated. Please use `torch.amp.autocast_mode._cast(value, 'cuda', dtype)` instead.
  return th.cuda.amp.autocast_mode._cast(
C:\conda\envs\gnn\lib\site-packages\dgl\backend\pytorch\sparse.py:148: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  return th.cuda.amp.autocast(enabled=False)
Round    1/100  coverage=0.1186  prec@K=0.0344  accepted=52  loss=0.7262  (2.0s)
Round    2/100  coverage=0.1187  prec@K=0.0366  accepted=56  loss=0.7251  (0.7s)
Round    3/100  coverage=0.1187  prec@K=0.0392  accepted=59  loss=0.7248  (0.7s)
Round    4/100  coverage=0.1187  prec@K=0.0287  accepted=45  loss=0.7234  (0.8s)
Round    5/100  coverage=0.1188  prec@K=0.0328  accepted=53  loss=0.7226  (0.9s)
Round    6/100  coverage=0.1188  prec@K=0.0332  accepted=53  loss=0.7202  (0.9s)
Round    7/100  coverage=0.1188  prec@K=0.0360  accepted=55  loss=0.7184  (0.8s)
Round    8/100  coverage=0.1189  prec@K=0.0225  accepted=36  loss=0.7169  (0.9s)
Round    9/100  coverage=0.1189  prec@K=0.0347  accepted=53  loss=0.7153  (0.9s)
Round   10/100  coverage=0.1189  prec@K=0.0332  accepted=53  loss=0.7136  (0.9s)
Round   11/100  coverage=0.1190  prec@K=0.0303  accepted=45  loss=0.7120  (1.6s)
Round   12/100  coverage=0.1190  prec@K=0.0354  accepted=53  loss=0.7104  (0.9s)
Round   13/100  coverage=0.1191  prec@K=0.0311  accepted=45  loss=0.7095  (0.9s)
