C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/100  coverage=0.0667  prec@K=0.0387  accepted=16  loss=nan  (0.0s)
Round    2/100  coverage=0.0669  prec@K=0.0259  accepted=10  loss=nan  (0.0s)
Round    3/100  coverage=0.0670  prec@K=0.0101  accepted=4  loss=nan  (0.0s)
Round    4/100  coverage=0.0672  prec@K=0.0283  accepted=13  loss=nan  (0.0s)
Round    5/100  coverage=0.0675  prec@K=0.0282  accepted=12  loss=nan  (0.0s)
Round    6/100  coverage=0.0676  prec@K=0.0244  accepted=10  loss=nan  (0.0s)
Round    7/100  coverage=0.0678  prec@K=0.0315  accepted=12  loss=nan  (0.0s)
Round    8/100  coverage=0.0680  prec@K=0.0289  accepted=11  loss=nan  (0.0s)
Round    9/100  coverage=0.0681  prec@K=0.0204  accepted=8  loss=nan  (0.0s)
Round   10/100  coverage=0.0683  prec@K=0.0374  accepted=14  loss=nan  (0.0s)
Round   11/100  coverage=0.0685  prec@K=0.0256  accepted=10  loss=nan  (0.0s)
Round   12/100  coverage=0.0686  prec@K=0.0309  accepted=11  loss=nan  (0.0s)
Round   13/100  coverage=0.0688  prec@K=0.0307  accepted=12  loss=nan  (0.0s)
Round   14/100  coverage=0.0688  prec@K=0.0149  accepted=6  loss=nan  (0.0s)
Round   15/100  coverage=0.0688  prec@K=0.0117  accepted=5  loss=nan  (0.0s)
Round   16/100  coverage=0.0689  prec@K=0.0308  accepted=12  loss=nan  (0.0s)
Round   17/100  coverage=0.0689  prec@K=0.0239  accepted=9  loss=nan  (0.0s)
Round   18/100  coverage=0.0690  prec@K=0.0339  accepted=13  loss=nan  (0.0s)
Round   19/100  coverage=0.0692  prec@K=0.0254  accepted=10  loss=nan  (0.0s)
Round   20/100  coverage=0.0692  prec@K=0.0080  accepted=3  loss=nan  (0.0s)
Round   21/100  coverage=0.0694  prec@K=0.0349  accepted=13  loss=nan  (0.0s)
Round   22/100  coverage=0.0695  prec@K=0.0222  accepted=8  loss=nan  (0.0s)
Round   23/100  coverage=0.0696  prec@K=0.0163  accepted=6  loss=nan  (0.0s)
Round   24/100  coverage=0.0696  prec@K=0.0269  accepted=9  loss=nan  (0.0s)
Round   25/100  coverage=0.0696  prec@K=0.0472  accepted=17  loss=nan  (0.0s)
Round   26/100  coverage=0.0696  prec@K=0.0330  accepted=10  loss=nan  (0.0s)
Round   27/100  coverage=0.0696  prec@K=0.0030  accepted=1  loss=nan  (0.0s)
Round   28/100  coverage=0.0696  prec@K=0.0115  accepted=4  loss=nan  (0.0s)
Round   29/100  coverage=0.0696  prec@K=0.0186  accepted=6  loss=nan  (0.0s)
Round   30/100  coverage=0.0696  prec@K=0.0235  accepted=8  loss=nan  (0.0s)
Round   31/100  coverage=0.0696  prec@K=0.0090  accepted=3  loss=nan  (0.0s)
Round   32/100  coverage=0.0697  prec@K=0.0300  accepted=9  loss=nan  (0.0s)
Round   33/100  coverage=0.0697  prec@K=0.0093  accepted=3  loss=nan  (0.0s)
Round   34/100  coverage=0.0697  prec@K=0.0195  accepted=6  loss=nan  (0.0s)
Round   35/100  coverage=0.0697  prec@K=0.0235  accepted=7  loss=nan  (0.0s)
Round   36/100  coverage=0.0697  prec@K=0.0187  accepted=6  loss=nan  (0.0s)
Round   37/100  coverage=0.0697  prec@K=0.0131  accepted=4  loss=nan  (0.0s)
Round   38/100  coverage=0.0697  prec@K=0.0254  accepted=8  loss=nan  (0.0s)
Round   39/100  coverage=0.0698  prec@K=0.0189  accepted=6  loss=nan  (0.0s)
Round   40/100  coverage=0.0698  prec@K=0.0248  accepted=8  loss=nan  (0.0s)
