C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
C:\conda\envs\gnn\lib\site-packages\dgl\backend\pytorch\sparse.py:157: FutureWarning: `torch.cuda.amp.autocast_mode._cast(value, dtype)` is deprecated. Please use `torch.amp.autocast_mode._cast(value, 'cuda', dtype)` instead.
  return th.cuda.amp.autocast_mode._cast(
C:\conda\envs\gnn\lib\site-packages\dgl\backend\pytorch\sparse.py:148: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  return th.cuda.amp.autocast(enabled=False)
Round    1/100  coverage=0.1362  prec@K=0.0079  accepted=9  loss=0.6804  (1.1s)
Round    2/100  coverage=0.1371  prec@K=0.0171  accepted=20  loss=0.6789  (0.2s)
Round    3/100  coverage=0.1377  prec@K=0.0144  accepted=16  loss=0.6747  (0.2s)
Round    4/100  coverage=0.1383  prec@K=0.0123  accepted=13  loss=0.6683  (0.2s)
Round    5/100  coverage=0.1385  prec@K=0.0051  accepted=6  loss=0.6597  (0.2s)
Round    6/100  coverage=0.1388  prec@K=0.0065  accepted=8  loss=0.6495  (0.2s)
Round    7/100  coverage=0.1391  prec@K=0.0046  accepted=6  loss=0.6395  (0.3s)
Round    8/100  coverage=0.1393  prec@K=0.0043  accepted=5  loss=0.6304  (0.2s)
Round    9/100  coverage=0.1394  prec@K=0.0018  accepted=2  loss=0.6217  (0.2s)
Round   10/100  coverage=0.1395  prec@K=0.0034  accepted=4  loss=0.6131  (0.3s)
Round   11/100  coverage=0.1398  prec@K=0.0042  accepted=5  loss=0.6052  (0.3s)
Round   12/100  coverage=0.1399  prec@K=0.0027  accepted=3  loss=0.5977  (0.3s)
Round   13/100  coverage=0.1402  prec@K=0.0056  accepted=7  loss=0.5915  (0.3s)
Round   14/100  coverage=0.1403  prec@K=0.0026  accepted=3  loss=0.5855  (0.3s)
Round   15/100  coverage=0.1403  prec@K=0.0008  accepted=1  loss=0.5799  (0.3s)
Round   16/100  coverage=0.1405  prec@K=0.0024  accepted=3  loss=0.5751  (0.3s)
Round   17/100  coverage=0.1407  prec@K=0.0043  accepted=5  loss=0.5716  (0.4s)
Round   18/100  coverage=0.1407  prec@K=0.0019  accepted=2  loss=0.5692  (0.3s)
Round   19/100  coverage=0.1409  prec@K=0.0025  accepted=3  loss=0.5667  (0.3s)
Round   20/100  coverage=0.1410  prec@K=0.0025  accepted=3  loss=0.5645  (0.3s)
Round   21/100  coverage=0.1411  prec@K=0.0027  accepted=3  loss=0.5623  (0.3s)
Round   22/100  coverage=0.1412  prec@K=0.0017  accepted=2  loss=0.5606  (0.3s)
Round   23/100  coverage=0.1412  prec@K=0.0008  accepted=1  loss=0.5592  (0.3s)
Round   24/100  coverage=0.1414  prec@K=0.0033  accepted=4  loss=0.5582  (0.3s)
Round   25/100  coverage=0.1414  prec@K=0.0009  accepted=1  loss=0.5570  (0.4s)
Round   26/100  coverage=0.1415  prec@K=0.0008  accepted=1  loss=0.5564  (0.3s)
Round   27/100  coverage=0.1415  prec@K=0.0000  accepted=0  loss=0.5557  (0.3s)
Round   28/100  coverage=0.1416  prec@K=0.0018  accepted=2  loss=0.5553  (0.3s)
Round   29/100  coverage=0.1417  prec@K=0.0028  accepted=3  loss=0.5549  (0.3s)
Round   30/100  coverage=0.1417  prec@K=0.0009  accepted=1  loss=0.5548  (0.3s)
Round   31/100  coverage=0.1418  prec@K=0.0018  accepted=2  loss=0.5547  (0.5s)
Round   32/100  coverage=0.1419  prec@K=0.0018  accepted=2  loss=0.5496  (0.3s)
Round   33/100  coverage=0.1419  prec@K=0.0009  accepted=1  loss=0.5442  (0.3s)
Round   34/100  coverage=0.1420  prec@K=0.0009  accepted=1  loss=0.5389  (0.3s)
Round   35/100  coverage=0.1421  prec@K=0.0029  accepted=3  loss=0.5339  (0.4s)
Round   36/100  coverage=0.1422  prec@K=0.0028  accepted=3  loss=0.5285  (0.3s)
Round   37/100  coverage=0.1422  prec@K=0.0000  accepted=0  loss=0.5230  (0.3s)
Round   38/100  coverage=0.1423  prec@K=0.0018  accepted=2  loss=0.5176  (0.3s)
Round   39/100  coverage=0.1424  prec@K=0.0027  accepted=3  loss=0.5130  (0.4s)
Round   40/100  coverage=0.1425  prec@K=0.0010  accepted=1  loss=0.5081  (0.3s)
Round   41/100  coverage=0.1426  prec@K=0.0018  accepted=2  loss=0.5033  (0.4s)
Round   42/100  coverage=0.1427  prec@K=0.0035  accepted=4  loss=0.4987  (0.3s)
Round   43/100  coverage=0.1428  prec@K=0.0009  accepted=1  loss=0.4943  (0.5s)
Round   44/100  coverage=0.1429  prec@K=0.0019  accepted=2  loss=0.4916  (0.3s)
Round   45/100  coverage=0.1429  prec@K=0.0009  accepted=1  loss=0.4875  (0.3s)
Round   46/100  coverage=0.1429  prec@K=0.0000  accepted=0  loss=0.4845  (0.3s)
Round   47/100  coverage=0.1429  prec@K=0.0000  accepted=0  loss=0.4815  (0.4s)
Round   48/100  coverage=0.1430  prec@K=0.0018  accepted=2  loss=0.4808  (0.3s)
Round   49/100  coverage=0.1430  prec@K=0.0009  accepted=1  loss=0.4784  (0.4s)
Round   50/100  coverage=0.1430  prec@K=0.0000  accepted=0  loss=0.4776  (0.4s)
Round   51/100  coverage=0.1431  prec@K=0.0009  accepted=1  loss=0.4762  (0.5s)
Round   52/100  coverage=0.1431  prec@K=0.0000  accepted=0  loss=0.4752  (0.3s)
Round   53/100  coverage=0.1431  prec@K=0.0000  accepted=0  loss=0.4740  (0.4s)
Round   54/100  coverage=0.1431  prec@K=0.0008  accepted=1  loss=0.4755  (0.4s)
Round   55/100  coverage=0.1431  prec@K=0.0000  accepted=0  loss=0.4742  (0.5s)
Round   56/100  coverage=0.1431  prec@K=0.0000  accepted=0  loss=0.4746  (0.4s)
Round   57/100  coverage=0.1432  prec@K=0.0018  accepted=2  loss=0.4673  (0.3s)
Round   58/100  coverage=0.1432  prec@K=0.0009  accepted=1  loss=0.4580  (0.4s)
Round   59/100  coverage=0.1432  prec@K=0.0000  accepted=0  loss=0.4510  (0.5s)
Round   60/100  coverage=0.1432  prec@K=0.0000  accepted=0  loss=0.4429  (0.4s)
Round   61/100  coverage=0.1433  prec@K=0.0009  accepted=1  loss=0.4342  (0.4s)
Round   62/100  coverage=0.1433  prec@K=0.0000  accepted=0  loss=0.4266  (0.4s)
Round   63/100  coverage=0.1433  prec@K=0.0000  accepted=0  loss=0.4194  (0.5s)
Round   64/100  coverage=0.1433  prec@K=0.0000  accepted=0  loss=0.4123  (0.3s)
Round   65/100  coverage=0.1433  prec@K=0.0000  accepted=0  loss=0.4054  (0.3s)
Round   66/100  coverage=0.1433  prec@K=0.0000  accepted=0  loss=0.3990  (0.3s)
Round   67/100  coverage=0.1433  prec@K=0.0000  accepted=0  loss=0.3930  (0.4s)
Round   68/100  coverage=0.1433  prec@K=0.0009  accepted=1  loss=0.3884  (0.4s)
Round   69/100  coverage=0.1433  prec@K=0.0000  accepted=0  loss=0.3831  (0.4s)
Round   70/100  coverage=0.1433  prec@K=0.0009  accepted=1  loss=0.3771  (0.4s)
Round   71/100  coverage=0.1434  prec@K=0.0009  accepted=1  loss=0.3745  (0.5s)
Round   72/100  coverage=0.1434  prec@K=0.0000  accepted=0  loss=0.3693  (0.4s)
Round   73/100  coverage=0.1434  prec@K=0.0000  accepted=0  loss=0.3674  (0.3s)
Round   74/100  coverage=0.1434  prec@K=0.0000  accepted=0  loss=0.3663  (0.4s)
Round   75/100  coverage=0.1435  prec@K=0.0018  accepted=2  loss=0.3644  (0.5s)
Round   76/100  coverage=0.1435  prec@K=0.0009  accepted=1  loss=0.3601  (0.4s)
Round   77/100  coverage=0.1435  prec@K=0.0000  accepted=0  loss=0.3626  (0.3s)
Round   78/100  coverage=0.1435  prec@K=0.0000  accepted=0  loss=0.3612  (0.4s)
Round   79/100  coverage=0.1436  prec@K=0.0009  accepted=1  loss=0.3607  (0.5s)
Round   80/100  coverage=0.1436  prec@K=0.0000  accepted=0  loss=0.3588  (0.4s)
Round   81/100  coverage=0.1436  prec@K=0.0000  accepted=0  loss=0.3588  (0.4s)
Round   82/100  coverage=0.1436  prec@K=0.0000  accepted=0  loss=0.3500  (0.4s)
Round   83/100  coverage=0.1436  prec@K=0.0000  accepted=0  loss=0.3393  (0.5s)
Round   84/100  coverage=0.1436  prec@K=0.0000  accepted=0  loss=0.3306  (0.3s)
Round   85/100  coverage=0.1436  prec@K=0.0000  accepted=0  loss=0.3210  (0.4s)
Round   86/100  coverage=0.1436  prec@K=0.0000  accepted=0  loss=0.3117  (0.3s)
Round   87/100  coverage=0.1436  prec@K=0.0009  accepted=1  loss=0.3033  (0.5s)
Round   88/100  coverage=0.1436  prec@K=0.0000  accepted=0  loss=0.2938  (0.3s)
Round   89/100  coverage=0.1436  prec@K=0.0000  accepted=0  loss=0.2881  (0.3s)
Round   90/100  coverage=0.1436  prec@K=0.0000  accepted=0  loss=0.2780  (0.4s)
Round   91/100  coverage=0.1436  prec@K=0.0000  accepted=0  loss=0.2731  (0.4s)
Round   92/100  coverage=0.1437  prec@K=0.0018  accepted=2  loss=0.2633  (0.4s)
Round   93/100  coverage=0.1437  prec@K=0.0008  accepted=1  loss=0.2595  (0.4s)
