C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/100  coverage=0.1363  prec@K=0.0050  accepted=10  loss=0.6681  (1.1s)
Round    2/100  coverage=0.1367  prec@K=0.0056  accepted=11  loss=0.6676  (0.3s)
Round    3/100  coverage=0.1370  prec@K=0.0033  accepted=6  loss=0.6662  (0.4s)
Round    4/100  coverage=0.1376  prec@K=0.0092  accepted=16  loss=0.6649  (0.3s)
Round    5/100  coverage=0.1380  prec@K=0.0047  accepted=9  loss=0.6627  (0.3s)
Round    6/100  coverage=0.1385  prec@K=0.0060  accepted=12  loss=0.6601  (0.4s)
Round    7/100  coverage=0.1388  prec@K=0.0036  accepted=7  loss=0.6572  (0.3s)
Round    8/100  coverage=0.1392  prec@K=0.0045  accepted=9  loss=0.6544  (0.4s)
Round    9/100  coverage=0.1395  prec@K=0.0049  accepted=8  loss=0.6515  (0.9s)
Round   10/100  coverage=0.1397  prec@K=0.0027  accepted=5  loss=0.6485  (0.4s)
Round   11/100  coverage=0.1400  prec@K=0.0042  accepted=8  loss=0.6456  (0.8s)
Round   12/100  coverage=0.1403  prec@K=0.0035  accepted=7  loss=0.6425  (0.4s)
Round   13/100  coverage=0.1407  prec@K=0.0038  accepted=8  loss=0.6395  (0.5s)
Round   14/100  coverage=0.1408  prec@K=0.0021  accepted=4  loss=0.6364  (0.4s)
Round   15/100  coverage=0.1409  prec@K=0.0017  accepted=3  loss=0.6335  (0.5s)
Round   16/100  coverage=0.1410  prec@K=0.0005  accepted=1  loss=0.6305  (0.6s)
Round   17/100  coverage=0.1410  prec@K=0.0005  accepted=1  loss=0.6277  (0.5s)
Round   18/100  coverage=0.1412  prec@K=0.0022  accepted=4  loss=0.6250  (0.6s)
Round   19/100  coverage=0.1412  prec@K=0.0000  accepted=0  loss=0.6225  (0.5s)
Round   20/100  coverage=0.1413  prec@K=0.0012  accepted=2  loss=0.6203  (0.6s)
Round   21/100  coverage=0.1414  prec@K=0.0010  accepted=2  loss=0.6182  (0.8s)
Round   22/100  coverage=0.1414  prec@K=0.0005  accepted=1  loss=0.6164  (0.7s)
Round   23/100  coverage=0.1414  prec@K=0.0005  accepted=1  loss=0.6149  (0.9s)
Round   24/100  coverage=0.1415  prec@K=0.0005  accepted=1  loss=0.6137  (0.8s)
Round   25/100  coverage=0.1416  prec@K=0.0017  accepted=3  loss=0.6127  (0.7s)
Round   26/100  coverage=0.1417  prec@K=0.0006  accepted=1  loss=0.6120  (0.7s)
Round   27/100  coverage=0.1417  prec@K=0.0005  accepted=1  loss=0.6115  (0.8s)
Round   28/100  coverage=0.1418  prec@K=0.0015  accepted=3  loss=0.6112  (0.9s)
Round   29/100  coverage=0.1419  prec@K=0.0006  accepted=1  loss=0.6110  (0.6s)
Round   30/100  coverage=0.1420  prec@K=0.0017  accepted=3  loss=0.6109  (0.9s)
Round   31/100  coverage=0.1421  prec@K=0.0010  accepted=2  loss=0.6109  (0.7s)
Round   32/100  coverage=0.1421  prec@K=0.0011  accepted=2  loss=0.6050  (0.7s)
Round   33/100  coverage=0.1421  prec@K=0.0000  accepted=0  loss=0.5988  (0.8s)
Round   34/100  coverage=0.1421  prec@K=0.0000  accepted=0  loss=0.5924  (0.6s)
Round   35/100  coverage=0.1422  prec@K=0.0005  accepted=1  loss=0.5856  (0.7s)
Round   36/100  coverage=0.1422  prec@K=0.0005  accepted=1  loss=0.5787  (0.8s)
Round   37/100  coverage=0.1423  prec@K=0.0005  accepted=1  loss=0.5719  (0.7s)
Round   38/100  coverage=0.1423  prec@K=0.0006  accepted=1  loss=0.5646  (0.7s)
Round   39/100  coverage=0.1424  prec@K=0.0005  accepted=1  loss=0.5577  (0.7s)
Round   40/100  coverage=0.1424  prec@K=0.0011  accepted=2  loss=0.5508  (0.8s)
Round   41/100  coverage=0.1424  prec@K=0.0000  accepted=0  loss=0.5438  (1.0s)
Round   42/100  coverage=0.1426  prec@K=0.0015  accepted=3  loss=0.5372  (0.7s)
Round   43/100  coverage=0.1427  prec@K=0.0024  accepted=4  loss=0.5311  (0.7s)
Round   44/100  coverage=0.1428  prec@K=0.0006  accepted=1  loss=0.5254  (0.8s)
Round   45/100  coverage=0.1429  prec@K=0.0017  accepted=3  loss=0.5204  (0.8s)
Round   46/100  coverage=0.1430  prec@K=0.0011  accepted=2  loss=0.5156  (0.8s)
Round   47/100  coverage=0.1431  prec@K=0.0012  accepted=2  loss=0.5115  (0.7s)
Round   48/100  coverage=0.1431  prec@K=0.0006  accepted=1  loss=0.5084  (0.9s)
Round   49/100  coverage=0.1431  prec@K=0.0000  accepted=0  loss=0.5054  (0.6s)
Round   50/100  coverage=0.1431  prec@K=0.0000  accepted=0  loss=0.5033  (0.9s)
Round   51/100  coverage=0.1431  prec@K=0.0000  accepted=0  loss=0.5020  (0.8s)
Round   52/100  coverage=0.1431  prec@K=0.0000  accepted=0  loss=0.5005  (0.9s)
Round   53/100  coverage=0.1431  prec@K=0.0000  accepted=0  loss=0.4996  (0.7s)
Round   54/100  coverage=0.1431  prec@K=0.0005  accepted=1  loss=0.4996  (0.9s)
Round   55/100  coverage=0.1431  prec@K=0.0000  accepted=0  loss=0.4993  (0.8s)
Round   56/100  coverage=0.1432  prec@K=0.0005  accepted=1  loss=0.4994  (1.1s)
Round   57/100  coverage=0.1432  prec@K=0.0006  accepted=1  loss=0.4865  (1.1s)
