C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/100  coverage=0.1362  prec@K=0.0040  accepted=8  loss=nan  (1.1s)
Round    2/100  coverage=0.1368  prec@K=0.0063  accepted=14  loss=nan  (0.0s)
Round    3/100  coverage=0.1373  prec@K=0.0064  accepted=12  loss=nan  (0.0s)
Round    4/100  coverage=0.1378  prec@K=0.0064  accepted=12  loss=nan  (0.0s)
Round    5/100  coverage=0.1381  prec@K=0.0041  accepted=7  loss=nan  (0.1s)
Round    6/100  coverage=0.1384  prec@K=0.0039  accepted=8  loss=nan  (0.1s)
Round    7/100  coverage=0.1387  prec@K=0.0050  accepted=8  loss=nan  (0.1s)
Round    8/100  coverage=0.1389  prec@K=0.0027  accepted=5  loss=nan  (0.1s)
Round    9/100  coverage=0.1392  prec@K=0.0031  accepted=6  loss=nan  (0.1s)
Round   10/100  coverage=0.1394  prec@K=0.0027  accepted=5  loss=nan  (0.1s)
Round   11/100  coverage=0.1395  prec@K=0.0023  accepted=4  loss=nan  (0.1s)
Round   12/100  coverage=0.1397  prec@K=0.0016  accepted=3  loss=nan  (0.1s)
Round   13/100  coverage=0.1398  prec@K=0.0011  accepted=2  loss=nan  (0.1s)
Round   14/100  coverage=0.1399  prec@K=0.0017  accepted=3  loss=nan  (0.1s)
Round   15/100  coverage=0.1400  prec@K=0.0011  accepted=2  loss=nan  (0.1s)
Round   16/100  coverage=0.1400  prec@K=0.0000  accepted=0  loss=nan  (0.2s)
Round   17/100  coverage=0.1401  prec@K=0.0021  accepted=4  loss=nan  (0.2s)
Round   18/100  coverage=0.1403  prec@K=0.0022  accepted=4  loss=nan  (0.2s)
Round   19/100  coverage=0.1404  prec@K=0.0015  accepted=3  loss=nan  (0.2s)
Round   20/100  coverage=0.1406  prec@K=0.0021  accepted=4  loss=nan  (0.2s)
Round   21/100  coverage=0.1407  prec@K=0.0016  accepted=3  loss=nan  (0.2s)
Round   22/100  coverage=0.1408  prec@K=0.0011  accepted=2  loss=nan  (0.1s)
Round   23/100  coverage=0.1409  prec@K=0.0009  accepted=2  loss=nan  (0.2s)
Round   24/100  coverage=0.1410  prec@K=0.0016  accepted=3  loss=nan  (0.2s)
Round   25/100  coverage=0.1412  prec@K=0.0032  accepted=6  loss=nan  (0.2s)
Round   26/100  coverage=0.1414  prec@K=0.0016  accepted=3  loss=nan  (0.2s)
Round   27/100  coverage=0.1415  prec@K=0.0018  accepted=3  loss=nan  (0.2s)
Round   28/100  coverage=0.1416  prec@K=0.0010  accepted=2  loss=nan  (0.2s)
Round   29/100  coverage=0.1417  prec@K=0.0011  accepted=2  loss=nan  (0.2s)
