C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/200  coverage=0.1356  prec@K=0.0058  accepted=11  loss=nan  (0.1s)
Round    2/200  coverage=0.1359  prec@K=0.0061  accepted=12  loss=nan  (0.1s)
Round    3/200  coverage=0.1364  prec@K=0.0087  accepted=18  loss=nan  (0.1s)
Round    4/200  coverage=0.1369  prec@K=0.0084  accepted=17  loss=nan  (0.1s)
Round    5/200  coverage=0.1372  prec@K=0.0056  accepted=12  loss=nan  (0.1s)
Round    6/200  coverage=0.1374  prec@K=0.0035  accepted=7  loss=nan  (0.1s)
Round    7/200  coverage=0.1377  prec@K=0.0048  accepted=10  loss=nan  (0.1s)
Round    8/200  coverage=0.1379  prec@K=0.0030  accepted=6  loss=nan  (0.1s)
Round    9/200  coverage=0.1382  prec@K=0.0055  accepted=11  loss=nan  (0.1s)
Round   10/200  coverage=0.1384  prec@K=0.0038  accepted=8  loss=nan  (0.1s)
Round   11/200  coverage=0.1385  prec@K=0.0025  accepted=5  loss=nan  (0.1s)
Round   12/200  coverage=0.1387  prec@K=0.0017  accepted=4  loss=nan  (0.1s)
Round   13/200  coverage=0.1389  prec@K=0.0037  accepted=8  loss=nan  (0.1s)
Round   14/200  coverage=0.1391  prec@K=0.0031  accepted=7  loss=nan  (0.2s)
Round   15/200  coverage=0.1392  prec@K=0.0019  accepted=4  loss=nan  (0.1s)
Round   16/200  coverage=0.1393  prec@K=0.0018  accepted=4  loss=nan  (0.2s)
Round   17/200  coverage=0.1393  prec@K=0.0005  accepted=1  loss=nan  (0.2s)
Round   18/200  coverage=0.1394  prec@K=0.0010  accepted=2  loss=nan  (0.2s)
Round   19/200  coverage=0.1395  prec@K=0.0020  accepted=4  loss=nan  (0.2s)
Round   20/200  coverage=0.1395  prec@K=0.0000  accepted=0  loss=nan  (0.2s)
Round   21/200  coverage=0.1396  prec@K=0.0019  accepted=4  loss=nan  (0.2s)
Round   22/200  coverage=0.1396  prec@K=0.0005  accepted=1  loss=nan  (0.2s)
Round   23/200  coverage=0.1397  prec@K=0.0010  accepted=2  loss=nan  (0.2s)
Round   24/200  coverage=0.1398  prec@K=0.0009  accepted=2  loss=nan  (0.2s)
Round   25/200  coverage=0.1398  prec@K=0.0005  accepted=1  loss=nan  (0.2s)
Round   26/200  coverage=0.1398  prec@K=0.0010  accepted=2  loss=nan  (0.2s)
Round   27/200  coverage=0.1399  prec@K=0.0004  accepted=1  loss=nan  (0.3s)
Round   28/200  coverage=0.1399  prec@K=0.0010  accepted=2  loss=nan  (0.2s)
Round   29/200  coverage=0.1400  prec@K=0.0010  accepted=2  loss=nan  (0.2s)
Round   30/200  coverage=0.1400  prec@K=0.0000  accepted=0  loss=nan  (0.3s)
Round   31/200  coverage=0.1400  prec@K=0.0000  accepted=0  loss=nan  (0.3s)
Round   32/200  coverage=0.1400  prec@K=0.0000  accepted=0  loss=nan  (0.3s)
Round   33/200  coverage=0.1400  prec@K=0.0010  accepted=2  loss=nan  (0.3s)
Round   34/200  coverage=0.1401  prec@K=0.0015  accepted=3  loss=nan  (0.3s)
Round   35/200  coverage=0.1401  prec@K=0.0005  accepted=1  loss=nan  (0.3s)
Round   36/200  coverage=0.1402  prec@K=0.0005  accepted=1  loss=nan  (0.3s)
Round   37/200  coverage=0.1403  prec@K=0.0019  accepted=4  loss=nan  (0.3s)
Round   38/200  coverage=0.1403  prec@K=0.0005  accepted=1  loss=nan  (0.3s)
Round   39/200  coverage=0.1403  prec@K=0.0005  accepted=1  loss=nan  (0.3s)
Round   40/200  coverage=0.1404  prec@K=0.0005  accepted=1  loss=nan  (0.3s)
Round   41/200  coverage=0.1404  prec@K=0.0009  accepted=2  loss=nan  (0.4s)
Round   42/200  coverage=0.1404  prec@K=0.0000  accepted=0  loss=nan  (0.3s)
Round   43/200  coverage=0.1405  prec@K=0.0005  accepted=1  loss=nan  (0.3s)
Round   44/200  coverage=0.1405  prec@K=0.0005  accepted=1  loss=nan  (0.3s)
Round   45/200  coverage=0.1405  prec@K=0.0000  accepted=0  loss=nan  (0.3s)
Round   46/200  coverage=0.1405  prec@K=0.0000  accepted=0  loss=nan  (0.3s)
Round   47/200  coverage=0.1405  prec@K=0.0000  accepted=0  loss=nan  (0.3s)
Round   48/200  coverage=0.1405  prec@K=0.0000  accepted=0  loss=nan  (0.3s)
Round   49/200  coverage=0.1405  prec@K=0.0005  accepted=1  loss=nan  (0.3s)
