round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,mrr@5,mrr@10,mrr@20,hits@5,clustering_diff,degree_kl
62,0.0797694126921561,0.0017825311942959,2.0,1122.0,189.0,0.0,1.0,1.0,1.0,1.0,,
63,0.07986795427670478,0.0016142050040355124,2.0,1239.0,189.0,0.0,1.0,1.0,1.0,1.0,,
64,0.08011430823807647,0.004629629629629629,5.0,1080.0,189.0,0.0,1.0,1.0,1.0,1.0,,
65,0.0801635790303508,0.0008216926869350862,1.0,1217.0,189.0,0.0,1.0,1.0,1.0,1.0,,
66,0.08026212061489948,0.0016963528413910093,2.0,1179.0,189.0,0.0,1.0,1.0,1.0,1.0,,
67,0.08040993299172251,0.002583979328165375,3.0,1161.0,189.0,0.0,1.0,1.0,1.0,1.0,,
68,0.08065628695309421,0.004233700254022015,5.0,1181.0,189.0,0.0,1.0,1.0,1.0,1.0,,
69,0.0809026409144659,0.004125412541254125,5.0,1212.0,189.0,0.0,1.0,1.0,1.0,1.0,,
70,0.08100118249901458,0.0016366612111292963,2.0,1222.0,189.0,0.0,1.0,1.0,1.0,1.0,0.06274502392369938,1.7331266464632171
71,0.08100118249901458,0.0,0.0,1170.0,189.0,0.0,,,,,,
72,0.0811489948758376,0.0026619343389529724,3.0,1127.0,189.0,0.0,1.0,1.0,1.0,1.0,,
73,0.08129680725266063,0.002510460251046025,3.0,1195.0,189.0,0.0,1.0,1.0,1.0,1.0,,
74,0.08139534883720931,0.0016260162601626016,2.0,1230.0,189.0,0.0,1.0,1.0,1.0,1.0,,
75,0.08139534883720931,0.0,0.0,1180.0,189.0,0.0,,,,,,
76,0.08169097359085534,0.00510204081632653,6.0,1176.0,189.0,0.0,1.0,1.0,1.0,1.0,,
77,0.08198659834450138,0.005190311418685121,6.0,1156.0,189.0,0.0,1.0,1.0,1.0,1.0,,
78,0.08208513992905006,0.0019047619047619048,2.0,1050.0,189.0,0.0,1.0,1.0,1.0,1.0,,
79,0.08218368151359874,0.0016326530612244899,2.0,1225.0,189.0,0.0,1.0,1.0,1.0,1.0,,
80,0.08223295230587307,0.0008431703204047217,1.0,1186.0,189.0,0.0,1.0,1.0,1.0,1.0,0.062495173052163996,1.7244060107375032
81,0.08223295230587307,0.0,0.0,1213.0,189.0,0.0,,,,,,
82,0.08243003547497044,0.003167062549485352,4.0,1263.0,189.0,0.0,1.0,1.0,1.0,1.0,,
83,0.08272566022861648,0.004858299595141701,6.0,1235.0,189.0,0.0,1.0,1.0,1.0,1.0,,
84,0.08277493102089081,0.0008237232289950577,1.0,1214.0,189.0,0.0,1.0,1.0,1.0,1.0,,
85,0.08292274339771384,0.0024630541871921183,3.0,1218.0,189.0,0.0,1.0,1.0,1.0,1.0,,
86,0.08321836815135987,0.005591798695246971,6.0,1073.0,189.0,0.0,1.0,1.0,1.0,1.0,,
87,0.08331690973590855,0.0017226528854435831,2.0,1161.0,189.0,0.0,1.0,1.0,1.0,1.0,,
88,0.08356326369728025,0.004332755632582322,5.0,1154.0,189.0,0.0,1.0,1.0,1.0,1.0,,
89,0.08356326369728025,0.0,0.0,1078.0,189.0,0.0,,,,,,
90,0.08371107607410327,0.002575107296137339,3.0,1165.0,189.0,0.0,1.0,1.0,1.0,1.0,0.06203985787026956,1.703894564445466
91,0.08376034686637761,0.0008143322475570033,1.0,1228.0,189.0,0.0,1.0,1.0,1.0,1.0,,
92,0.08400670082774932,0.0041981528127623844,5.0,1191.0,189.0,0.0,1.0,1.0,1.0,1.0,,
93,0.08405597162002365,0.0008012820512820513,1.0,1248.0,189.0,0.0,1.0,1.0,1.0,1.0,,
94,0.08420378399684667,0.0026642984014209592,3.0,1126.0,189.0,0.0,1.0,1.0,1.0,1.0,,
95,0.08454867954276704,0.005430566330488751,7.0,1289.0,189.0,0.0,1.0,1.0,1.0,1.0,,
96,0.08469649191959007,0.002548853016142736,3.0,1177.0,189.0,0.0,1.0,1.0,1.0,1.0,,
97,0.0847457627118644,0.0009033423667570009,1.0,1107.0,189.0,0.0,1.0,1.0,1.0,1.0,,
98,0.08494284588096176,0.003734827264239029,4.0,1071.0,189.0,0.0,1.0,1.0,1.0,1.0,,
99,0.08494284588096176,0.0,0.0,1157.0,189.0,0.0,,,,,,
