round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
0,0.249996710396463,0.0,0.0,2392.0,247.0,0.0,0.0,0.11202185792349727,246.0,2.0,0.21868680313465821,0.004797268833972492,0.0,,,,,,,,
1,0.2500010965345123,0.0004166666666666667,1.0,2400.0,247.0,0.0,0.0,0.11126373626373626,243.0,,,,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
2,0.25000986881061094,0.0008326394671107411,2.0,2402.0,247.0,0.0,0.0,0.11096075778078485,246.0,,,,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.1625,1.0
3,0.25001864108670957,0.0008396305625524769,2.0,2382.0,247.0,0.0,0.0,0.11106053709604005,244.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14583333333333331,1.0
4,0.2500230272247589,0.00041631973355537054,1.0,2402.0,247.0,0.0,0.0,0.11177278973889143,244.0,,,,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
5,0.2500274133628082,0.00041135335252982314,1.0,2431.0,247.0,0.0,0.0,0.10712704736609119,242.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0
6,0.2500274133628082,0.0,0.0,2380.0,247.0,0.0,0.0,0.11141552511415526,244.0,,,,0.0,,,,,,,,
7,0.25003179950085747,0.0004139072847682119,1.0,2416.0,247.0,0.0,0.004048582995951417,0.10936799641416405,244.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,0.2500361856389068,0.00042444821731748726,1.0,2356.0,247.0,0.0,0.0,0.11342592592592593,245.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.2,1.0
9,0.2500405717769561,0.00041459369817578774,1.0,2412.0,247.0,0.0,0.0,0.11080711354309165,243.0,,,,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
10,0.2500405717769561,0.0,0.0,2392.0,247.0,0.0,0.0,0.11065573770491803,243.0,2.0,0.2185570223004229,0.004797268833972492,0.0,,,,,,,,
11,0.25004934405305473,0.0008285004142502071,2.0,2414.0,247.0,0.0,0.0,0.10952168082253018,245.0,,,,0.0,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.5,0.25,1.0
12,0.25005811632915337,0.000847816871555744,2.0,2359.0,247.0,0.0,0.0,0.11367837338262476,246.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14583333333333331,1.0
13,0.25006250246720263,0.00041186161449752884,1.0,2428.0,247.0,0.0,0.0,0.11167048054919909,244.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.2,1.0
14,0.25006688860525195,0.0004224757076468103,1.0,2367.0,247.0,0.0,0.0,0.11483031148303115,247.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0
15,0.25006688860525195,0.0,0.0,2401.0,247.0,0.0,0.0,0.11192325262677022,245.0,,,,0.0,,,,,,,,
16,0.2500844331574492,0.001678556441460344,4.0,2383.0,247.0,0.0,0.0,0.11285846438482887,244.0,,,,0.0,0.0,0.0,0.20833333333333331,0.5,0.20833333333333331,0.5,0.2718253968253968,1.0
17,0.2500844331574492,0.0,0.0,2408.0,247.0,0.0,0.0,0.11044912923923006,241.0,,,,0.0,,,,,,,,
18,0.25008881929549853,0.0004180602006688963,1.0,2392.0,247.0,0.0,0.0,0.11126248864668484,245.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
19,0.2500932054335478,0.00040966816878328555,1.0,2441.0,247.0,0.0,0.0,0.10981622590766472,245.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0
20,0.2500975915715971,0.0004185851820845542,1.0,2389.0,247.0,0.0,0.0,0.11207289293849658,246.0,2.0,0.21848579955608488,0.0047966205183765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
21,0.2500975915715971,0.0,0.0,2366.0,247.0,0.0,0.0,0.11152073732718894,242.0,,,,0.0,,,,,,,,
22,0.2500975915715971,0.0,0.0,2394.0,247.0,0.0,0.0,0.11126310989512084,244.0,,,,0.0,,,,,,,,
23,0.2500975915715971,0.0,0.0,2355.0,247.0,0.0,0.0,0.11233379183860615,245.0,,,,0.0,,,,,,,,
24,0.2500975915715971,0.0,0.0,2416.0,247.0,0.0,0.0,0.11192325262677022,245.0,,,,0.0,,,,,,,,
25,0.2500975915715971,0.0,0.0,2405.0,247.0,0.0,0.0,0.11274735388863323,245.0,,,,0.0,,,,,,,,
26,0.2500975915715971,0.0,0.0,2379.0,247.0,0.0,0.0,0.11243144424131626,246.0,,,,0.0,,,,,,,,
27,0.25010636384769575,0.0008271298593879239,2.0,2418.0,247.0,0.0,0.0,0.11061151079136691,246.0,,,,0.0,0.0,0.0,0.41666666666666663,1.0,0.41666666666666663,1.0,0.41666666666666663,1.0
28,0.25011074998574506,0.00041911148365465214,1.0,2386.0,247.0,0.0,0.0,0.11233379183860615,245.0,,,,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
29,0.2501151361237944,0.00042176296921130323,1.0,2371.0,247.0,0.0,0.0,0.11106094808126411,246.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0
