=== sx_mathoverflow_gat_emb_s2  started 2026-05-09T17:23:25 ===

C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.5000  prec@K=0.0092  accepted=22  auc=0.4587  uauc=0.4091  loss=0.6258  (7.2s)
Round    2/30  coverage=0.5001  prec@K=0.0119  accepted=29  auc=0.5273  uauc=0.5020  loss=0.6260  (3.2s)
Round    3/30  coverage=0.5001  prec@K=0.0083  accepted=20  auc=0.4161  uauc=0.5556  loss=0.6252  (3.1s)
Round    4/30  coverage=0.5001  prec@K=0.0114  accepted=27  auc=0.4203  uauc=0.4896  loss=0.6258  (3.0s)
Round    5/30  coverage=0.5001  prec@K=0.0111  accepted=27  auc=0.5157  uauc=0.4637  loss=0.6256  (3.0s)
Round    6/30  coverage=0.5001  prec@K=0.0083  accepted=20  auc=0.3567  uauc=0.4209  loss=0.6250  (3.2s)
Round    7/30  coverage=0.5001  prec@K=0.0082  accepted=20  auc=0.3641  uauc=0.4936  loss=0.6249  (3.2s)
Round    8/30  coverage=0.5002  prec@K=0.0104  accepted=25  auc=0.4457  uauc=0.5181  loss=0.6252  (3.4s)
Round    9/30  coverage=0.5002  prec@K=0.0108  accepted=26  auc=0.5380  uauc=0.5553  loss=0.6251  (3.3s)
Round   10/30  coverage=0.5002  prec@K=0.0099  accepted=24  auc=0.5155  uauc=0.5241  loss=0.6249  (3.1s)
Round   11/30  coverage=0.5002  prec@K=0.0097  accepted=23  auc=0.5282  uauc=0.4808  loss=0.6249  (6.2s)
Round   12/30  coverage=0.5002  prec@K=0.0129  accepted=31  auc=0.4337  uauc=0.5264  loss=0.6252  (3.4s)
Round   13/30  coverage=0.5002  prec@K=0.0114  accepted=27  auc=0.4816  uauc=0.4630  loss=0.6249  (2.8s)
Round   14/30  coverage=0.5003  prec@K=0.0105  accepted=25  auc=0.4052  uauc=0.5649  loss=0.6246  (3.3s)
Round   15/30  coverage=0.5003  prec@K=0.0145  accepted=35  auc=0.4267  uauc=0.4744  loss=0.6252  (3.5s)
Round   16/30  coverage=0.5003  prec@K=0.0109  accepted=26  auc=0.4004  uauc=0.4913  loss=0.6247  (3.0s)
Round   17/30  coverage=0.5003  prec@K=0.0103  accepted=25  auc=0.5106  uauc=0.4333  loss=0.6244  (3.3s)
Round   18/30  coverage=0.5003  prec@K=0.0135  accepted=32  auc=0.5040  uauc=0.5961  loss=0.6248  (3.2s)
Round   19/30  coverage=0.5003  prec@K=0.0099  accepted=24  auc=0.3744  uauc=0.5372  loss=0.6241  (3.2s)
Round   20/30  coverage=0.5003  prec@K=0.0111  accepted=27  auc=0.5033  uauc=0.5588  loss=0.6243  (3.2s)
Round   21/30  coverage=0.5004  prec@K=0.0123  accepted=29  auc=0.3889  uauc=0.4991  loss=0.6244  (6.6s)
Round   22/30  coverage=0.5004  prec@K=0.0119  accepted=29  auc=0.5017  uauc=0.5278  loss=0.6242  (3.4s)
Round   23/30  coverage=0.5004  prec@K=0.0144  accepted=35  auc=0.4653  uauc=0.5152  loss=0.6246  (3.1s)
Round   24/30  coverage=0.5004  prec@K=0.0093  accepted=22  auc=0.4151  uauc=0.4076  loss=0.6236  (3.0s)
Round   25/30  coverage=0.5004  prec@K=0.0117  accepted=28  auc=0.4485  uauc=0.5532  loss=0.6240  (3.5s)
Round   26/30  coverage=0.5004  prec@K=0.0112  accepted=27  auc=0.4464  uauc=0.5363  loss=0.6237  (3.3s)
Round   27/30  coverage=0.5004  prec@K=0.0103  accepted=25  auc=0.4481  uauc=0.5747  loss=0.6235  (3.1s)
Round   28/30  coverage=0.5005  prec@K=0.0116  accepted=28  auc=0.4978  uauc=0.5486  loss=0.6236  (3.2s)
Round   29/30  coverage=0.5005  prec@K=0.0134  accepted=32  auc=0.4933  uauc=0.5162  loss=0.6238  (3.4s)
Round   30/30  coverage=0.5005  prec@K=0.0082  accepted=19  auc=0.4529  uauc=0.4386  loss=0.6228  (3.1s)

结果已写入 results\orchestrator\runs\ir50_constlr5e5_ppos95_pneg01\sx_mathoverflow\gat_emb_s2/rounds.csv
