=== college_msg_gat_emb_s0  started 2026-05-09T15:44:20 ===

C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.5004  prec@K=0.0142  accepted=26  auc=0.4317  uauc=0.4475  loss=0.6142  (3.7s)
Round    2/30  coverage=0.5012  prec@K=0.0125  accepted=23  auc=0.3840  uauc=0.6009  loss=0.6137  (3.0s)
Round    3/30  coverage=0.5015  prec@K=0.0148  accepted=27  auc=0.4574  uauc=0.5206  loss=0.6143  (2.6s)
Round    4/30  coverage=0.5020  prec@K=0.0153  accepted=28  auc=0.4341  uauc=0.4247  loss=0.6140  (2.9s)
Round    5/30  coverage=0.5024  prec@K=0.0191  accepted=35  auc=0.3819  uauc=0.4907  loss=0.6148  (2.7s)
Round    6/30  coverage=0.5031  prec@K=0.0144  accepted=27  auc=0.4212  uauc=0.5465  loss=0.6136  (3.2s)
Round    7/30  coverage=0.5038  prec@K=0.0163  accepted=30  auc=0.3746  uauc=0.5123  loss=0.6139  (3.0s)
Round    8/30  coverage=0.5044  prec@K=0.0189  accepted=35  auc=0.3981  uauc=0.5868  loss=0.6144  (2.7s)
Round    9/30  coverage=0.5049  prec@K=0.0147  accepted=27  auc=0.3485  uauc=0.4764  loss=0.6133  (2.6s)
Round   10/30  coverage=0.5053  prec@K=0.0132  accepted=24  auc=0.4402  uauc=0.4987  loss=0.6128  (2.8s)
Round   11/30  coverage=0.5059  prec@K=0.0134  accepted=25  auc=0.3158  uauc=0.4922  loss=0.6127  (3.1s)
Round   12/30  coverage=0.5062  prec@K=0.0151  accepted=28  auc=0.4168  uauc=0.4335  loss=0.6130  (2.8s)
Round   13/30  coverage=0.5068  prec@K=0.0208  accepted=38  auc=0.3772  uauc=0.5203  loss=0.6141  (3.0s)
Round   14/30  coverage=0.5075  prec@K=0.0196  accepted=36  auc=0.3966  uauc=0.4773  loss=0.6136  (3.0s)
Round   15/30  coverage=0.5081  prec@K=0.0192  accepted=36  auc=0.3632  uauc=0.5971  loss=0.6134  (3.1s)
Round   16/30  coverage=0.5086  prec@K=0.0132  accepted=24  auc=0.4767  uauc=0.4750  loss=0.6119  (3.2s)
Round   17/30  coverage=0.5094  prec@K=0.0184  accepted=34  auc=0.4179  uauc=0.5473  loss=0.6129  (3.1s)
Round   18/30  coverage=0.5096  prec@K=0.0150  accepted=28  auc=0.4045  uauc=0.4810  loss=0.6123  (3.0s)
Round   19/30  coverage=0.5099  prec@K=0.0098  accepted=18  auc=0.4615  uauc=0.5553  loss=0.6110  (2.9s)
Round   20/30  coverage=0.5103  prec@K=0.0139  accepted=25  auc=0.3552  uauc=0.4503  loss=0.6115  (3.0s)
Round   21/30  coverage=0.5109  prec@K=0.0154  accepted=28  auc=0.4185  uauc=0.4645  loss=0.6117  (3.2s)
Round   22/30  coverage=0.5112  prec@K=0.0153  accepted=28  auc=0.3658  uauc=0.5218  loss=0.6116  (3.2s)
Round   23/30  coverage=0.5119  prec@K=0.0178  accepted=33  auc=0.4141  uauc=0.5348  loss=0.6120  (3.1s)
Round   24/30  coverage=0.5124  prec@K=0.0180  accepted=33  auc=0.4320  uauc=0.4874  loss=0.6117  (3.2s)
Round   25/30  coverage=0.5127  prec@K=0.0137  accepted=25  auc=0.4182  uauc=0.4518  loss=0.6109  (3.1s)
Round   26/30  coverage=0.5130  prec@K=0.0105  accepted=19  auc=0.4533  uauc=0.4545  loss=0.6099  (3.2s)
Round   27/30  coverage=0.5135  prec@K=0.0155  accepted=28  auc=0.4306  uauc=0.4760  loss=0.6107  (3.3s)
Round   28/30  coverage=0.5138  prec@K=0.0110  accepted=20  auc=0.4587  uauc=0.5647  loss=0.6099  (3.1s)
Round   29/30  coverage=0.5141  prec@K=0.0098  accepted=18  auc=0.4622  uauc=0.4763  loss=0.6095  (3.1s)
Round   30/30  coverage=0.5144  prec@K=0.0150  accepted=27  auc=0.4289  uauc=0.4887  loss=0.6104  (3.0s)

结果已写入 results\orchestrator\runs\ir50_constlr5e5_ppos95_pneg01\college_msg\gat_emb_s0/rounds.csv
