round,coverage,auc_feedback,uauc_feedback,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size
0,0.5016295796808271,0.7024708773207136,0.5716496290545203,0.019978594363182306,112.0,5606.0,588.0,0.0,0.23529411764705882,0.23529411764705882,0.3986928104575163,0.6078431372549019,0.4408496732026143,0.7843137254901961,0.46592748210395274,1.0,0.02891156462585034,0.17236467236467237,363.0,1.976608187134503,0.09212000779108256,0.014389609629412388,0.0
1,0.5039334681951,0.7120285902379385,0.5439592503668134,0.026381909547738693,147.0,5572.0,588.0,0.0,0.2542372881355932,0.2542372881355932,0.3559322033898305,0.4915254237288136,0.4042372881355932,0.6949152542372882,0.44493543179983863,1.0,0.034013605442176874,0.17037387600567913,360.0,,,,0.0
2,0.5059282984940436,0.6755465290118756,0.5584215167548501,0.02328080229226361,130.0,5584.0,588.0,0.0,0.35714285714285715,0.35714285714285715,0.4613095238095238,0.6071428571428571,0.4934523809523809,0.75,0.5234268707482993,1.0,0.04251700680272109,0.1763046544428773,375.0,,,,0.0
3,0.5078388401888064,0.6797523653914123,0.5509626690182245,0.02282940859248607,127.0,5563.0,588.0,0.0,0.3050847457627119,0.3050847457627119,0.3983050847457627,0.5254237288135594,0.44745762711864406,0.7457627118644068,0.480938929244014,1.0,0.03741496598639456,0.17452600875060767,359.0,,,,0.0
4,0.5099179590919307,0.6861568141740935,0.5642668178382464,0.022727272727272728,127.0,5588.0,588.0,0.0,0.3050847457627119,0.3050847457627119,0.42655367231638414,0.5932203389830508,0.46299435028248587,0.7627118644067796,0.49408797417271993,1.0,0.03571428571428571,0.18212237093690248,381.0,,,,0.0
5,0.5116880197797258,0.6765693914072739,0.5465593434343434,0.02325997495079621,130.0,5589.0,588.0,0.0,0.32653061224489793,0.32653061224489793,0.4489795918367347,0.6122448979591837,0.47040816326530616,0.7142857142857143,0.5091674765144153,1.0,0.03741496598639456,0.17200754005655042,365.0,,,,0.0
6,0.5139638120926051,0.7741277346804739,0.6078894099727432,0.022949042284062162,127.0,5534.0,588.0,0.0,0.2857142857142857,0.2857142857142857,0.41005291005291006,0.5555555555555556,0.45687830687830683,0.7619047619047619,0.4881267321743512,1.0,0.0391156462585034,0.17762842054728756,370.0,,,,0.0
7,0.5157619689817937,0.7018293553742614,0.5535088365243005,0.02236248872858431,124.0,5545.0,588.0,0.0,0.3469387755102041,0.3469387755102041,0.4387755102040816,0.5714285714285714,0.47040816326530605,0.7142857142857143,0.5097424684159377,1.0,0.04081632653061224,0.1794145420207743,380.0,,,,0.0
8,0.5177848954821308,0.709064138143694,0.5586622807017544,0.02171945701357466,120.0,5525.0,588.0,0.0,0.36,0.36,0.4733333333333334,0.64,0.5103333333333333,0.8,0.5388809523809523,1.0,0.034013605442176874,0.18424821002386635,386.0,,,,0.0
9,0.5195549561699259,0.6813354015370515,0.5636877457404981,0.023276633840644583,130.0,5585.0,588.0,0.0,0.36,0.36,0.45333333333333337,0.58,0.5023333333333333,0.8,0.5303253968253968,1.0,0.0391156462585034,0.1706138231029483,353.0,,,,0.0
10,0.5213250168577208,0.7348025327059053,0.5582117255504352,0.019835596854896356,111.0,5596.0,588.0,0.0,0.2222222222222222,0.2222222222222222,0.36111111111111105,0.5740740740740741,0.3953703703703703,0.7222222222222222,0.4309817754262199,1.0,0.02891156462585034,0.18383060635226178,382.0,2.0059171597633134,0.05493792214960011,0.018658171428292937,0.0
