C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.4000  prec@K=0.0007  accepted=10  loss=0.6519  (31.6s)
Round    2/30  coverage=0.4000  prec@K=0.0006  accepted=9  loss=0.6485  (44.7s)
Round    3/30  coverage=0.4000  prec@K=0.0004  accepted=6  loss=0.6416  (42.3s)
Round    4/30  coverage=0.4001  prec@K=0.0004  accepted=6  loss=0.6306  (43.9s)
Round    5/30  coverage=0.4001  prec@K=0.0009  accepted=14  loss=0.6163  (27.0s)
Round    6/30  coverage=0.4001  prec@K=0.0006  accepted=9  loss=0.5977  (31.0s)
Round    7/30  coverage=0.4001  prec@K=0.0009  accepted=14  loss=0.5788  (35.2s)
Round    8/30  coverage=0.4001  prec@K=0.0005  accepted=8  loss=0.5614  (40.4s)
Round    9/30  coverage=0.4001  prec@K=0.0001  accepted=2  loss=0.5445  (41.2s)
Round   10/30  coverage=0.4002  prec@K=0.0004  accepted=6  loss=0.5275  (52.7s)
Round   11/30  coverage=0.4002  prec@K=0.0003  accepted=4  loss=0.5111  (78.7s)
Round   12/30  coverage=0.4002  prec@K=0.0004  accepted=6  loss=0.4932  (77.0s)
Round   13/30  coverage=0.4002  prec@K=0.0003  accepted=5  loss=0.4756  (50.9s)
Round   14/30  coverage=0.4002  prec@K=0.0002  accepted=3  loss=0.4594  (53.0s)
Round   15/30  coverage=0.4002  prec@K=0.0002  accepted=3  loss=0.4435  (87.1s)
Round   16/30  coverage=0.4002  prec@K=0.0005  accepted=8  loss=0.4286  (85.5s)
Round   17/30  coverage=0.4002  prec@K=0.0008  accepted=12  loss=0.4134  (83.1s)
Round   18/30  coverage=0.4002  prec@K=0.0003  accepted=4  loss=0.3998  (98.5s)
Round   19/30  coverage=0.4002  prec@K=0.0002  accepted=3  loss=0.3854  (68.3s)
Round   20/30  coverage=0.4002  prec@K=0.0002  accepted=3  loss=0.3739  (73.3s)
Round   21/30  coverage=0.4003  prec@K=0.0003  accepted=5  loss=0.3657  (94.6s)
Round   22/30  coverage=0.4003  prec@K=0.0003  accepted=4  loss=0.3574  (135.6s)
Round   23/30  coverage=0.4003  prec@K=0.0004  accepted=6  loss=0.3515  (173.2s)
Round   24/30  coverage=0.4003  prec@K=0.0004  accepted=6  loss=0.3458  (161.7s)
Round   25/30  coverage=0.4003  prec@K=0.0008  accepted=12  loss=0.3402  (159.8s)
Round   26/30  coverage=0.4003  prec@K=0.0001  accepted=2  loss=0.3376  (156.1s)
Round   27/30  coverage=0.4003  prec@K=0.0003  accepted=4  loss=0.3333  (151.3s)
Round   28/30  coverage=0.4003  prec@K=0.0001  accepted=1  loss=0.3345  (154.2s)
Round   29/30  coverage=0.4003  prec@K=0.0003  accepted=4  loss=0.3326  (122.4s)
Round   30/30  coverage=0.4003  prec@K=0.0001  accepted=2  loss=0.3318  (168.9s)

结果已写入 results\online\algo_sweep_sx_askubuntu_v2_ir40_s3\sx_askubuntu_gnn_h32/rounds.csv
