=== wiki_vote_seal_full_s1  started 2026-05-10T02:01:12 ===

C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.6002  prec@K=0.0026  accepted=18  auc=0.7572  uauc=0.4074  loss=0.7334  (27.8s)
Round    2/30  coverage=0.6004  prec@K=0.0037  accepted=26  auc=0.6020  uauc=0.4724  loss=0.7330  (27.6s)
Round    3/30  coverage=0.6005  prec@K=0.0016  accepted=11  auc=0.8264  uauc=0.6173  loss=0.7330  (25.8s)
Round    4/30  coverage=0.6007  prec@K=0.0018  accepted=13  auc=0.7784  uauc=0.5000  loss=0.7327  (29.3s)
Round    5/30  coverage=0.6008  prec@K=0.0018  accepted=13  auc=0.7138  uauc=0.4829  loss=0.7324  (29.8s)
Round    6/30  coverage=0.6009  prec@K=0.0024  accepted=17  auc=0.6481  uauc=0.5312  loss=0.7322  (26.9s)
Round    7/30  coverage=0.6011  prec@K=0.0017  accepted=12  auc=0.6247  uauc=0.5960  loss=0.7320  (26.6s)
Round    8/30  coverage=0.6012  prec@K=0.0014  accepted=10  auc=0.8947  uauc=0.4366  loss=0.7317  (25.9s)
Round    9/30  coverage=0.6013  prec@K=0.0016  accepted=11  auc=0.7007  uauc=0.5069  loss=0.7315  (27.0s)
Round   10/30  coverage=0.6014  prec@K=0.0023  accepted=16  auc=0.6287  uauc=0.4921  loss=0.7312  (33.1s)
Round   11/30  coverage=0.6015  prec@K=0.0010  accepted=7  auc=0.6850  uauc=0.6667  loss=0.7310  (34.5s)
Round   12/30  coverage=0.6016  prec@K=0.0021  accepted=15  auc=0.4829  uauc=0.5407  loss=0.7306  (31.5s)
Round   13/30  coverage=0.6018  prec@K=0.0027  accepted=19  auc=0.7220  uauc=0.5234  loss=0.7302  (31.9s)
Round   14/30  coverage=0.6020  prec@K=0.0027  accepted=19  auc=0.5583  uauc=0.5526  loss=0.7302  (30.7s)
Round   15/30  coverage=0.6021  prec@K=0.0014  accepted=10  auc=0.5299  uauc=0.5193  loss=0.7300  (31.5s)
Round   16/30  coverage=0.6023  prec@K=0.0027  accepted=19  auc=0.7946  uauc=0.4935  loss=0.7295  (28.8s)
Round   17/30  coverage=0.6023  prec@K=0.0011  accepted=8  auc=0.7418  uauc=0.4583  loss=0.7295  (31.3s)
Round   18/30  coverage=0.6025  prec@K=0.0024  accepted=17  auc=0.4881  uauc=0.4542  loss=0.7290  (30.7s)
Round   19/30  coverage=0.6026  prec@K=0.0014  accepted=10  auc=0.5085  uauc=0.4611  loss=0.7290  (30.1s)
Round   20/30  coverage=0.6027  prec@K=0.0010  accepted=7  auc=0.5995  uauc=0.4841  loss=0.7288  (28.8s)
Round   21/30  coverage=0.6028  prec@K=0.0014  accepted=10  auc=0.3746  uauc=0.5056  loss=0.7283  (34.1s)
Round   22/30  coverage=0.6029  prec@K=0.0020  accepted=14  auc=0.5252  uauc=0.5516  loss=0.7282  (30.7s)
Round   23/30  coverage=0.6030  prec@K=0.0018  accepted=13  auc=0.4826  uauc=0.4545  loss=0.7279  (32.4s)
Round   24/30  coverage=0.6031  prec@K=0.0013  accepted=9  auc=0.3694  uauc=0.4506  loss=0.7279  (29.7s)
Round   25/30  coverage=0.6032  prec@K=0.0011  accepted=8  auc=0.2734  uauc=0.5000  loss=0.7274  (33.6s)
Round   26/30  coverage=0.6033  prec@K=0.0016  accepted=11  auc=0.3616  uauc=0.4141  loss=0.7272  (29.1s)
Round   27/30  coverage=0.6034  prec@K=0.0018  accepted=13  auc=0.3497  uauc=0.5427  loss=0.7269  (30.5s)
Round   28/30  coverage=0.6035  prec@K=0.0010  accepted=7  auc=0.2570  uauc=0.5714  loss=0.7269  (29.6s)
Round   29/30  coverage=0.6036  prec@K=0.0011  accepted=8  auc=0.3172  uauc=0.5486  loss=0.7262  (35.1s)
Round   30/30  coverage=0.6037  prec@K=0.0011  accepted=8  auc=0.3229  uauc=0.4891  loss=0.7260  (32.3s)

结果已写入 results\orchestrator\runs\seal_full_compare\wiki_vote\seal_full_s1/rounds.csv
