=== dnc_email_graphsage_emb_s3  started 2026-05-07T13:21:45 ===

C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.4035  prec@K=0.0109  accepted=20  auc=0.0581  uauc=0.5100  loss=0.6316  (1.5s)
Round    2/30  coverage=0.4057  prec@K=0.0066  accepted=12  auc=0.0640  uauc=0.4592  loss=0.6281  (0.8s)
Round    3/30  coverage=0.4073  prec@K=0.0050  accepted=9  auc=0.2668  uauc=0.4549  loss=0.6257  (0.7s)
Round    4/30  coverage=0.4089  prec@K=0.0049  accepted=9  auc=0.1634  uauc=0.5111  loss=0.6267  (0.7s)
Round    5/30  coverage=0.4105  prec@K=0.0050  accepted=9  auc=0.0332  uauc=0.6889  loss=0.6252  (0.8s)
Round    6/30  coverage=0.4122  prec@K=0.0050  accepted=9  auc=0.0528  uauc=0.6617  loss=0.6257  (0.7s)
Round    7/30  coverage=0.4138  prec@K=0.0051  accepted=9  auc=0.0679  uauc=0.4595  loss=0.6259  (0.7s)
Round    8/30  coverage=0.4149  prec@K=0.0033  accepted=6  auc=0.1152  uauc=0.4444  loss=0.6239  (0.8s)
Round    9/30  coverage=0.4158  prec@K=0.0028  accepted=5  auc=0.0768  uauc=0.5972  loss=0.6246  (0.8s)
Round   10/30  coverage=0.4178  prec@K=0.0062  accepted=11  auc=0.0970  uauc=0.5694  loss=0.6250  (0.8s)
Round   11/30  coverage=0.4180  prec@K=0.0006  accepted=1  auc=0.0281  uauc=0.1111  loss=0.6217  (0.8s)
Round   12/30  coverage=0.4202  prec@K=0.0066  accepted=12  auc=0.0535  uauc=0.3943  loss=0.6247  (0.8s)
Round   13/30  coverage=0.4211  prec@K=0.0027  accepted=5  auc=0.0637  uauc=0.4889  loss=0.6225  (0.8s)
Round   14/30  coverage=0.4218  prec@K=0.0022  accepted=4  auc=0.1028  uauc=0.9259  loss=0.6215  (0.9s)
Round   15/30  coverage=0.4234  prec@K=0.0049  accepted=9  auc=0.1395  uauc=0.5648  loss=0.6238  (0.8s)
Round   16/30  coverage=0.4254  prec@K=0.0060  accepted=11  auc=0.1014  uauc=0.7313  loss=0.6233  (0.9s)
Round   17/30  coverage=0.4267  prec@K=0.0039  accepted=7  auc=0.1858  uauc=0.4688  loss=0.6217  (0.9s)
Round   18/30  coverage=0.4287  prec@K=0.0061  accepted=11  auc=0.0992  uauc=0.7708  loss=0.6222  (0.8s)
Round   19/30  coverage=0.4299  prec@K=0.0038  accepted=7  auc=0.1051  uauc=0.5689  loss=0.6206  (0.9s)
Round   20/30  coverage=0.4305  prec@K=0.0016  accepted=3  auc=0.1668  uauc=0.5556  loss=0.6195  (1.0s)
Round   21/30  coverage=0.4316  prec@K=0.0033  accepted=6  auc=0.1020  uauc=0.5317  loss=0.6205  (0.9s)
Round   22/30  coverage=0.4325  prec@K=0.0028  accepted=5  auc=0.0999  uauc=0.6163  loss=0.6189  (1.0s)
Round   23/30  coverage=0.4341  prec@K=0.0049  accepted=9  auc=0.0871  uauc=0.7728  loss=0.6212  (0.9s)
Round   24/30  coverage=0.4348  prec@K=0.0022  accepted=4  auc=0.0585  uauc=0.3704  loss=0.6187  (0.9s)
Round   25/30  coverage=0.4354  prec@K=0.0016  accepted=3  auc=0.0276  uauc=0.6667  loss=0.6188  (0.9s)
Round   26/30  coverage=0.4359  prec@K=0.0017  accepted=3  auc=0.2683  uauc=0.8264  loss=0.6173  (0.8s)
Round   27/30  coverage=0.4367  prec@K=0.0022  accepted=4  auc=0.0243  uauc=0.8333  loss=0.6183  (1.0s)
Round   28/30  coverage=0.4374  prec@K=0.0022  accepted=4  auc=0.1261  uauc=0.5873  loss=0.6180  (0.9s)
Round   29/30  coverage=0.4377  prec@K=0.0011  accepted=2  auc=0.1276  uauc=0.4722  loss=0.6169  (0.8s)
Round   30/30  coverage=0.4386  prec@K=0.0027  accepted=5  auc=0.0756  uauc=0.8542  loss=0.6174  (1.0s)

结果已写入 results\orchestrator\runs\ir40_constlr5e5_multiseed\dnc_email\graphsage_emb_s3/rounds.csv
