C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.2500  prec@K=0.0050  accepted=12  loss=nan  (1.3s)
Round    2/30  coverage=0.2501  prec@K=0.0012  accepted=3  loss=nan  (0.2s)
Round    3/30  coverage=0.2501  prec@K=0.0033  accepted=8  loss=nan  (0.2s)
Round    4/30  coverage=0.2501  prec@K=0.0025  accepted=6  loss=nan  (0.3s)
Round    5/30  coverage=0.2501  prec@K=0.0021  accepted=5  loss=nan  (0.3s)
Round    6/30  coverage=0.2502  prec@K=0.0046  accepted=11  loss=nan  (0.3s)
Round    7/30  coverage=0.2502  prec@K=0.0042  accepted=10  loss=nan  (0.3s)
Round    8/30  coverage=0.2503  prec@K=0.0041  accepted=10  loss=nan  (0.3s)
Round    9/30  coverage=0.2503  prec@K=0.0029  accepted=7  loss=nan  (0.3s)
Round   10/30  coverage=0.2503  prec@K=0.0021  accepted=5  loss=nan  (0.3s)
Round   11/30  coverage=0.2504  prec@K=0.0021  accepted=5  loss=nan  (1.4s)
Round   12/30  coverage=0.2504  prec@K=0.0034  accepted=8  loss=nan  (0.4s)
Round   13/30  coverage=0.2504  prec@K=0.0021  accepted=5  loss=nan  (0.4s)
Round   14/30  coverage=0.2505  prec@K=0.0046  accepted=11  loss=nan  (0.4s)
Round   15/30  coverage=0.2505  prec@K=0.0025  accepted=6  loss=nan  (0.4s)
Round   16/30  coverage=0.2505  prec@K=0.0021  accepted=5  loss=nan  (0.4s)
Round   17/30  coverage=0.2505  prec@K=0.0021  accepted=5  loss=nan  (0.4s)
Round   18/30  coverage=0.2506  prec@K=0.0033  accepted=8  loss=nan  (0.5s)
Round   19/30  coverage=0.2506  prec@K=0.0008  accepted=2  loss=nan  (0.5s)
Round   20/30  coverage=0.2506  prec@K=0.0029  accepted=7  loss=nan  (0.5s)
Round   21/30  coverage=0.2506  prec@K=0.0021  accepted=5  loss=nan  (1.6s)
Round   22/30  coverage=0.2507  prec@K=0.0047  accepted=11  loss=nan  (0.5s)
Round   23/30  coverage=0.2507  prec@K=0.0029  accepted=7  loss=nan  (0.6s)
Round   24/30  coverage=0.2507  prec@K=0.0033  accepted=8  loss=nan  (0.6s)
Round   25/30  coverage=0.2508  prec@K=0.0025  accepted=6  loss=nan  (0.6s)
Round   26/30  coverage=0.2508  prec@K=0.0030  accepted=7  loss=nan  (0.6s)
Round   27/30  coverage=0.2508  prec@K=0.0021  accepted=5  loss=nan  (0.7s)
Round   28/30  coverage=0.2508  prec@K=0.0025  accepted=6  loss=nan  (0.6s)
Round   29/30  coverage=0.2509  prec@K=0.0021  accepted=5  loss=nan  (0.7s)
Round   30/30  coverage=0.2509  prec@K=0.0046  accepted=11  loss=nan  (0.7s)

结果已写入 results\online\algo_sweep_sx_mathoverflow_v2_s3\sx_mathoverflow_random/rounds.csv
