C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.4001  prec@K=0.0100  accepted=24  loss=0.6968  (6.3s)
Round    2/30  coverage=0.4002  prec@K=0.0092  accepted=22  loss=0.6943  (9.5s)
Round    3/30  coverage=0.4003  prec@K=0.0054  accepted=13  loss=0.6896  (7.4s)
Round    4/30  coverage=0.4003  prec@K=0.0076  accepted=18  loss=0.6831  (4.4s)
Round    5/30  coverage=0.4004  prec@K=0.0103  accepted=25  loss=0.6734  (4.3s)
Round    6/30  coverage=0.4005  prec@K=0.0063  accepted=15  loss=0.6609  (3.1s)
Round    7/30  coverage=0.4005  prec@K=0.0025  accepted=6  loss=0.6498  (3.6s)
Round    8/30  coverage=0.4006  prec@K=0.0046  accepted=11  loss=0.6420  (2.4s)
Round    9/30  coverage=0.4007  prec@K=0.0064  accepted=15  loss=0.6321  (5.8s)
Round   10/30  coverage=0.4007  prec@K=0.0038  accepted=9  loss=0.6225  (4.8s)
Round   11/30  coverage=0.4007  prec@K=0.0030  accepted=7  loss=0.6146  (5.0s)
Round   12/30  coverage=0.4008  prec@K=0.0063  accepted=15  loss=0.6084  (3.2s)
Round   13/30  coverage=0.4008  prec@K=0.0042  accepted=10  loss=0.6000  (3.1s)
Round   14/30  coverage=0.4009  prec@K=0.0054  accepted=13  loss=0.5935  (4.1s)
Round   15/30  coverage=0.4009  prec@K=0.0038  accepted=9  loss=0.5828  (8.3s)
Round   16/30  coverage=0.4009  prec@K=0.0017  accepted=4  loss=0.5765  (6.7s)
Round   17/30  coverage=0.4010  prec@K=0.0021  accepted=5  loss=0.5694  (4.7s)
Round   18/30  coverage=0.4010  prec@K=0.0038  accepted=9  loss=0.5655  (3.3s)
Round   19/30  coverage=0.4010  prec@K=0.0029  accepted=7  loss=0.5605  (5.9s)
Round   20/30  coverage=0.4011  prec@K=0.0045  accepted=11  loss=0.5567  (8.3s)
Round   21/30  coverage=0.4011  prec@K=0.0037  accepted=9  loss=0.5519  (11.2s)
Round   22/30  coverage=0.4011  prec@K=0.0021  accepted=5  loss=0.5464  (2.5s)
Round   23/30  coverage=0.4012  prec@K=0.0029  accepted=7  loss=0.5445  (6.9s)
Round   24/30  coverage=0.4012  prec@K=0.0025  accepted=6  loss=0.5428  (9.8s)
Round   25/30  coverage=0.4012  prec@K=0.0021  accepted=5  loss=0.5389  (3.2s)
Round   26/30  coverage=0.4012  prec@K=0.0013  accepted=3  loss=0.5369  (3.2s)
Round   27/30  coverage=0.4013  prec@K=0.0013  accepted=3  loss=0.5360  (2.5s)
Round   28/30  coverage=0.4013  prec@K=0.0012  accepted=3  loss=0.5356  (4.2s)
Round   29/30  coverage=0.4013  prec@K=0.0004  accepted=1  loss=0.5347  (9.5s)
Round   30/30  coverage=0.4013  prec@K=0.0017  accepted=4  loss=0.5357  (3.7s)

结果已写入 results\online\algo_sweep_sx_mathoverflow_v2_ir40_s2\sx_mathoverflow_gnn_concat_h8/rounds.csv
