C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.4000  prec@K=0.0034  accepted=8  loss=0.7637  (3.2s)
Round    2/30  coverage=0.4001  prec@K=0.0025  accepted=6  loss=0.7626  (0.6s)
Round    3/30  coverage=0.4001  prec@K=0.0021  accepted=5  loss=0.7612  (0.6s)
Round    4/30  coverage=0.4001  prec@K=0.0030  accepted=7  loss=0.7555  (1.2s)
Round    5/30  coverage=0.4001  prec@K=0.0008  accepted=2  loss=0.7512  (6.8s)
Round    6/30  coverage=0.4001  prec@K=0.0021  accepted=5  loss=0.7447  (4.4s)
Round    7/30  coverage=0.4002  prec@K=0.0021  accepted=5  loss=0.7384  (0.7s)
Round    8/30  coverage=0.4002  prec@K=0.0008  accepted=2  loss=0.7316  (0.8s)
Round    9/30  coverage=0.4002  prec@K=0.0004  accepted=1  loss=0.7247  (0.8s)
Round   10/30  coverage=0.4002  prec@K=0.0013  accepted=3  loss=0.7213  (0.8s)
Round   11/30  coverage=0.4002  prec@K=0.0013  accepted=3  loss=0.7172  (3.1s)
Round   12/30  coverage=0.4002  prec@K=0.0021  accepted=5  loss=0.7085  (0.8s)
Round   13/30  coverage=0.4002  prec@K=0.0004  accepted=1  loss=0.7013  (0.9s)
Round   14/30  coverage=0.4002  prec@K=0.0004  accepted=1  loss=0.6980  (0.9s)
Round   15/30  coverage=0.4002  prec@K=0.0004  accepted=1  loss=0.6936  (0.9s)
Round   16/30  coverage=0.4002  prec@K=0.0004  accepted=1  loss=0.6907  (0.9s)
Round   17/30  coverage=0.4003  prec@K=0.0008  accepted=2  loss=0.6864  (0.9s)
Round   18/30  coverage=0.4003  prec@K=0.0000  accepted=0  loss=0.6814  (1.1s)
Round   19/30  coverage=0.4003  prec@K=0.0004  accepted=1  loss=0.6791  (1.2s)
Round   20/30  coverage=0.4003  prec@K=0.0000  accepted=0  loss=0.6778  (1.2s)
Round   21/30  coverage=0.4003  prec@K=0.0004  accepted=1  loss=0.6755  (3.3s)
Round   22/30  coverage=0.4003  prec@K=0.0013  accepted=3  loss=0.6720  (2.1s)
Round   23/30  coverage=0.4003  prec@K=0.0012  accepted=3  loss=0.6661  (1.5s)
Round   24/30  coverage=0.4003  prec@K=0.0008  accepted=2  loss=0.6677  (1.4s)
Round   25/30  coverage=0.4003  prec@K=0.0017  accepted=4  loss=0.6709  (1.5s)
Round   26/30  coverage=0.4003  prec@K=0.0000  accepted=0  loss=0.6680  (1.7s)
Round   27/30  coverage=0.4003  prec@K=0.0017  accepted=4  loss=0.6674  (1.6s)
Round   28/30  coverage=0.4003  prec@K=0.0000  accepted=0  loss=0.6662  (1.7s)
Round   29/30  coverage=0.4003  prec@K=0.0000  accepted=0  loss=0.6670  (1.9s)
Round   30/30  coverage=0.4003  prec@K=0.0004  accepted=1  loss=0.6661  (1.7s)

结果已写入 results\online\algo_sweep_sx_mathoverflow_v2_ir40_s1\sx_mathoverflow_gnn/rounds.csv
