C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.2500  prec@K=0.0027  accepted=20  loss=0.7008  (4.3s)
Round    2/30  coverage=0.2501  prec@K=0.0020  accepted=15  loss=0.7004  (2.5s)
Round    3/30  coverage=0.2501  prec@K=0.0026  accepted=19  loss=0.6995  (2.9s)
Round    4/30  coverage=0.2501  prec@K=0.0019  accepted=14  loss=0.6982  (3.4s)
Round    5/30  coverage=0.2502  prec@K=0.0023  accepted=17  loss=0.6965  (4.0s)
Round    6/30  coverage=0.2502  prec@K=0.0019  accepted=14  loss=0.6943  (4.2s)
Round    7/30  coverage=0.2502  prec@K=0.0016  accepted=12  loss=0.6923  (4.8s)
Round    8/30  coverage=0.2502  prec@K=0.0012  accepted=9  loss=0.6902  (5.5s)
Round    9/30  coverage=0.2503  prec@K=0.0018  accepted=13  loss=0.6882  (5.9s)
Round   10/30  coverage=0.2503  prec@K=0.0025  accepted=18  loss=0.6862  (6.3s)
Round   11/30  coverage=0.2503  prec@K=0.0019  accepted=14  loss=0.6844  (8.9s)
Round   12/30  coverage=0.2503  prec@K=0.0016  accepted=12  loss=0.6824  (7.8s)
Round   13/30  coverage=0.2504  prec@K=0.0017  accepted=12  loss=0.6806  (8.4s)
Round   14/30  coverage=0.2504  prec@K=0.0019  accepted=14  loss=0.6790  (9.1s)
Round   15/30  coverage=0.2504  prec@K=0.0018  accepted=13  loss=0.6774  (9.6s)
Round   16/30  coverage=0.2504  prec@K=0.0011  accepted=8  loss=0.6758  (10.3s)
Round   17/30  coverage=0.2505  prec@K=0.0023  accepted=17  loss=0.6745  (10.9s)
Round   18/30  coverage=0.2505  prec@K=0.0014  accepted=10  loss=0.6729  (11.5s)
Round   19/30  coverage=0.2505  prec@K=0.0011  accepted=8  loss=0.6718  (12.0s)
Round   20/30  coverage=0.2505  prec@K=0.0025  accepted=18  loss=0.6709  (12.6s)
Round   21/30  coverage=0.2506  prec@K=0.0016  accepted=12  loss=0.6699  (15.1s)
Round   22/30  coverage=0.2506  prec@K=0.0016  accepted=12  loss=0.6691  (14.1s)
Round   23/30  coverage=0.2506  prec@K=0.0017  accepted=12  loss=0.6683  (14.4s)
Round   24/30  coverage=0.2506  prec@K=0.0016  accepted=12  loss=0.6676  (15.4s)
Round   25/30  coverage=0.2506  prec@K=0.0005  accepted=4  loss=0.6674  (16.7s)
Round   26/30  coverage=0.2507  prec@K=0.0018  accepted=13  loss=0.6670  (18.2s)
Round   27/30  coverage=0.2507  prec@K=0.0014  accepted=10  loss=0.6669  (18.2s)
Round   28/30  coverage=0.2507  prec@K=0.0022  accepted=16  loss=0.6668  (18.6s)
Round   29/30  coverage=0.2507  prec@K=0.0021  accepted=15  loss=0.6667  (19.6s)
Round   30/30  coverage=0.2507  prec@K=0.0005  accepted=4  loss=0.6662  (21.8s)

结果已写入 results\online\algo_sweep_slashdot_v2_s1\slashdot_node_emb/rounds.csv
