round,coverage,auc_feedback,uauc_feedback,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size
0,0.40184883088635126,0.0680439251867823,0.7476851851851851,0.006030701754385965,11.0,1824.0,186.0,0.0,0.6666666666666666,0.6666666666666666,0.7777777777777777,1.0,0.7777777777777777,1.0,0.7777777777777777,1.0,0.021505376344086023,0.19744058500914077,108.0,1.9387755102040816,0.14219409260070337,0.08655673272346806,0.0
1,0.40366141018669566,0.1530386740331492,0.4567901234567901,0.005494505494505495,10.0,1820.0,186.0,0.0,0.1111111111111111,0.1111111111111111,0.2777777777777778,0.4444444444444444,0.3055555555555556,0.5555555555555556,0.36693121693121694,1.0,0.005376344086021506,0.1918032786885246,117.0,,,,0.0
2,0.4052927315570056,0.16528008874098724,0.701388888888889,0.004966887417218543,9.0,1812.0,186.0,0.0,0.5,0.5,0.5833333333333333,0.75,0.6145833333333333,0.875,0.6270833333333333,1.0,0.021505376344086023,0.19014084507042253,108.0,,,,0.0
3,0.40710531085735,0.26036312849162013,0.5416666666666667,0.005555555555555556,10.0,1800.0,186.0,0.0,0.1111111111111111,0.1111111111111111,0.2037037037037037,0.3333333333333333,0.3092592592592593,0.7777777777777778,0.3354938271604938,1.0,0.005376344086021506,0.1768595041322314,107.0,,,,0.0
4,0.4103679535979699,0.06160555248449111,0.5749603174603175,0.009852216748768473,18.0,1827.0,186.0,0.0,0.42857142857142855,0.42857142857142855,0.47619047619047616,0.5714285714285714,0.5047619047619047,0.7142857142857143,0.5404761904761904,1.0,0.016129032258064516,0.17733990147783252,108.0,,,,0.0
5,0.4107304694580388,0.010881696428571397,0.5555555555555556,0.0011148272017837235,2.0,1794.0,186.0,0.0,0.0,0.0,0.25,0.5,0.25,0.5,0.3125,1.0,0.0,0.18438538205980065,111.0,,,,0.0
6,0.41181801703824544,0.22769499632082413,0.3981481481481482,0.0033003300330033004,6.0,1818.0,186.0,0.0,0.0,0.0,0.13888888888888887,0.3333333333333333,0.1722222222222222,0.5,0.2515873015873015,1.0,0.0,0.17495711835334476,102.0,,,,0.0
7,0.41290556461845207,0.24967301943198805,0.6500000000000001,0.0033519553072625698,6.0,1790.0,186.0,0.0,0.4,0.4,0.5,0.6,0.5,0.6,0.5619047619047619,1.0,0.010752688172043012,0.1837748344370861,111.0,,,,0.0
8,0.41471814391879647,0.051940133037694014,0.5844907407407408,0.005512679162072767,10.0,1814.0,186.0,0.0,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.5,0.4583333333333333,0.6666666666666666,0.5029761904761905,1.0,0.010752688172043012,0.1927710843373494,112.0,,,,0.0
9,0.4158056914990031,0.10549450549450547,0.46825396825396826,0.0032858707557502738,6.0,1826.0,186.0,0.0,0.0,0.0,0.125,0.25,0.125,0.25,0.21944444444444444,1.0,0.0,0.1921768707482993,113.0,,,,0.0
