round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,auc_feedback,uauc_feedback,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
0,0.49999780693097534,0.0,0.0,2367.0,247.0,0.0,0.0,0.11986863711001643,219.0,2.0,0.16178151284366898,0.004867701383996008,0.0,,,,,,,,,,
1,0.5000109653451232,0.0012427506213753107,3.0,2414.0,247.0,0.0,0.0,0.12013348164627363,216.0,,,,0.0,0.028757085579980652,0.7256944444444444,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
2,0.5000197376212219,0.0008357709987463436,2.0,2393.0,247.0,0.0,0.004048582995951417,0.11968235961429381,211.0,,,,0.0,0.1150146382266834,0.8888888888888888,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
3,0.5000328960353698,0.0012422360248447205,3.0,2415.0,247.0,0.0,0.0,0.12249443207126949,220.0,,,,0.0,0.5004145936981758,0.40740740740740744,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.24537037037037038,1.0
4,0.5000460544495178,0.0012290045063498567,3.0,2441.0,247.0,0.0,0.004048582995951417,0.11929070392262224,222.0,,,,0.0,0.39034727919059337,0.8148148148148149,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5666666666666667,1.0,0.5666666666666667,1.0
5,0.5000592128636657,0.001266891891891892,3.0,2368.0,247.0,0.0,0.0,0.12023939064200218,221.0,,,,0.0,0.23777307963354471,0.34375,0.0,0.0,0.41666666666666663,1.0,0.41666666666666663,1.0,0.41666666666666663,1.0
6,0.5000679851397642,0.0008302200083022001,2.0,2409.0,247.0,0.0,0.004048582995951417,0.12267250821467689,224.0,,,,0.0,0.12006647278770255,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.55,1.0
7,0.5000811435539122,0.0012573344509639564,3.0,2386.0,247.0,0.0,0.004048582995951417,0.12253829321663019,224.0,,,,0.0,0.32550006993985175,0.6296296296296297,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,1.0
8,0.5000899158300108,0.0008396305625524769,2.0,2382.0,247.0,0.0,0.004048582995951417,0.1249302844394869,224.0,,,,0.0,0.03865546218487392,0.8888888888888888,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
9,0.5000943019680602,0.0004201680672268908,1.0,2380.0,247.0,0.0,0.0,0.12401795735129069,221.0,,,,0.0,0.09667927700714585,0.8888888888888888,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
