C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.4000  prec@K=0.0034  accepted=25  loss=0.7673  (6.6s)
Round    2/30  coverage=0.4001  prec@K=0.0022  accepted=16  loss=0.7670  (3.1s)
Round    3/30  coverage=0.4001  prec@K=0.0033  accepted=24  loss=0.7641  (3.3s)
Round    4/30  coverage=0.4001  prec@K=0.0012  accepted=9  loss=0.7609  (4.2s)
Round    5/30  coverage=0.4002  prec@K=0.0029  accepted=21  loss=0.7553  (15.5s)
Round    6/30  coverage=0.4002  prec@K=0.0025  accepted=18  loss=0.7496  (5.8s)
Round    7/30  coverage=0.4002  prec@K=0.0016  accepted=12  loss=0.7441  (7.0s)
Round    8/30  coverage=0.4003  prec@K=0.0015  accepted=11  loss=0.7375  (8.9s)
Round    9/30  coverage=0.4003  prec@K=0.0025  accepted=18  loss=0.7311  (8.0s)
Round   10/30  coverage=0.4003  prec@K=0.0026  accepted=19  loss=0.7272  (10.1s)
Round   11/30  coverage=0.4004  prec@K=0.0022  accepted=16  loss=0.7215  (12.3s)
Round   12/30  coverage=0.4004  prec@K=0.0023  accepted=17  loss=0.7154  (10.5s)
Round   13/30  coverage=0.4004  prec@K=0.0017  accepted=12  loss=0.7110  (12.9s)
Round   14/30  coverage=0.4005  prec@K=0.0022  accepted=16  loss=0.7061  (10.8s)
Round   15/30  coverage=0.4005  prec@K=0.0030  accepted=22  loss=0.7016  (11.1s)
Round   16/30  coverage=0.4005  prec@K=0.0015  accepted=11  loss=0.6981  (12.4s)
Round   17/30  coverage=0.4005  prec@K=0.0015  accepted=11  loss=0.6950  (11.9s)
Round   18/30  coverage=0.4006  prec@K=0.0023  accepted=17  loss=0.6917  (13.1s)
Round   19/30  coverage=0.4006  prec@K=0.0008  accepted=6  loss=0.6887  (13.7s)
Round   20/30  coverage=0.4006  prec@K=0.0022  accepted=16  loss=0.6857  (14.2s)
Round   21/30  coverage=0.4006  prec@K=0.0020  accepted=15  loss=0.6840  (18.4s)
Round   22/30  coverage=0.4007  prec@K=0.0023  accepted=17  loss=0.6810  (15.5s)
Round   23/30  coverage=0.4007  prec@K=0.0021  accepted=15  loss=0.6796  (15.7s)
Round   24/30  coverage=0.4007  prec@K=0.0027  accepted=20  loss=0.6772  (16.1s)
Round   25/30  coverage=0.4008  prec@K=0.0016  accepted=12  loss=0.6757  (17.5s)
Round   26/30  coverage=0.4008  prec@K=0.0022  accepted=16  loss=0.6762  (19.1s)
Round   27/30  coverage=0.4008  prec@K=0.0024  accepted=17  loss=0.6755  (18.9s)
Round   28/30  coverage=0.4009  prec@K=0.0033  accepted=24  loss=0.6750  (22.4s)
Round   29/30  coverage=0.4009  prec@K=0.0030  accepted=22  loss=0.6752  (19.5s)
Round   30/30  coverage=0.4009  prec@K=0.0018  accepted=13  loss=0.6760  (21.0s)

结果已写入 results\online\algo_sweep_slashdot_v2_ir40_s1\slashdot_gnn/rounds.csv
