C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/40  coverage=0.8008  prec@K=0.0092  accepted=17  loss=nan  (0.3s)
Round    2/40  coverage=0.8017  prec@K=0.0103  accepted=19  loss=nan  (0.1s)
Round    3/40  coverage=0.8027  prec@K=0.0108  accepted=20  loss=nan  (0.1s)
Round    4/40  coverage=0.8037  prec@K=0.0101  accepted=19  loss=nan  (0.1s)
Round    5/40  coverage=0.8040  prec@K=0.0038  accepted=7  loss=nan  (0.1s)
Round    6/40  coverage=0.8044  prec@K=0.0048  accepted=9  loss=nan  (0.1s)
Round    7/40  coverage=0.8052  prec@K=0.0087  accepted=16  loss=nan  (0.1s)
Round    8/40  coverage=0.8058  prec@K=0.0065  accepted=12  loss=nan  (0.1s)
Round    9/40  coverage=0.8065  prec@K=0.0070  accepted=13  loss=nan  (0.1s)
Round   10/40  coverage=0.8072  prec@K=0.0075  accepted=14  loss=nan  (0.1s)
Round   11/40  coverage=0.8081  prec@K=0.0101  accepted=19  loss=nan  (0.2s)
Round   12/40  coverage=0.8086  prec@K=0.0054  accepted=10  loss=nan  (0.1s)
Round   13/40  coverage=0.8094  prec@K=0.0086  accepted=16  loss=nan  (0.1s)
Round   14/40  coverage=0.8100  prec@K=0.0069  accepted=13  loss=nan  (0.1s)
Round   15/40  coverage=0.8106  prec@K=0.0059  accepted=11  loss=nan  (0.1s)
Round   16/40  coverage=0.8110  prec@K=0.0048  accepted=9  loss=nan  (0.1s)
Round   17/40  coverage=0.8114  prec@K=0.0043  accepted=8  loss=nan  (0.1s)
Round   18/40  coverage=0.8120  prec@K=0.0064  accepted=12  loss=nan  (0.1s)
Round   19/40  coverage=0.8125  prec@K=0.0059  accepted=11  loss=nan  (0.1s)
Round   20/40  coverage=0.8132  prec@K=0.0075  accepted=14  loss=nan  (0.1s)
Round   21/40  coverage=0.8137  prec@K=0.0054  accepted=10  loss=nan  (0.2s)
Round   22/40  coverage=0.8141  prec@K=0.0038  accepted=7  loss=nan  (0.1s)
Round   23/40  coverage=0.8147  prec@K=0.0069  accepted=13  loss=nan  (0.1s)
Round   24/40  coverage=0.8150  prec@K=0.0038  accepted=7  loss=nan  (0.1s)
Round   25/40  coverage=0.8155  prec@K=0.0049  accepted=9  loss=nan  (0.1s)
Round   26/40  coverage=0.8158  prec@K=0.0038  accepted=7  loss=nan  (0.1s)
Round   27/40  coverage=0.8163  prec@K=0.0048  accepted=9  loss=nan  (0.1s)
Round   28/40  coverage=0.8169  prec@K=0.0064  accepted=12  loss=nan  (0.1s)
Round   29/40  coverage=0.8174  prec@K=0.0054  accepted=10  loss=nan  (0.1s)
Round   30/40  coverage=0.8179  prec@K=0.0064  accepted=12  loss=nan  (0.1s)
Round   31/40  coverage=0.8183  prec@K=0.0043  accepted=8  loss=nan  (0.2s)
Round   32/40  coverage=0.8186  prec@K=0.0027  accepted=5  loss=nan  (0.1s)
Round   33/40  coverage=0.8190  prec@K=0.0048  accepted=9  loss=nan  (0.1s)
Round   34/40  coverage=0.8193  prec@K=0.0026  accepted=5  loss=nan  (0.1s)
Round   35/40  coverage=0.8194  prec@K=0.0011  accepted=2  loss=nan  (0.1s)
Round   36/40  coverage=0.8196  prec@K=0.0021  accepted=4  loss=nan  (0.1s)
Round   37/40  coverage=0.8198  prec@K=0.0027  accepted=5  loss=nan  (0.1s)
Round   38/40  coverage=0.8198  prec@K=0.0000  accepted=0  loss=nan  (0.1s)
Round   39/40  coverage=0.8199  prec@K=0.0011  accepted=2  loss=nan  (0.1s)
Round   40/40  coverage=0.8202  prec@K=0.0027  accepted=5  loss=nan  (0.1s)

结果已写入 results\online\init_ratio_sweep_college_msg\r080_cn/rounds.csv
