round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,mrr@5,mrr@10,mrr@20,hits@5,clustering_diff,degree_kl
0,0.3009459992116673,0.010946907498631636,20.0,1827.0,189.0,0.0,1.0,1.0,1.0,1.0,0.07035301210874687,0.09563980495383126
1,0.3017836026803311,0.009460211463550361,17.0,1797.0,189.0,0.0,1.0,1.0,1.0,1.0,,
2,0.30237485218762317,0.006564551422319475,12.0,1828.0,189.0,0.0,1.0,1.0,1.0,1.0,,
3,0.30291683090264093,0.006172839506172839,11.0,1782.0,189.0,0.0,1.0,1.0,1.0,1.0,,
4,0.3034095388253843,0.005518763796909493,10.0,1812.0,189.0,0.0,1.0,1.0,1.0,1.0,,
5,0.3039022467481277,0.005509641873278237,10.0,1815.0,189.0,0.0,1.0,1.0,1.0,1.0,,
6,0.30469057942451716,0.008767123287671232,16.0,1825.0,189.0,0.0,1.0,1.0,1.0,1.0,,
7,0.3054789121009066,0.008791208791208791,16.0,1820.0,189.0,0.0,1.0,1.0,1.0,1.0,,
8,0.3059223492313756,0.004975124378109453,9.0,1809.0,189.0,0.0,1.0,1.0,1.0,1.0,,
9,0.306119432400473,0.0022259321090706734,4.0,1797.0,189.0,0.0,1.0,1.0,1.0,1.0,,
10,0.306267244777296,0.0016787912702853946,3.0,1787.0,189.0,0.0,1.0,1.0,1.0,1.0,0.06626809922101398,0.0914816513548284
11,0.30690776507686246,0.007274762171236709,13.0,1787.0,189.0,0.0,1.0,1.0,1.0,1.0,,
12,0.3073512022073315,0.004964147821290678,9.0,1813.0,189.0,0.0,1.0,1.0,1.0,1.0,,
13,0.3078439101300749,0.005537098560354375,10.0,1806.0,189.0,0.0,1.0,1.0,1.0,1.0,,
14,0.3084844304296413,0.007420091324200913,13.0,1752.0,189.0,0.0,1.0,1.0,1.0,1.0,,
15,0.30892786756011037,0.004980630879911455,9.0,1807.0,189.0,0.0,1.0,1.0,1.0,1.0,,
16,0.3095191170674024,0.006543075245365322,12.0,1834.0,189.0,0.0,1.0,1.0,1.0,1.0,,
17,0.3100610957824202,0.005978260869565218,11.0,1840.0,189.0,0.0,1.0,1.0,1.0,1.0,,
18,0.31075088687426095,0.0077348066298342545,14.0,1810.0,189.0,0.0,1.0,1.0,1.0,1.0,,
19,0.31129286558927866,0.006176305446378439,11.0,1781.0,189.0,0.0,1.0,1.0,1.0,1.0,,
20,0.31158849034292474,0.003329633740288568,6.0,1802.0,189.0,0.0,1.0,1.0,1.0,1.0,0.06204270579741192,0.0808209808883969
21,0.31188411509657077,0.003293084522502744,6.0,1822.0,189.0,0.0,1.0,1.0,1.0,1.0,,
22,0.3123275522270398,0.005036373810856184,9.0,1787.0,189.0,0.0,1.0,1.0,1.0,1.0,,
23,0.3128202601497832,0.005614823133071308,10.0,1781.0,189.0,0.0,1.0,1.0,1.0,1.0,,
24,0.3130173433188806,0.002165674066053059,4.0,1847.0,189.0,0.0,1.0,1.0,1.0,1.0,,
25,0.3135593220338983,0.006179775280898876,11.0,1780.0,189.0,0.0,1.0,1.0,1.0,1.0,,
26,0.31410130074891607,0.006204173716864072,11.0,1773.0,189.0,0.0,1.0,1.0,1.0,1.0,,
27,0.3141998423334647,0.0011179429849077697,2.0,1789.0,189.0,0.0,1.0,1.0,1.0,1.0,,
28,0.31459400867165943,0.004343105320304018,8.0,1842.0,189.0,0.0,1.0,1.0,1.0,1.0,,
29,0.3149389042175798,0.003880266075388027,7.0,1804.0,189.0,0.0,1.0,1.0,1.0,1.0,,
30,0.31523452897122584,0.003232758620689655,6.0,1856.0,189.0,0.0,1.0,1.0,1.0,1.0,0.058992138427181255,0.06959106028092524
31,0.3155301537248719,0.003393665158371041,6.0,1768.0,189.0,0.0,1.0,1.0,1.0,1.0,,
32,0.3157765076862436,0.002785515320334262,5.0,1795.0,189.0,0.0,1.0,1.0,1.0,1.0,,
33,0.31597359085534094,0.002244668911335578,4.0,1782.0,189.0,0.0,1.0,1.0,1.0,1.0,,
34,0.316121403232164,0.0017084282460136675,3.0,1756.0,189.0,0.0,1.0,1.0,1.0,1.0,,
35,0.31641702798581,0.0033259423503325942,6.0,1804.0,189.0,0.0,1.0,1.0,1.0,1.0,,
36,0.3166633819471817,0.002824858757062147,5.0,1770.0,189.0,0.0,1.0,1.0,1.0,1.0,,
37,0.31710681907765076,0.004991680532445923,9.0,1803.0,189.0,0.0,1.0,1.0,1.0,1.0,,
38,0.31730390224674815,0.002163331530557058,4.0,1849.0,189.0,0.0,1.0,1.0,1.0,1.0,,
39,0.31769806858494287,0.004542873367404884,8.0,1761.0,189.0,0.0,1.0,1.0,1.0,1.0,,
40,0.3177966101694915,0.0011198208286674132,2.0,1786.0,189.0,0.0,1.0,1.0,1.0,1.0,0.05780651340906651,0.07761053617759872
41,0.31794442254631455,0.0016685205784204673,3.0,1798.0,189.0,0.0,1.0,1.0,1.0,1.0,,
42,0.31804296413086325,0.0011061946902654867,2.0,1808.0,189.0,0.0,1.0,1.0,1.0,1.0,,
43,0.3184371304690579,0.004451864218141347,8.0,1797.0,189.0,0.0,1.0,1.0,1.0,1.0,,
44,0.318732755222704,0.003289473684210526,6.0,1824.0,189.0,0.0,1.0,1.0,1.0,1.0,,
45,0.318880567599527,0.0016501650165016502,3.0,1818.0,189.0,0.0,1.0,1.0,1.0,1.0,,
46,0.3189791091840757,0.0011166945840312675,2.0,1791.0,189.0,0.0,1.0,1.0,1.0,1.0,,
47,0.31902837997635003,0.0005515719801434088,1.0,1813.0,189.0,0.0,1.0,1.0,1.0,1.0,,
48,0.31902837997635003,0.0,0.0,1798.0,189.0,0.0,,,,,,
49,0.3191269215608987,0.0011037527593818985,2.0,1812.0,189.0,0.0,1.0,1.0,1.0,1.0,,
50,0.319176192353173,0.0005494505494505495,1.0,1820.0,189.0,0.0,1.0,1.0,1.0,1.0,0.056951711910960406,0.05693398172793393
51,0.319176192353173,0.0,0.0,1786.0,189.0,0.0,,,,,,
52,0.31942254631454475,0.00273224043715847,5.0,1830.0,189.0,0.0,1.0,1.0,1.0,1.0,,
53,0.3195210878990934,0.0011092623405435386,2.0,1803.0,189.0,0.0,1.0,1.0,1.0,1.0,,
54,0.31957035869136774,0.0005524861878453039,1.0,1810.0,189.0,0.0,1.0,1.0,1.0,1.0,,
55,0.31966890027591643,0.0011068068622025456,2.0,1807.0,189.0,0.0,1.0,1.0,1.0,1.0,,
