round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,mrr@5,mrr@10,mrr@20,hits@5,clustering_diff,degree_kl
25,0.5135987386677178,0.0021645021645021645,4.0,1848.0,189.0,0.0,1.0,1.0,1.0,1.0,,
26,0.5140421757981868,0.004888647474198805,9.0,1841.0,189.0,0.0,1.0,1.0,1.0,1.0,,
27,0.5142392589672842,0.002162162162162162,4.0,1850.0,189.0,0.0,1.0,1.0,1.0,1.0,,
28,0.5143870713441072,0.0016242555495397943,3.0,1847.0,189.0,0.0,1.0,1.0,1.0,1.0,,
29,0.514633425305479,0.0027397260273972603,5.0,1825.0,189.0,0.0,1.0,1.0,1.0,1.0,,
30,0.5149290500591249,0.0033149171270718232,6.0,1810.0,189.0,0.0,1.0,1.0,1.0,1.0,0.04394157135890479,0.05029442688745562
31,0.515076862435948,0.0016685205784204673,3.0,1798.0,189.0,0.0,1.0,1.0,1.0,1.0,,
32,0.515372487189594,0.003244997295835587,6.0,1849.0,189.0,0.0,1.0,1.0,1.0,1.0,,
33,0.51566811194324,0.00326619488296135,6.0,1837.0,189.0,0.0,1.0,1.0,1.0,1.0,,
34,0.5157173827355144,0.0005390835579514825,1.0,1855.0,189.0,0.0,1.0,1.0,1.0,1.0,,
35,0.5161115490737092,0.004347826086956522,8.0,1840.0,189.0,0.0,1.0,1.0,1.0,1.0,,
36,0.5163086322428064,0.002191780821917808,4.0,1825.0,189.0,0.0,1.0,1.0,1.0,1.0,,
37,0.5164564446196295,0.0016357688113413304,3.0,1834.0,189.0,0.0,1.0,1.0,1.0,1.0,,
38,0.5166042569964525,0.0016375545851528383,3.0,1832.0,189.0,0.0,1.0,1.0,1.0,1.0,,
39,0.5168506109578243,0.002736726874657909,5.0,1827.0,189.0,0.0,1.0,1.0,1.0,1.0,,
40,0.5169491525423728,0.001076426264800861,2.0,1858.0,189.0,0.0,1.0,1.0,1.0,1.0,0.042820642071847693,0.05225626484444082
41,0.5169984233346472,0.000546448087431694,1.0,1830.0,189.0,0.0,1.0,1.0,1.0,1.0,,
42,0.5171462357114702,0.0016456390565002743,3.0,1823.0,189.0,0.0,1.0,1.0,1.0,1.0,,
43,0.5173433188805676,0.0022185246810870773,4.0,1803.0,189.0,0.0,1.0,1.0,1.0,1.0,,
44,0.5174911312573907,0.0016574585635359116,3.0,1810.0,189.0,0.0,1.0,1.0,1.0,1.0,,
45,0.5176882144264879,0.002178649237472767,4.0,1836.0,189.0,0.0,1.0,1.0,1.0,1.0,,
46,0.5177374852187623,0.0005455537370430987,1.0,1833.0,189.0,0.0,1.0,1.0,1.0,1.0,,
47,0.5177867560110366,0.0005470459518599562,1.0,1828.0,189.0,0.0,1.0,1.0,1.0,1.0,,
48,0.517836026803311,0.0005611672278338945,1.0,1782.0,189.0,0.0,1.0,1.0,1.0,1.0,,
49,0.517983839180134,0.0016348773841961854,3.0,1835.0,189.0,0.0,1.0,1.0,1.0,1.0,,
50,0.5182301931415058,0.0027654867256637168,5.0,1808.0,189.0,0.0,1.0,1.0,1.0,1.0,0.04230132099419009,0.043980992741017466
51,0.5182794639337801,0.0005494505494505495,1.0,1820.0,189.0,0.0,1.0,1.0,1.0,1.0,,
52,0.518427276310603,0.0016295491580662683,3.0,1841.0,189.0,0.0,1.0,1.0,1.0,1.0,,
53,0.5186243594797004,0.002177463255307567,4.0,1837.0,189.0,0.0,1.0,1.0,1.0,1.0,,
54,0.5189692550256209,0.003810560696788242,7.0,1837.0,189.0,0.0,1.0,1.0,1.0,1.0,,
55,0.5189692550256209,0.0,0.0,1820.0,189.0,0.0,,,,,,
56,0.5191170674024438,0.0016492578339747114,3.0,1819.0,189.0,0.0,1.0,1.0,1.0,1.0,,
57,0.5192648797792668,0.0016366612111292963,3.0,1833.0,189.0,0.0,1.0,1.0,1.0,1.0,,
58,0.5193141505715412,0.000544069640914037,1.0,1838.0,189.0,0.0,1.0,1.0,1.0,1.0,,
59,0.5194126921560899,0.0011013215859030838,2.0,1816.0,189.0,0.0,1.0,1.0,1.0,1.0,,
60,0.5194619629483642,0.0005672149744753262,1.0,1763.0,189.0,0.0,1.0,1.0,1.0,1.0,0.04211381244500706,0.054661340582659146
61,0.5196590461174616,0.0021990104452996153,4.0,1819.0,189.0,0.0,1.0,1.0,1.0,1.0,,
62,0.5199546708711076,0.0032310177705977385,6.0,1857.0,189.0,0.0,1.0,1.0,1.0,1.0,,
63,0.520151754040205,0.002186987424822307,4.0,1829.0,189.0,0.0,1.0,1.0,1.0,1.0,,
64,0.5203981080015767,0.0027218290691344584,5.0,1837.0,189.0,0.0,1.0,1.0,1.0,1.0,,
65,0.5205459203783996,0.0016286644951140066,3.0,1842.0,189.0,0.0,1.0,1.0,1.0,1.0,,
66,0.520595191170674,0.0005546311702717693,1.0,1803.0,189.0,0.0,1.0,1.0,1.0,1.0,,
67,0.5206937327552227,0.0010869565217391304,2.0,1840.0,189.0,0.0,1.0,1.0,1.0,1.0,,
68,0.5208415451320457,0.0016456390565002743,3.0,1823.0,189.0,0.0,1.0,1.0,1.0,1.0,,
69,0.5210386283011431,0.0021941854086670325,4.0,1823.0,189.0,0.0,1.0,1.0,1.0,1.0,,
70,0.5212357114702404,0.002171552660152009,4.0,1842.0,189.0,0.0,1.0,1.0,1.0,1.0,0.04140064891630353,0.052082988132622174
71,0.5216791486007095,0.004891304347826087,9.0,1840.0,189.0,0.0,1.0,1.0,1.0,1.0,,
72,0.5218269609775326,0.0016685205784204673,3.0,1798.0,189.0,0.0,1.0,1.0,1.0,1.0,,
73,0.5223689396925503,0.005991285403050109,11.0,1836.0,189.0,0.0,1.0,1.0,1.0,1.0,,
74,0.522467481277099,0.0011173184357541898,2.0,1790.0,189.0,0.0,1.0,1.0,1.0,1.0,,
75,0.522467481277099,0.0,0.0,1830.0,189.0,0.0,,,,,,
76,0.522467481277099,0.0,0.0,1843.0,189.0,0.0,,,,,,
77,0.5227631060307449,0.0032822757111597373,6.0,1828.0,189.0,0.0,1.0,1.0,1.0,1.0,,
78,0.5229601891998423,0.0021929824561403508,4.0,1824.0,189.0,0.0,1.0,1.0,1.0,1.0,,
79,0.5230094599921167,0.0005422993492407809,1.0,1844.0,189.0,0.0,1.0,1.0,1.0,1.0,,
80,0.5232065431612141,0.002190580503833516,4.0,1826.0,189.0,0.0,1.0,1.0,1.0,1.0,0.0406943231347637,0.06357069933736605
81,0.5232065431612141,0.0,0.0,1844.0,189.0,0.0,,,,,,
82,0.5232558139534884,0.0005521811154058532,1.0,1811.0,189.0,0.0,1.0,1.0,1.0,1.0,,
83,0.523354355538037,0.0011025358324145535,2.0,1814.0,189.0,0.0,1.0,1.0,1.0,1.0,,
84,0.523354355538037,0.0,0.0,1836.0,189.0,0.0,,,,,,
85,0.5234036263303113,0.0005446623093681918,1.0,1836.0,189.0,0.0,1.0,1.0,1.0,1.0,,
86,0.52350216791486,0.001095890410958904,2.0,1825.0,189.0,0.0,1.0,1.0,1.0,1.0,,
87,0.5236499802916831,0.0016666666666666668,3.0,1800.0,189.0,0.0,1.0,1.0,1.0,1.0,,
88,0.5236992510839574,0.0005422993492407809,1.0,1844.0,189.0,0.0,1.0,1.0,1.0,1.0,,
89,0.5237977926685061,0.0010863661053775121,2.0,1841.0,189.0,0.0,1.0,1.0,1.0,1.0,,
90,0.5239456050453292,0.0016085790884718498,3.0,1865.0,189.0,0.0,1.0,1.0,1.0,1.0,0.04015321069642245,0.07380922871351815
91,0.5239948758376035,0.0005449591280653951,1.0,1835.0,189.0,0.0,1.0,1.0,1.0,1.0,,
92,0.5240441466298779,0.0005458515283842794,1.0,1832.0,189.0,0.0,1.0,1.0,1.0,1.0,,
93,0.5240934174221521,0.000555247084952804,1.0,1801.0,189.0,0.0,1.0,1.0,1.0,1.0,,
94,0.5241426882144264,0.0005461496450027307,1.0,1831.0,189.0,0.0,1.0,1.0,1.0,1.0,,
95,0.5241919590067008,0.0005473453749315818,1.0,1827.0,189.0,0.0,1.0,1.0,1.0,1.0,,
96,0.5244383129680725,0.0027129679869777536,5.0,1843.0,189.0,0.0,1.0,1.0,1.0,1.0,,
97,0.5244875837603469,0.00055005500550055,1.0,1818.0,189.0,0.0,1.0,1.0,1.0,1.0,,
98,0.5245368545526212,0.0005405405405405405,1.0,1850.0,189.0,0.0,1.0,1.0,1.0,1.0,,
99,0.5246353961371699,0.0010899182561307902,2.0,1835.0,189.0,0.0,1.0,1.0,1.0,1.0,,
