C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.2500  prec@K=0.0006  accepted=9  loss=nan  (12.3s)
Round    2/30  coverage=0.2501  prec@K=0.0017  accepted=25  loss=nan  (13.8s)
Round    3/30  coverage=0.2501  prec@K=0.0015  accepted=23  loss=nan  (18.1s)
Round    4/30  coverage=0.2501  prec@K=0.0010  accepted=15  loss=nan  (23.0s)
Round    5/30  coverage=0.2502  prec@K=0.0013  accepted=19  loss=nan  (26.2s)
Round    6/30  coverage=0.2502  prec@K=0.0017  accepted=26  loss=nan  (30.8s)
Round    7/30  coverage=0.2502  prec@K=0.0011  accepted=16  loss=nan  (35.6s)
Round    8/30  coverage=0.2503  prec@K=0.0012  accepted=18  loss=nan  (39.7s)
Round    9/30  coverage=0.2503  prec@K=0.0017  accepted=26  loss=nan  (44.0s)
Round   10/30  coverage=0.2504  prec@K=0.0013  accepted=19  loss=nan  (46.4s)
Round   11/30  coverage=0.2504  prec@K=0.0020  accepted=30  loss=nan  (51.9s)
Round   12/30  coverage=0.2504  prec@K=0.0011  accepted=16  loss=nan  (51.2s)
Round   13/30  coverage=0.2505  prec@K=0.0015  accepted=22  loss=nan  (54.0s)
Round   14/30  coverage=0.2505  prec@K=0.0008  accepted=12  loss=nan  (57.4s)
Round   15/30  coverage=0.2505  prec@K=0.0005  accepted=7  loss=nan  (60.8s)
Round   16/30  coverage=0.2505  prec@K=0.0009  accepted=13  loss=nan  (65.2s)
Round   17/30  coverage=0.2506  prec@K=0.0009  accepted=13  loss=nan  (65.9s)
Round   18/30  coverage=0.2506  prec@K=0.0011  accepted=16  loss=nan  (68.5s)
Round   19/30  coverage=0.2506  prec@K=0.0011  accepted=16  loss=nan  (72.4s)
Round   20/30  coverage=0.2507  prec@K=0.0015  accepted=23  loss=nan  (73.2s)
Round   21/30  coverage=0.2507  prec@K=0.0017  accepted=26  loss=nan  (81.7s)
Round   22/30  coverage=0.2507  prec@K=0.0009  accepted=13  loss=nan  (80.3s)
Round   23/30  coverage=0.2508  prec@K=0.0014  accepted=21  loss=nan  (83.5s)
Round   24/30  coverage=0.2508  prec@K=0.0012  accepted=18  loss=nan  (86.0s)
Round   25/30  coverage=0.2509  prec@K=0.0018  accepted=28  loss=nan  (89.7s)
Round   26/30  coverage=0.2509  prec@K=0.0014  accepted=21  loss=nan  (92.4s)
Round   27/30  coverage=0.2509  prec@K=0.0017  accepted=26  loss=nan  (96.4s)
Round   28/30  coverage=0.2510  prec@K=0.0013  accepted=20  loss=nan  (95.8s)
Round   29/30  coverage=0.2510  prec@K=0.0010  accepted=15  loss=nan  (101.5s)
Round   30/30  coverage=0.2510  prec@K=0.0012  accepted=18  loss=nan  (106.3s)

结果已写入 results\online\algo_sweep_sx_askubuntu_v2_s0\sx_askubuntu_pa/rounds.csv
