round,coverage,auc_feedback,uauc_feedback,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size
0,0.6005282085861992,0.620829783050403,0.6456582633053222,0.003368794326241135,19.0,5640.0,588.0,0.0,0.23529411764705882,0.23529411764705882,0.38235294117647056,0.5882352941176471,0.40882352941176475,0.7058823529411765,0.4476190476190476,1.0,0.006802721088435374,0.1635135135135135,363.0,1.994186046511628,0.07903046783764589,0.019692230749214557,0.0
1,0.6009215554057091,0.5011932561779877,0.6177398989898989,0.00250851101953055,14.0,5581.0,588.0,0.0,0.25,0.25,0.4166666666666667,0.6666666666666666,0.4166666666666667,0.6666666666666666,0.4612103174603175,1.0,0.00510204081632653,0.17413632119514472,373.0,,,,0.0
2,0.6016801528433355,0.35849318051349055,0.6092132505175983,0.0047872340425531915,27.0,5640.0,588.0,0.0,0.21739130434782608,0.21739130434782608,0.3115942028985507,0.43478260869565216,0.3702898550724637,0.6956521739130435,0.40935127674258104,1.0,0.008503401360544218,0.16816952209197475,373.0,,,,0.0
3,0.6022701730726006,0.6080143561210997,0.5678819444444445,0.0037722292078318665,21.0,5567.0,588.0,0.0,0.2,0.2,0.31666666666666665,0.5,0.36416666666666664,0.7,0.4051785714285714,1.0,0.006802721088435374,0.17578849721706866,379.0,,,,0.0
4,0.6029444819060463,0.48396073221139646,0.5671799516908214,0.0042335508908096665,24.0,5669.0,588.0,0.0,0.2608695652173913,0.2608695652173913,0.34057971014492755,0.43478260869565216,0.3710144927536232,0.5652173913043478,0.4284851621808144,1.0,0.01020408163265306,0.16380510440835266,353.0,,,,0.0
5,0.6035064059339177,0.42462679936022746,0.48765432098765427,0.003541703559412077,20.0,5647.0,588.0,0.0,0.0,0.0,0.14814814814814814,0.3333333333333333,0.18148148148148147,0.5,0.2517416225749559,1.0,0.0,0.17800091282519398,390.0,,,,0.0
6,0.6040121375590021,0.4287102137291429,0.44312169312169314,0.003234501347708895,18.0,5565.0,588.0,0.0,0.0,0.0,0.08888888888888888,0.2,0.1488888888888889,0.4666666666666667,0.2193121693121693,1.0,0.0,0.1671171171171171,371.0,,,,0.0
7,0.6045178691840863,0.4351355642888333,0.599826388888889,0.003205128205128205,18.0,5616.0,588.0,0.0,0.23529411764705882,0.23529411764705882,0.3235294117647059,0.47058823529411764,0.3676470588235294,0.6470588235294118,0.4132119514472455,1.0,0.006802721088435374,0.17246049661399548,382.0,,,,0.0
8,0.6051078894133514,0.42809226985540433,0.5095029239766081,0.0037260468417317245,21.0,5636.0,588.0,0.0,0.05263157894736842,0.05263157894736842,0.12280701754385963,0.21052631578947367,0.20701754385964913,0.5789473684210527,0.26219715956558065,1.0,0.0017006802721088435,0.16465324384787472,368.0,,,,0.0
9,0.6055574286356484,0.4908537936536075,0.5104166666666666,0.0028283542513699842,16.0,5657.0,588.0,0.0,0.1875,0.1875,0.2708333333333333,0.375,0.31145833333333334,0.5625,0.3608382936507937,1.0,0.00510204081632653,0.17429094236047576,381.0,,,,0.0
