round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
0,0.4999990819303699,0.00981815667565512,142.0,14463.0,1572.0,0.0,0.009541984732824428,0.12346396545998008,1487.0,2.0482758620689654,0.05699987741026172,0.0007563071723940062,0.0,,,,,,,,
1,0.5000082626266706,0.010961984400252969,156.0,14231.0,1572.0,0.0,0.013358778625954198,0.12639123102866778,1499.0,,,,0.0,0.0,0.0,0.2222222222222222,0.5,0.28888888888888886,0.8333333333333334,0.31666666666666665,1.0
2,0.5000156071837112,0.011304165794431652,162.0,14331.0,1572.0,0.0,0.012086513994910942,0.12517698009494463,1503.0,,,,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.39999999999999997,0.6666666666666666,0.44166666666666665,1.0
3,0.5000247878800119,0.012003052799555956,173.0,14413.0,1572.0,0.0,0.012086513994910942,0.12316982380676648,1489.0,,,,0.0,0.4,0.4,0.5666666666666667,0.8,0.5666666666666667,0.8,0.5952380952380951,1.0
4,0.5000339685763127,0.011137244050913115,161.0,14456.0,1572.0,0.0,0.011450381679389313,0.1240771812080537,1479.0,,,,0.0,0.2,0.2,0.3,0.4,0.33999999999999997,0.6,0.4066666666666666,1.0
5,0.5000413131333533,0.010505944152612662,152.0,14468.0,1572.0,0.0,0.012086513994910942,0.1240516882034181,1488.0,,,,0.0,0.25,0.25,0.375,0.5,0.4375,0.75,0.4625,1.0
6,0.5000486576903939,0.009248395334391608,134.0,14489.0,1572.0,0.0,0.005089058524173028,0.12365857685322768,1498.0,,,,0.0,0.0,0.0,0.08333333333333333,0.25,0.14583333333333331,0.5,0.19861111111111113,1.0
7,0.5000560022474344,0.010583840619811843,153.0,14456.0,1572.0,0.0,0.009541984732824428,0.1241644385026738,1486.0,,,,0.0,0.0,0.0,0.06666666666666667,0.2,0.15666666666666665,0.6,0.20523809523809522,1.0
8,0.5000706913615156,0.010020179528216547,144.0,14371.0,1572.0,0.0,0.008905852417302799,0.12456373608110353,1499.0,,,,0.0,0.125,0.125,0.29166666666666663,0.5,0.32291666666666663,0.625,0.36716269841269844,1.0
9,0.5000798720578163,0.010962325678207175,158.0,14413.0,1572.0,0.0,0.011450381679389313,0.12420488784733846,1484.0,,,,0.0,0.4,0.4,0.5,0.6,0.54,0.8,0.5622222222222223,1.0
10,0.5000927250326374,0.009125368524498105,130.0,14246.0,1572.0,0.0,0.009541984732824428,0.12650653181626634,1501.0,2.0069444444444446,0.0544530836396019,0.0007563071723940062,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.4861111111111111,0.8333333333333334,0.5138888888888888,1.0
11,0.5000945611718975,0.008986759964327365,131.0,14577.0,1572.0,0.0,0.007633587786259542,0.12291140272230826,1508.0,,,,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
12,0.5001037418681983,0.009023391406954953,130.0,14407.0,1572.0,0.0,0.00826972010178117,0.12508355614973263,1497.0,,,,0.0,0.2,0.2,0.39999999999999997,0.8,0.39999999999999997,0.8,0.4222222222222222,1.0
13,0.500112922564499,0.009791666666666667,141.0,14400.0,1572.0,0.0,0.007633587786259542,0.12528188423953895,1500.0,,,,0.0,0.2,0.2,0.36666666666666664,0.6,0.36666666666666664,0.6,0.4111111111111111,1.0
