C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/500  coverage=0.2546  prec@K=0.0393  accepted=111  loss=nan  (0.1s)
Round   51/500  coverage=0.3890  prec@K=0.0049  accepted=16  loss=nan  (0.3s)
Round  101/500  coverage=0.3981  prec@K=0.0009  accepted=3  loss=nan  (0.3s)
Round  151/500  coverage=0.4009  prec@K=0.0003  accepted=1  loss=nan  (0.3s)
Round  201/500  coverage=0.4029  prec@K=0.0003  accepted=1  loss=nan  (0.3s)
Round  251/500  coverage=0.4044  prec@K=0.0003  accepted=1  loss=nan  (0.3s)
Round  301/500  coverage=0.4056  prec@K=0.0003  accepted=1  loss=nan  (0.3s)
Round  351/500  coverage=0.4070  prec@K=0.0009  accepted=3  loss=nan  (0.3s)
Round  401/500  coverage=0.4076  prec@K=0.0003  accepted=1  loss=nan  (0.3s)
Round  451/500  coverage=0.4085  prec@K=0.0003  accepted=1  loss=nan  (0.3s)

结果已写入 results\online\algo_sweep\bitcoin_alpha_cn/rounds.csv
