C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/500  coverage=0.2549  prec@K=0.0425  accepted=120  loss=0.6767  (0.5s)
Round   51/500  coverage=0.3440  prec@K=0.0020  accepted=6  loss=0.2997  (0.6s)
Round  101/500  coverage=0.3521  prec@K=0.0010  accepted=3  loss=0.0451  (0.7s)
Round  151/500  coverage=0.3555  prec@K=0.0006  accepted=2  loss=0.0162  (0.6s)
Round  201/500  coverage=0.3565  prec@K=0.0000  accepted=0  loss=0.0071  (0.6s)
Round  251/500  coverage=0.3570  prec@K=0.0000  accepted=0  loss=0.0048  (0.6s)
Round  301/500  coverage=0.3581  prec@K=0.0000  accepted=0  loss=0.0038  (0.6s)
Round  351/500  coverage=0.3581  prec@K=0.0000  accepted=0  loss=0.0033  (0.6s)
Round  401/500  coverage=0.3583  prec@K=0.0000  accepted=0  loss=0.0030  (0.6s)
Round  451/500  coverage=0.3586  prec@K=0.0000  accepted=0  loss=0.0029  (0.6s)

结果已写入 results\online\algo_sweep\bitcoin_alpha_gnn_concat_h8_sc16/rounds.csv
