cell_id,dataset,method,seed,n_nodes,total_rounds,ingested_at,final_coverage,final_auc_feedback,final_uauc_feedback,final_precision_k,final_n_accepted,final_n_recs,final_n_active_users,final_n_skipped_users,final_mrr@1,final_hits@1,final_mrr@3,final_hits@3,final_mrr@5,final_hits@5,final_mrr@10,final_hits@10,final_hit_rate@1,final_rec_coverage@1,final_unique_recs@1,final_novelty,final_clustering_diff,final_degree_kl,final_replay_size
email_eu_cn_s1,email_eu,cn,1,986,30,2026-05-09T15:30:37,0.6252958401861286,0.8316314263489145,0.7069579725829725,0.0811088295687885,79.0,974.0,98.0,0.0,0.4358974358974359,0.4358974358974359,0.6239316239316238,0.8717948717948718,0.643162393162393,0.9487179487179488,0.6506410256410255,1.0,0.1632653061224489,0.2027397260273972,74.0,,,,0.0
email_eu_cn_s2,email_eu,cn,2,986,30,2026-05-09T15:30:37,0.6278631312928717,0.7953401248767664,0.669804006968641,0.086734693877551,85.0,980.0,98.0,0.0,0.3783783783783784,0.3783783783783784,0.5540540540540541,0.8108108108108109,0.5864864864864865,0.945945945945946,0.5943693693693693,1.0,0.1632653061224489,0.1963824289405684,76.0,,,,0.0
email_eu_cn_s0,email_eu,cn,0,986,30,2026-05-09T15:30:37,0.6270207388984717,0.8456767242444462,0.6509579180509413,0.0984293193717277,94.0,955.0,98.0,0.0,0.5526315789473685,0.5526315789473685,0.6403508771929824,0.7894736842105263,0.6574561403508771,0.868421052631579,0.6732456140350876,1.0,0.173469387755102,0.1925133689839572,72.0,,,,0.0
email_eu_aa_s3,email_eu,aa,3,986,30,2026-05-09T15:30:39,0.6303501945525292,0.8106234461656148,0.6513112491373362,0.0860103626943005,83.0,965.0,98.0,0.0,0.3421052631578947,0.3421052631578947,0.4824561403508771,0.6842105263157895,0.4995614035087719,0.7631578947368421,0.5320071010860484,1.0,0.1428571428571428,0.1980440097799511,81.0,,,,0.0
email_eu_aa_s42,email_eu,aa,42,986,30,2026-05-09T15:30:39,0.6327971438886437,0.8449758562325766,0.6819579533941236,0.0971786833855799,93.0,957.0,98.0,0.0,0.4878048780487805,0.4878048780487805,0.5772357723577235,0.7073170731707317,0.6052845528455284,0.8292682926829268,0.6295973674022454,1.0,0.2142857142857142,0.1940298507462686,78.0,,,,0.0
email_eu_aa_s1,email_eu,aa,1,986,30,2026-05-09T15:30:39,0.6301897388583577,0.8223785061492914,0.6821175278622087,0.0991820040899795,97.0,978.0,98.0,0.0,0.5531914893617021,0.5531914893617021,0.6879432624113474,0.851063829787234,0.6975177304964538,0.8936170212765957,0.7122931442080378,1.0,0.2551020408163265,0.2139175257731958,83.0,,,,0.0
email_eu_aa_s2,email_eu,aa,2,986,30,2026-05-09T15:30:39,0.6334790805888724,0.738622467771639,0.6739132395382396,0.0765306122448979,75.0,980.0,98.0,0.0,0.4210526315789473,0.4210526315789473,0.5701754385964911,0.7631578947368421,0.587280701754386,0.8421052631578947,0.6088659147869674,1.0,0.173469387755102,0.1940298507462686,78.0,,,,0.0
email_eu_aa_s0,email_eu,aa,0,986,30,2026-05-09T15:30:39,0.6328372578121866,0.8311979016465483,0.6209957184628238,0.0826530612244898,81.0,980.0,98.0,0.0,0.5151515151515151,0.5151515151515151,0.601010101010101,0.696969696969697,0.607070707070707,0.7272727272727273,0.6439273689273689,1.0,0.173469387755102,0.2030456852791878,80.0,,,,0.0
email_eu_cn_s3,email_eu,cn,3,986,30,2026-05-09T15:30:46,0.6291066629227005,0.7835544344793223,0.5478164924506388,0.0746887966804979,72.0,964.0,98.0,0.0,0.3125,0.3125,0.4739583333333332,0.6875,0.4942708333333333,0.78125,0.5271577380952381,1.0,0.1020408163265306,0.2122762148337595,83.0,,,,0.0
email_eu_cn_s42,email_eu,cn,42,986,30,2026-05-09T15:30:46,0.6270207388984717,0.8596818768040286,0.6498537414965987,0.0997899159663865,95.0,952.0,98.0,0.0,0.53125,0.53125,0.671875,0.8125,0.7,0.9375,0.70703125,1.0,0.173469387755102,0.2014742014742014,82.0,,,,0.0
