round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,auc_feedback,uauc_feedback,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
10,0.30016535740445893,0.0016467682173734047,4.0,2429.0,247.0,0.0,0.008097165991902834,0.11482558139534883,237.0,1.9854014598540146,0.21031290602393482,0.005002464924546844,0.0,0.13278350515463916,0.578125,0.5,0.5,0.625,0.75,0.625,0.75,0.6527777777777778,1.0
11,0.3001916742327548,0.0025136154168412233,6.0,2387.0,247.0,0.0,0.008097165991902834,0.11721432074546347,239.0,,,,0.0,0.24219515609687803,0.6569444444444444,0.4,0.4,0.5,0.6,0.5,0.6,0.5535714285714286,1.0
12,0.30020483264690273,0.0012325390304026294,3.0,2434.0,247.0,0.0,0.008097165991902834,0.1119186046511628,231.0,,,,0.0,0.33415604003839294,0.7407407407407408,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,1.0
13,0.3002355356132479,0.0028877887788778876,7.0,2424.0,247.0,0.0,0.012145748987854251,0.11228915662650603,233.0,,,,0.0,0.15577161770790238,0.8015873015873015,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.6,0.8571428571428571,0.6178571428571429,1.0
14,0.3002574663034944,0.0021079258010118043,5.0,2372.0,247.0,0.0,0.012145748987854251,0.11952191235059761,240.0,,,,0.0,0.24681030840726653,0.6777777777777778,0.6,0.6,0.7333333333333333,1.0,0.7333333333333333,1.0,0.7333333333333333,1.0
15,0.3002969415459382,0.0036839950880065493,9.0,2443.0,247.0,0.0,0.012145748987854251,0.11590038314176246,242.0,,,,0.0,0.31804071943759704,0.6180555555555556,0.375,0.375,0.375,0.375,0.43125,0.625,0.47291666666666665,1.0
16,0.30032325837423407,0.0025305778152678194,6.0,2371.0,247.0,0.0,0.016194331983805668,0.11661661661661661,233.0,,,,0.0,0.22170542635658916,0.9166666666666667,0.8,0.8,0.9,1.0,0.9,1.0,0.9,1.0
17,0.3003495752025299,0.0024989587671803417,6.0,2401.0,247.0,0.0,0.004048582995951417,0.11378126532614026,232.0,,,,0.0,0.27178148921363954,0.5648148148148148,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2333333333333333,0.5,0.29629629629629634,1.0
18,0.30036273361667787,0.001266891891891892,3.0,2368.0,247.0,0.0,0.004048582995951417,0.12056028014007003,241.0,,,,0.0,0.1057787174066244,0.7592592592592592,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.4777777777777778,1.0
19,0.30037150589277645,0.0008312551953449709,2.0,2406.0,247.0,0.0,0.004048582995951417,0.11529066927210552,236.0,,,,0.0,0.33953826955074873,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.55,1.0
20,0.3004022088591216,0.0029276453366792136,7.0,2391.0,247.0,0.0,0.012145748987854251,0.11633663366336634,235.0,1.9214285714285715,0.21010255107028564,0.005002464924546844,0.0,0.27199185043144775,0.8460648148148149,0.5,0.5,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6833333333333332,1.0
21,0.30041536727326956,0.00125997480050399,3.0,2381.0,247.0,0.0,0.0,0.1144578313253012,228.0,,,,0.0,0.2288337538547799,0.5069444444444444,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.25,1.0
22,0.30045045637766404,0.0032679738562091504,8.0,2448.0,247.0,0.0,0.012145748987854251,0.1162109375,238.0,,,,0.0,0.2232325819672131,0.8249007936507936,0.42857142857142855,0.42857142857142855,0.5952380952380951,0.8571428571428571,0.5952380952380951,0.8571428571428571,0.619047619047619,1.0
23,0.3004767732059599,0.002510460251046025,6.0,2390.0,247.0,0.0,0.012145748987854251,0.11997966446365023,236.0,,,,0.0,0.2511535234899329,0.7907407407407407,0.5,0.5,0.5833333333333334,0.6666666666666666,0.6166666666666667,0.8333333333333334,0.6404761904761904,1.0
24,0.3004987038962064,0.0020964360587002098,5.0,2385.0,247.0,0.0,0.004048582995951417,0.11755802219979819,233.0,,,,0.0,0.1308403361344538,0.6666666666666667,0.2,0.2,0.26666666666666666,0.4,0.31666666666666665,0.6,0.35666666666666663,1.0
25,0.3005162484484037,0.0016333197223356473,4.0,2449.0,247.0,0.0,0.008097165991902834,0.11787819253438114,240.0,,,,0.0,0.08297546012269941,0.6805555555555555,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7142857142857143,1.0
26,0.3005337930006009,0.0016333197223356473,4.0,2449.0,247.0,0.0,0.004048582995951417,0.11619891678975874,236.0,,,,0.0,0.21855828220858897,0.5972222222222222,0.25,0.25,0.375,0.5,0.375,0.5,0.4416666666666667,1.0
27,0.30055572369084743,0.002077274615704196,5.0,2407.0,247.0,0.0,0.016194331983805668,0.11607142857142858,234.0,,,,0.0,0.2300999167360533,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.82,1.0
28,0.300577654381094,0.002064409578860446,5.0,2422.0,247.0,0.0,0.012145748987854251,0.11428571428571428,232.0,,,,0.0,0.1743069921390153,0.8222222222222222,0.6,0.6,0.6,0.6,0.6,0.6,0.6535714285714286,1.0
29,0.30061274348548844,0.0034028073160357296,8.0,2351.0,247.0,0.0,0.012145748987854251,0.1207335710646969,237.0,,,,0.0,0.14708706786171571,0.7579365079365079,0.42857142857142855,0.42857142857142855,0.5476190476190477,0.7142857142857143,0.5761904761904761,0.8571428571428571,0.6,1.0
