=== bitcoin_alpha_gat_emb_s2  started 2026-05-08T20:20:58 ===

C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.5010  prec@K=0.0064  accepted=23  auc=0.4886  uauc=0.5956  loss=0.6674  (4.8s)
Round    2/30  coverage=0.5018  prec@K=0.0056  accepted=20  auc=0.4564  uauc=0.5655  loss=0.6672  (4.0s)
Round    3/30  coverage=0.5026  prec@K=0.0056  accepted=20  auc=0.5085  uauc=0.5887  loss=0.6672  (3.7s)
Round    4/30  coverage=0.5036  prec@K=0.0066  accepted=24  auc=0.4575  uauc=0.5236  loss=0.6671  (4.0s)
Round    5/30  coverage=0.5048  prec@K=0.0078  accepted=28  auc=0.4011  uauc=0.6014  loss=0.6670  (4.3s)
Round    6/30  coverage=0.5055  prec@K=0.0047  accepted=17  auc=0.4786  uauc=0.6365  loss=0.6666  (4.0s)
Round    7/30  coverage=0.5060  prec@K=0.0034  accepted=12  auc=0.4553  uauc=0.6222  loss=0.6665  (3.9s)
Round    8/30  coverage=0.5067  prec@K=0.0052  accepted=19  auc=0.5138  uauc=0.4319  loss=0.6664  (4.3s)
Round    9/30  coverage=0.5075  prec@K=0.0050  accepted=18  auc=0.5197  uauc=0.5278  loss=0.6663  (3.9s)
Round   10/30  coverage=0.5085  prec@K=0.0066  accepted=24  auc=0.4732  uauc=0.4477  loss=0.6664  (4.5s)
Round   11/30  coverage=0.5090  prec@K=0.0033  accepted=12  auc=0.3285  uauc=0.3024  loss=0.6660  (4.1s)
Round   12/30  coverage=0.5096  prec@K=0.0042  accepted=15  auc=0.4824  uauc=0.4869  loss=0.6658  (4.1s)
Round   13/30  coverage=0.5103  prec@K=0.0044  accepted=16  auc=0.4858  uauc=0.6414  loss=0.6657  (4.3s)
Round   14/30  coverage=0.5108  prec@K=0.0036  accepted=13  auc=0.4201  uauc=0.6181  loss=0.6657  (3.9s)
Round   15/30  coverage=0.5115  prec@K=0.0048  accepted=17  auc=0.4657  uauc=0.6195  loss=0.6656  (3.9s)
Round   16/30  coverage=0.5121  prec@K=0.0042  accepted=15  auc=0.5328  uauc=0.6165  loss=0.6655  (4.1s)
Round   17/30  coverage=0.5128  prec@K=0.0045  accepted=16  auc=0.4273  uauc=0.4396  loss=0.6653  (4.3s)
Round   18/30  coverage=0.5133  prec@K=0.0033  accepted=12  auc=0.4972  uauc=0.4444  loss=0.6650  (4.4s)
Round   19/30  coverage=0.5141  prec@K=0.0053  accepted=19  auc=0.4535  uauc=0.5147  loss=0.6652  (4.2s)
Round   20/30  coverage=0.5147  prec@K=0.0041  accepted=15  auc=0.4822  uauc=0.5952  loss=0.6649  (4.1s)
Round   21/30  coverage=0.5155  prec@K=0.0053  accepted=19  auc=0.5083  uauc=0.7128  loss=0.6648  (4.5s)
Round   22/30  coverage=0.5163  prec@K=0.0058  accepted=21  auc=0.4558  uauc=0.4547  loss=0.6648  (4.3s)
Round   23/30  coverage=0.5167  prec@K=0.0025  accepted=9  auc=0.4929  uauc=0.6710  loss=0.6644  (4.1s)
Round   24/30  coverage=0.5171  prec@K=0.0025  accepted=9  auc=0.5318  uauc=0.6458  loss=0.6642  (3.8s)
Round   25/30  coverage=0.5177  prec@K=0.0042  accepted=15  auc=0.5581  uauc=0.5910  loss=0.6643  (4.1s)
Round   26/30  coverage=0.5183  prec@K=0.0042  accepted=15  auc=0.4488  uauc=0.6007  loss=0.6641  (4.2s)
Round   27/30  coverage=0.5186  prec@K=0.0020  accepted=7  auc=0.3527  uauc=0.6204  loss=0.6639  (4.1s)
Round   28/30  coverage=0.5191  prec@K=0.0036  accepted=13  auc=0.4547  uauc=0.4355  loss=0.6639  (4.3s)
Round   29/30  coverage=0.5197  prec@K=0.0037  accepted=13  auc=0.4231  uauc=0.5745  loss=0.6637  (4.5s)
Round   30/30  coverage=0.5202  prec@K=0.0034  accepted=12  auc=0.4266  uauc=0.7037  loss=0.6637  (3.8s)

结果已写入 results\orchestrator\runs\ir50_constlr5e5_multiseed_bidir\bitcoin_alpha\gat_emb_s2/rounds.csv
