=== dnc_email_gat_emb_s3  started 2026-05-08T20:07:22 ===

C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.5023  prec@K=0.0072  accepted=13  auc=0.2088  uauc=0.8227  loss=0.7030  (2.2s)
Round    2/30  coverage=0.5034  prec@K=0.0033  accepted=6  auc=0.5917  uauc=0.4556  loss=0.7031  (1.3s)
Round    3/30  coverage=0.5055  prec@K=0.0067  accepted=12  auc=0.3531  uauc=0.4741  loss=0.7029  (1.3s)
Round    4/30  coverage=0.5068  prec@K=0.0039  accepted=7  auc=0.4694  uauc=0.6968  loss=0.7029  (1.3s)
Round    5/30  coverage=0.5086  prec@K=0.0055  accepted=10  auc=0.3922  uauc=0.5210  loss=0.7027  (1.3s)
Round    6/30  coverage=0.5097  prec@K=0.0033  accepted=6  auc=0.0922  uauc=1.0000  loss=0.7027  (1.3s)
Round    7/30  coverage=0.5115  prec@K=0.0055  accepted=10  auc=0.6174  uauc=0.5799  loss=0.7026  (1.3s)
Round    8/30  coverage=0.5131  prec@K=0.0050  accepted=9  auc=0.2557  uauc=0.6647  loss=0.7025  (1.6s)
Round    9/30  coverage=0.5140  prec@K=0.0027  accepted=5  auc=0.1981  uauc=0.6988  loss=0.7025  (1.4s)
Round   10/30  coverage=0.5160  prec@K=0.0060  accepted=11  auc=0.0656  uauc=0.5296  loss=0.7023  (1.4s)
Round   11/30  coverage=0.5166  prec@K=0.0017  accepted=3  auc=0.9228  uauc=0.5238  loss=0.7023  (1.3s)
Round   12/30  coverage=0.5171  prec@K=0.0016  accepted=3  auc=0.0333  uauc=0.8571  loss=0.7022  (1.5s)
Round   13/30  coverage=0.5200  prec@K=0.0090  accepted=16  auc=0.2379  uauc=0.6604  loss=0.7020  (1.5s)
Round   14/30  coverage=0.5213  prec@K=0.0038  accepted=7  auc=0.2681  uauc=0.6302  loss=0.7020  (1.5s)
Round   15/30  coverage=0.5220  prec@K=0.0022  accepted=4  auc=0.0649  uauc=0.4444  loss=0.7019  (1.3s)
Round   16/30  coverage=0.5233  prec@K=0.0038  accepted=7  auc=0.5133  uauc=0.8048  loss=0.7018  (1.5s)
Round   17/30  coverage=0.5238  prec@K=0.0017  accepted=3  auc=0.2534  uauc=0.5486  loss=0.7018  (1.6s)
Round   18/30  coverage=0.5240  prec@K=0.0006  accepted=1  auc=0.0626  uauc=0.7778  loss=0.7017  (1.6s)
Round   19/30  coverage=0.5244  prec@K=0.0011  accepted=2  auc=0.2598  uauc=1.0000  loss=0.7016  (1.5s)
Round   20/30  coverage=0.5253  prec@K=0.0028  accepted=5  auc=0.0732  uauc=0.9132  loss=0.7015  (1.6s)
Round   21/30  coverage=0.5256  prec@K=0.0011  accepted=2  auc=0.0367  uauc=0.1875  loss=0.7014  (1.4s)
Round   22/30  coverage=0.5267  prec@K=0.0033  accepted=6  auc=0.0526  uauc=0.5655  loss=0.7013  (1.4s)
Round   23/30  coverage=0.5280  prec@K=0.0038  accepted=7  auc=0.1754  uauc=0.5810  loss=0.7012  (1.6s)
Round   24/30  coverage=0.5289  prec@K=0.0028  accepted=5  auc=0.5621  uauc=0.6927  loss=0.7012  (1.4s)
Round   25/30  coverage=0.5296  prec@K=0.0022  accepted=4  auc=0.0708  uauc=0.8576  loss=0.7011  (1.4s)
Round   26/30  coverage=0.5304  prec@K=0.0022  accepted=4  auc=0.6033  uauc=0.4861  loss=0.7010  (1.5s)
Round   27/30  coverage=0.5311  prec@K=0.0022  accepted=4  auc=0.0668  uauc=0.5532  loss=0.7009  (1.5s)
Round   28/30  coverage=0.5327  prec@K=0.0049  accepted=9  auc=0.2888  uauc=0.4679  loss=0.7007  (1.6s)
Round   29/30  coverage=0.5329  prec@K=0.0006  accepted=1  auc=0.0799  uauc=1.0000  loss=0.7008  (1.5s)
Round   30/30  coverage=0.5334  prec@K=0.0016  accepted=3  auc=0.1144  uauc=0.6852  loss=0.7007  (1.6s)

结果已写入 results\orchestrator\runs\ir50_constlr5e5_multiseed_bidir\dnc_email\gat_emb_s3/rounds.csv
