=== slashdot_graphsage_emb_s1  started 2026-05-08T23:14:58 ===

C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.5001  prec@K=0.0042  accepted=31  auc=0.7096  uauc=0.6373  loss=0.7064  (13.3s)
Round    2/30  coverage=0.5001  prec@K=0.0036  accepted=26  auc=0.6249  uauc=0.5699  loss=0.7060  (7.9s)
Round    3/30  coverage=0.5001  prec@K=0.0027  accepted=20  auc=0.6335  uauc=0.6755  loss=0.7054  (8.8s)
Round    4/30  coverage=0.5002  prec@K=0.0027  accepted=20  auc=0.7705  uauc=0.4842  loss=0.7052  (8.5s)
Round    5/30  coverage=0.5002  prec@K=0.0040  accepted=29  auc=0.6389  uauc=0.6835  loss=0.7046  (8.3s)
Round    6/30  coverage=0.5003  prec@K=0.0036  accepted=26  auc=0.6626  uauc=0.5644  loss=0.7042  (8.3s)
Round    7/30  coverage=0.5003  prec@K=0.0018  accepted=13  auc=0.6835  uauc=0.5530  loss=0.7036  (8.6s)
Round    8/30  coverage=0.5003  prec@K=0.0022  accepted=16  auc=0.5793  uauc=0.5648  loss=0.7033  (9.4s)
Round    9/30  coverage=0.5004  prec@K=0.0024  accepted=17  auc=0.5781  uauc=0.5248  loss=0.7031  (9.6s)
Round   10/30  coverage=0.5004  prec@K=0.0021  accepted=15  auc=0.6800  uauc=0.7059  loss=0.7022  (9.5s)
Round   11/30  coverage=0.5005  prec@K=0.0032  accepted=23  auc=0.5150  uauc=0.5406  loss=0.7019  (13.8s)
Round   12/30  coverage=0.5005  prec@K=0.0022  accepted=16  auc=0.6231  uauc=0.5722  loss=0.7015  (9.7s)
Round   13/30  coverage=0.5005  prec@K=0.0021  accepted=15  auc=0.5321  uauc=0.4291  loss=0.7010  (9.8s)
Round   14/30  coverage=0.5006  prec@K=0.0027  accepted=20  auc=0.5564  uauc=0.7018  loss=0.7004  (9.7s)
Round   15/30  coverage=0.5006  prec@K=0.0031  accepted=23  auc=0.4974  uauc=0.3572  loss=0.7000  (10.7s)
Round   16/30  coverage=0.5006  prec@K=0.0032  accepted=23  auc=0.6400  uauc=0.5638  loss=0.6993  (10.2s)
Round   17/30  coverage=0.5007  prec@K=0.0019  accepted=14  auc=0.5130  uauc=0.5342  loss=0.6991  (10.2s)
Round   18/30  coverage=0.5007  prec@K=0.0027  accepted=20  auc=0.4606  uauc=0.4644  loss=0.6988  (10.8s)
Round   19/30  coverage=0.5007  prec@K=0.0025  accepted=18  auc=0.4863  uauc=0.6503  loss=0.6982  (10.8s)
Round   20/30  coverage=0.5008  prec@K=0.0019  accepted=14  auc=0.5736  uauc=0.4464  loss=0.6979  (11.6s)
Round   21/30  coverage=0.5008  prec@K=0.0021  accepted=15  auc=0.4196  uauc=0.5726  loss=0.6972  (16.1s)
Round   22/30  coverage=0.5008  prec@K=0.0021  accepted=15  auc=0.4161  uauc=0.5778  loss=0.6970  (11.9s)
Round   23/30  coverage=0.5009  prec@K=0.0023  accepted=17  auc=0.5378  uauc=0.5229  loss=0.6966  (11.7s)
Round   24/30  coverage=0.5009  prec@K=0.0022  accepted=16  auc=0.5203  uauc=0.5607  loss=0.6960  (12.0s)
Round   25/30  coverage=0.5009  prec@K=0.0024  accepted=17  auc=0.4891  uauc=0.7060  loss=0.6957  (11.9s)
Round   26/30  coverage=0.5009  prec@K=0.0015  accepted=11  auc=0.5924  uauc=0.5389  loss=0.6951  (12.8s)
Round   27/30  coverage=0.5010  prec@K=0.0012  accepted=9  auc=0.4657  uauc=0.4306  loss=0.6948  (12.4s)
Round   28/30  coverage=0.5010  prec@K=0.0021  accepted=15  auc=0.5687  uauc=0.4271  loss=0.6943  (12.9s)
Round   29/30  coverage=0.5010  prec@K=0.0031  accepted=23  auc=0.5009  uauc=0.4666  loss=0.6937  (13.0s)
Round   30/30  coverage=0.5011  prec@K=0.0018  accepted=13  auc=0.4441  uauc=0.6942  loss=0.6933  (13.4s)

结果已写入 results\orchestrator\runs\ir50_constlr5e5_multiseed_bidir\slashdot\graphsage_emb_s1/rounds.csv
