round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,mrr@5,mrr@10,mrr@20,hits@5,hit_rate@5,rec_coverage@5,unique_recs@5,novelty,clustering_diff,degree_kl,replay_size
19,0.08543555380370517,0.0232163080407701,41.0,1766.0,189.0,0.0,0.125,0.24023809880018235,0.24023809880018235,0.2,0.07407407407407407,0.6403688524590164,625.0,,,,20.0
20,0.0857311785573512,0.020179372197309416,36.0,1784.0,189.0,0.0,0.3925925940275192,0.43981481674644685,0.43981481674644685,0.5555555555555556,0.09523809523809523,0.6513292433537833,637.0,3.373684210526316,0.04999876841586952,1.2036274879850102,21.0
21,0.08612534489554592,0.025,44.0,1760.0,189.0,0.0,0.21111111342906952,0.26926808059215546,0.26926808059215546,0.5,0.13227513227513227,0.6346153846153846,627.0,,,,22.0
22,0.08666732361056366,0.02603282399547255,46.0,1767.0,189.0,0.0,0.12121212211522189,0.22528860379349103,0.22528860379349103,0.2727272727272727,0.09523809523809523,0.66875,642.0,,,,23.0
23,0.0869629483642097,0.023346303501945526,42.0,1799.0,189.0,0.0,0.3152777813374996,0.35486111293236416,0.35486111293236416,0.6666666666666666,0.08994708994708994,0.6428571428571429,648.0,,,,24.0
24,0.08730784391013008,0.021702838063439065,39.0,1797.0,189.0,0.0,0.24285714328289032,0.3156462609767914,0.3156462609767914,0.42857142857142855,0.09523809523809523,0.646998982706002,636.0,,,,25.0
25,0.08775128104059914,0.01959686450167973,35.0,1786.0,189.0,0.0,0.12777777512868246,0.22037037710348764,0.22037037710348764,0.38888888888888884,0.07407407407407407,0.6456361724500526,614.0,,,,26.0
26,0.08799763500197083,0.027133973996608253,48.0,1769.0,189.0,0.0,0.20000000049670538,0.28611111268401146,0.28611111268401146,0.3333333333333333,0.14814814814814814,0.65,598.0,,,,27.0
27,0.08824398896334253,0.020385050962627407,36.0,1766.0,189.0,0.0,0.04000000059604645,0.15051587522029877,0.15051587522029877,0.2,0.09523809523809523,0.6531671858774662,629.0,,,,28.0
28,0.08853961371698857,0.021022727272727273,37.0,1760.0,189.0,0.0,0.16666666865348817,0.2461111143231392,0.2461111143231392,0.4,0.1164021164021164,0.6369294605809128,614.0,,,,29.0
29,0.08893378005518329,0.024239007891770012,43.0,1774.0,189.0,0.0,0.15740740961498684,0.23884480115440157,0.23884480115440157,0.3333333333333333,0.07407407407407407,0.6516393442622951,636.0,,,,30.0
30,0.08922940480882932,0.027609055770292656,50.0,1811.0,189.0,0.0,0.09166666865348816,0.16369047947227955,0.16369047947227955,0.375,0.1111111111111111,0.6238624873609707,617.0,3.3085106382978724,0.04470179456408009,1.0528929476783038,31.0
31,0.08942648797792668,0.025787965616045846,45.0,1745.0,189.0,0.0,0.08333333333333333,0.1712962972621123,0.1712962972621123,0.3333333333333333,0.1111111111111111,0.645091693635383,598.0,,,,32.0
32,0.08972211273157273,0.01868629671574179,33.0,1766.0,189.0,0.0,0.36250000074505806,0.40416666492819786,0.40416666492819786,0.75,0.06878306878306878,0.6474973375931843,608.0,,,,33.0
33,0.08996846669294442,0.02249718785151856,40.0,1778.0,189.0,0.0,0.0,0.12494331385408129,0.12494331385408129,0.0,0.10052910052910052,0.6417445482866043,618.0,,,,34.0
34,0.09011627906976744,0.019520356943669825,35.0,1793.0,189.0,0.0,0.2916666666666667,0.3392857164144516,0.3392857164144516,0.6666666666666666,0.08465608465608465,0.6638023630504833,618.0,,,,35.0
35,0.09036263303113914,0.022595596755504054,39.0,1726.0,189.0,0.0,0.2066666692495346,0.2538888916373253,0.2538888916373253,0.6,0.1111111111111111,0.6475583864118896,610.0,,,,36.0
36,0.09065825778478517,0.01691948658109685,29.0,1714.0,189.0,0.0,0.1888888892200258,0.2777336885531743,0.2777336885531743,0.3333333333333333,0.07407407407407407,0.6487376509330406,591.0,,,,37.0
37,0.09095388253843122,0.02021336327905671,36.0,1781.0,189.0,0.0,0.35,0.39740740656852724,0.39740740656852724,0.6,0.10582010582010581,0.6413641364136413,583.0,,,,38.0
38,0.09115096570752858,0.025886325267304444,46.0,1777.0,189.0,0.0,0.0,0.12361111491918564,0.12361111491918564,0.0,0.14814814814814814,0.6546990496304118,620.0,,,,39.0
39,0.09139731966890027,0.017117614577581448,31.0,1811.0,189.0,0.0,0.07575757666067644,0.17691198126836258,0.17691198126836258,0.2727272727272727,0.06349206349206349,0.6401630988786952,628.0,,,,40.0
40,0.091791486007095,0.023902167871039465,43.0,1799.0,189.0,0.0,0.18690476247242518,0.23333333432674408,0.23333333432674408,0.5714285714285714,0.1164021164021164,0.631633714880333,607.0,3.055,0.03700906506421025,0.6835896381875332,41.0
41,0.09208711076074104,0.022688598979013045,40.0,1763.0,189.0,0.0,0.3055555572112401,0.35000000273187953,0.35000000273187953,0.6666666666666666,0.09523809523809523,0.6514047866805411,626.0,,,,42.0
42,0.09248127709893575,0.02195945945945946,39.0,1776.0,189.0,0.0,0.13333333366447025,0.21917989684475792,0.21917989684475792,0.3333333333333333,0.10582010582010581,0.6404494382022472,627.0,,,,43.0
43,0.09282617264485613,0.02919290211791643,51.0,1747.0,189.0,0.0,0.03809524008205959,0.13707483346973146,0.13707483346973146,0.14285714285714285,0.13227513227513227,0.6484210526315789,616.0,,,,44.0
44,0.09297398502167915,0.023617511520737326,41.0,1736.0,189.0,0.0,0.1,0.1922222226858139,0.1922222226858139,0.2,0.06878306878306878,0.6521739130434783,600.0,,,,45.0
45,0.09331888056759953,0.019241652518392757,34.0,1767.0,189.0,0.0,0.24285714328289032,0.29246031812259127,0.29246031812259127,0.5714285714285714,0.08994708994708994,0.6529535864978903,619.0,,,,46.0
46,0.09336815135987386,0.0216787103946637,39.0,1799.0,189.0,0.0,0.38333333656191826,0.41904762387275696,0.41904762387275696,0.75,0.10052910052910052,0.6374871266735325,619.0,,,,47.0
47,0.09386085928261727,0.029312288613303268,52.0,1774.0,189.0,0.0,0.2681818184527484,0.34646464816548606,0.34646464816548606,0.45454545454545453,0.13227513227513227,0.6542553191489362,615.0,,,,48.0
48,0.0939101300748916,0.018847006651884702,34.0,1804.0,189.0,0.0,0.0,0.1428571492433548,0.1428571492433548,0.0,0.08465608465608465,0.6514346439957492,613.0,,,,49.0
49,0.09425502562081198,0.029082774049217,52.0,1788.0,189.0,0.0,0.1666666679084301,0.2543154787272215,0.2543154787272215,0.25,0.12698412698412698,0.6525336091003102,631.0,,,,50.0
50,0.09459992116673237,0.02545655783065855,46.0,1807.0,189.0,0.0,0.1875000037252903,0.24027778208255768,0.24027778208255768,0.5,0.12169312169312169,0.6523109243697479,621.0,2.9,0.030341212068042224,0.7293803510413633,51.0
51,0.09474773354355538,0.021505376344086023,38.0,1767.0,189.0,0.0,0.09375,0.17430555634200573,0.17430555634200573,0.25,0.07407407407407407,0.6399155227032735,606.0,,,,52.0
52,0.09494481671265274,0.02032520325203252,35.0,1722.0,189.0,0.0,0.033333333830038704,0.13465608780582747,0.13465608780582747,0.16666666666666666,0.10582010582010581,0.6490486257928119,614.0,,,,53.0
53,0.09519117067402444,0.020915771622385528,37.0,1769.0,189.0,0.0,0.264285714498588,0.322505669934409,0.322505669934409,0.5,0.1164021164021164,0.6677350427350427,625.0,,,,54.0
54,0.09528971225857312,0.02383654937570942,42.0,1762.0,189.0,0.0,0.06666666766007741,0.159259262184302,0.159259262184302,0.3333333333333333,0.10052910052910052,0.6537216828478964,606.0,,,,55.0
55,0.09543752463539613,0.02395543175487465,43.0,1795.0,189.0,0.0,0.07500000111758709,0.1458333358168602,0.1458333358168602,0.375,0.1164021164021164,0.6722222222222223,605.0,,,,56.0
56,0.09588096176586519,0.024035774175517048,43.0,1789.0,189.0,0.0,0.037037038140826754,0.1359347469276852,0.1359347469276852,0.1111111111111111,0.13227513227513227,0.6516264428121721,621.0,,,,57.0
57,0.09607804493496255,0.025358324145534728,46.0,1814.0,189.0,0.0,0.24000000059604645,0.304444445669651,0.304444445669651,0.4,0.09523809523809523,0.6481675392670158,619.0,,,,58.0
58,0.0963736696886086,0.024608501118568233,44.0,1788.0,189.0,0.0,0.15476190618106297,0.23809524093355453,0.23809524093355453,0.42857142857142855,0.09523809523809523,0.6620616365568545,623.0,,,,59.0
59,0.09652148206543161,0.02236238532110092,39.0,1744.0,189.0,0.0,0.08333333333333333,0.1537037044763565,0.1537037044763565,0.3333333333333333,0.07407407407407407,0.6480505795574288,615.0,,,,60.0
60,0.0967678360268033,0.01564245810055866,28.0,1790.0,189.0,0.0,0.05,0.1344444453716278,0.1344444453716278,0.2,0.07407407407407407,0.6579770594369134,631.0,2.82,0.02476678058388654,0.7715603726186537,61.0
61,0.09681710681907765,0.01932633903920486,35.0,1811.0,189.0,0.0,0.08333333333333333,0.16798942039410272,0.16798942039410272,0.3333333333333333,0.10582010582010581,0.6244813278008299,602.0,,,,62.0
62,0.09701418998817501,0.025938189845474614,47.0,1812.0,189.0,0.0,0.05000000074505806,0.14986772711078325,0.14986772711078325,0.25,0.13227513227513227,0.6434689507494646,601.0,,,,63.0
63,0.09726054394954671,0.019966722129783693,36.0,1803.0,189.0,0.0,0.36666667213042575,0.38333333904544514,0.38333333904544514,0.8333333333333334,0.1111111111111111,0.638689866939611,624.0,,,,64.0
64,0.09735908553409539,0.01968503937007874,35.0,1778.0,189.0,0.0,0.5,0.5714285746216774,0.5714285746216774,0.5,0.10582010582010581,0.649364406779661,613.0,,,,65.0
65,0.09765471028774143,0.02247191011235955,40.0,1780.0,189.0,0.0,0.16041666828095913,0.21716270130127668,0.21716270130127668,0.5,0.13227513227513227,0.6503131524008351,623.0,,,,66.0
66,0.09809814741821049,0.03489026449071469,62.0,1777.0,189.0,0.0,0.02500000037252903,0.14568452816456556,0.14568452816456556,0.125,0.1164021164021164,0.6434599156118144,610.0,,,,67.0
67,0.09829523058730784,0.018456375838926176,33.0,1788.0,189.0,0.0,0.17500000074505806,0.22777777910232544,0.22777777910232544,0.5,0.09523809523809523,0.644927536231884,623.0,,,,68.0
68,0.09864012613322823,0.020068807339449542,35.0,1744.0,189.0,0.0,0.15476190618106297,0.22559524008205958,0.22559524008205958,0.42857142857142855,0.08465608465608465,0.6537656903765691,625.0,,,,69.0
69,0.09883720930232558,0.024198086662915026,43.0,1777.0,189.0,0.0,0.08333333333333333,0.19930555671453476,0.19930555671453476,0.16666666666666666,0.09523809523809523,0.6666666666666666,616.0,,,,70.0
70,0.09903429247142294,0.02127659574468085,37.0,1739.0,189.0,0.0,0.275,0.3396825402975082,0.3396825402975082,0.5,0.10582010582010581,0.6741935483870968,627.0,2.795,0.015904513819907873,0.7715873697646083,71.0
71,0.09928064643279463,0.02159090909090909,38.0,1760.0,189.0,0.0,0.1305555577079455,0.1884259283542633,0.1884259283542633,0.5,0.09523809523809523,0.6691973969631236,617.0,,,,72.0
72,0.09952700039416634,0.027195467422096317,48.0,1765.0,189.0,0.0,0.16666666915019354,0.21607143307725588,0.21607143307725588,0.5833333333333334,0.13756613756613756,0.6405579399141631,597.0,,,,73.0
73,0.09967481277098936,0.026003391746749576,46.0,1769.0,189.0,0.0,0.0,0.1179894208908081,0.1179894208908081,0.0,0.10582010582010581,0.6587982832618026,614.0,,,,74.0
74,0.09977335435553804,0.019897669130187607,35.0,1759.0,189.0,0.0,0.125,0.2083333358168602,0.2083333358168602,0.5,0.07407407407407407,0.6716101694915254,634.0,,,,75.0
75,0.10001970831690973,0.026077097505668934,46.0,1764.0,189.0,0.0,0.05,0.1394444450736046,0.1394444450736046,0.2,0.1111111111111111,0.6573875802997858,614.0,,,,76.0
76,0.1002167914860071,0.023228803716608595,40.0,1722.0,189.0,0.0,0.1875,0.2708333358168602,0.2708333358168602,0.5,0.1111111111111111,0.6680988184747583,622.0,,,,77.0
77,0.10031533307055578,0.02668213457076566,46.0,1724.0,189.0,0.0,0.3333333333333333,0.42222222437461215,0.42222222437461215,0.3333333333333333,0.14814814814814814,0.6561181434599156,622.0,,,,78.0
78,0.10046314544737879,0.02453271028037383,42.0,1712.0,189.0,0.0,0.4000000134110451,0.4000000134110451,0.4000000134110451,1.0,0.10052910052910052,0.6544276457883369,606.0,,,,79.0
79,0.10066022861647615,0.02167712492869367,38.0,1753.0,189.0,0.0,0.0800000011920929,0.15079365372657777,0.15079365372657777,0.4,0.1111111111111111,0.6423357664233577,616.0,,,,80.0
80,0.10070949940875049,0.025280898876404494,45.0,1780.0,189.0,0.0,0.17500000074505806,0.23750000074505806,0.23750000074505806,0.5,0.08465608465608465,0.6392931392931392,615.0,2.755,0.009341341867478883,0.630618252338098,81.0
81,0.10090658257784785,0.02345537757437071,41.0,1748.0,189.0,0.0,0.3666666686534882,0.4202380985021591,0.4202380985021591,0.6,0.10052910052910052,0.6524973432518597,614.0,,,,82.0
82,0.10115293653921956,0.022146507666098807,39.0,1761.0,189.0,0.0,0.11666666865348815,0.1833333358168602,0.1833333358168602,0.4,0.10582010582010581,0.6531483457844184,612.0,,,,83.0
83,0.10139929050059125,0.0166189111747851,29.0,1745.0,189.0,0.0,0.25,0.31666666865348814,0.31666666865348814,0.6,0.06878306878306878,0.6516264428121721,621.0,,,,84.0
84,0.10159637366968861,0.020524515393386546,36.0,1754.0,189.0,0.0,0.125,0.21609347810347876,0.21609347810347876,0.27777777777777773,0.09523809523809523,0.6706392199349945,619.0,,,,85.0
85,0.10164564446196295,0.026795895096921322,47.0,1754.0,189.0,0.0,0.0,0.1305555577079455,0.1305555577079455,0.0,0.12169312169312169,0.6691253951527925,635.0,,,,86.0
86,0.10184272763106031,0.019439679817038306,34.0,1749.0,189.0,0.0,0.05000000074505806,0.1583333369344473,0.1583333369344473,0.25,0.06878306878306878,0.6630552546045504,612.0,,,,87.0
87,0.10228616476152937,0.020809248554913295,36.0,1730.0,189.0,0.0,0.01666666716337204,0.13559524118900299,0.13559524118900299,0.05,0.07936507936507936,0.6498929336188437,607.0,,,,88.0
88,0.10258178951517541,0.030337078651685393,54.0,1780.0,189.0,0.0,0.08333333475249154,0.17772109167916433,0.17772109167916433,0.2857142857142857,0.13227513227513227,0.6501057082452432,615.0,,,,89.0
89,0.10263106030744974,0.018803418803418803,33.0,1755.0,189.0,0.0,0.17777778208255768,0.22539683183034262,0.22539683183034262,0.6666666666666666,0.10052910052910052,0.6637554585152838,608.0,,,,90.0
90,0.10287741426882144,0.020278099652375436,35.0,1726.0,189.0,0.0,0.07500000049670537,0.15482804427544275,0.15482804427544275,0.3333333333333333,0.10582010582010581,0.6539278131634819,616.0,2.69,0.005446913253175464,0.73322076603911,91.0
91,0.1030744974379188,0.022988505747126436,40.0,1740.0,189.0,0.0,0.0,0.10444444566965103,0.10444444566965103,0.0,0.08465608465608465,0.6587982832618026,614.0,,,,92.0
92,0.10322230981474183,0.026995979322228605,47.0,1741.0,189.0,0.0,0.0,0.13611111417412758,0.13611111417412758,0.0,0.08994708994708994,0.6434689507494646,601.0,,,,93.0
93,0.10346866377611352,0.022975301550832855,40.0,1741.0,189.0,0.0,0.31666666865348814,0.36138889044523237,0.36138889044523237,0.6,0.09523809523809523,0.6356837606837606,595.0,,,,94.0
94,0.10386283011430823,0.022675736961451247,40.0,1764.0,189.0,0.0,0.08333333395421505,0.16574901062995195,0.16574901062995195,0.3125,0.10052910052910052,0.6648351648351648,605.0,,,,95.0
95,0.10396137169885691,0.022675736961451247,40.0,1764.0,189.0,0.0,0.055555557211240135,0.15277777860562006,0.15277777860562006,0.16666666666666666,0.12698412698412698,0.6515311510031679,617.0,,,,96.0
96,0.10410918407567994,0.01738122827346466,30.0,1726.0,189.0,0.0,0.06666666766007741,0.15595238407452902,0.15595238407452902,0.3333333333333333,0.10052910052910052,0.6512378902045209,605.0,,,,97.0
97,0.10415845486795428,0.020289855072463767,35.0,1725.0,189.0,0.0,0.0,0.12261905024449031,0.12261905024449031,0.0,0.08465608465608465,0.660460021905805,603.0,,,,98.0
98,0.10425699645250296,0.018422567645365574,32.0,1737.0,189.0,0.0,0.10000000149011612,0.15000000223517418,0.15000000223517418,0.5,0.08465608465608465,0.6527929901423878,596.0,,,,99.0
99,0.10440480882932597,0.023111612175873732,41.0,1774.0,189.0,0.0,0.0,0.1626984179019928,0.1626984179019928,0.0,0.1111111111111111,0.6797872340425531,639.0,,,,100.0
