C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.2501  prec@K=0.0062  accepted=15  loss=0.5812  (2.1s)
Round    2/30  coverage=0.2501  prec@K=0.0046  accepted=11  loss=0.5779  (1.2s)
Round    3/30  coverage=0.2502  prec@K=0.0054  accepted=13  loss=0.5774  (1.1s)
Round    4/30  coverage=0.2502  prec@K=0.0012  accepted=3  loss=0.5701  (1.1s)
Round    5/30  coverage=0.2502  prec@K=0.0037  accepted=9  loss=0.5694  (0.9s)
Round    6/30  coverage=0.2503  prec@K=0.0030  accepted=7  loss=0.5626  (0.8s)
Round    7/30  coverage=0.2503  prec@K=0.0046  accepted=11  loss=0.5603  (0.9s)
Round    8/30  coverage=0.2503  prec@K=0.0025  accepted=6  loss=0.5531  (1.1s)
Round    9/30  coverage=0.2504  prec@K=0.0071  accepted=17  loss=0.5534  (1.0s)
Round   10/30  coverage=0.2504  prec@K=0.0033  accepted=8  loss=0.5469  (1.2s)
Round   11/30  coverage=0.2505  prec@K=0.0025  accepted=6  loss=0.5386  (2.3s)
Round   12/30  coverage=0.2505  prec@K=0.0029  accepted=7  loss=0.5348  (1.3s)
Round   13/30  coverage=0.2505  prec@K=0.0013  accepted=3  loss=0.5285  (1.2s)
Round   14/30  coverage=0.2505  prec@K=0.0025  accepted=6  loss=0.5264  (1.5s)
Round   15/30  coverage=0.2505  prec@K=0.0017  accepted=4  loss=0.5216  (1.4s)
Round   16/30  coverage=0.2506  prec@K=0.0034  accepted=8  loss=0.5204  (1.5s)
Round   17/30  coverage=0.2506  prec@K=0.0017  accepted=4  loss=0.5155  (1.4s)
Round   18/30  coverage=0.2506  prec@K=0.0008  accepted=2  loss=0.5121  (1.8s)
Round   19/30  coverage=0.2506  prec@K=0.0033  accepted=8  loss=0.5127  (1.8s)
Round   20/30  coverage=0.2507  prec@K=0.0013  accepted=3  loss=0.5087  (1.4s)
Round   21/30  coverage=0.2507  prec@K=0.0004  accepted=1  loss=0.5045  (2.7s)
Round   22/30  coverage=0.2507  prec@K=0.0017  accepted=4  loss=0.5043  (1.6s)
Round   23/30  coverage=0.2507  prec@K=0.0013  accepted=3  loss=0.5024  (1.9s)
Round   24/30  coverage=0.2507  prec@K=0.0021  accepted=5  loss=0.5024  (1.8s)
Round   25/30  coverage=0.2507  prec@K=0.0004  accepted=1  loss=0.4991  (1.8s)
Round   26/30  coverage=0.2507  prec@K=0.0016  accepted=4  loss=0.5015  (1.9s)
Round   27/30  coverage=0.2508  prec@K=0.0016  accepted=4  loss=0.5007  (1.9s)
Round   28/30  coverage=0.2508  prec@K=0.0008  accepted=2  loss=0.4980  (2.0s)
Round   29/30  coverage=0.2508  prec@K=0.0008  accepted=2  loss=0.4975  (2.0s)
Round   30/30  coverage=0.2508  prec@K=0.0021  accepted=5  loss=0.5001  (2.0s)

结果已写入 results\online\algo_sweep_sx_mathoverflow_v2_s0\sx_mathoverflow_gnn/rounds.csv
