C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.2501  prec@K=0.0112  accepted=27  loss=0.6999  (3.0s)
Round    2/30  coverage=0.2502  prec@K=0.0100  accepted=24  loss=0.6960  (1.9s)
Round    3/30  coverage=0.2503  prec@K=0.0107  accepted=26  loss=0.6918  (2.1s)
Round    4/30  coverage=0.2504  prec@K=0.0025  accepted=6  loss=0.6848  (1.8s)
Round    5/30  coverage=0.2504  prec@K=0.0012  accepted=3  loss=0.6755  (1.5s)
Round    6/30  coverage=0.2504  prec@K=0.0017  accepted=4  loss=0.6665  (1.7s)
Round    7/30  coverage=0.2504  prec@K=0.0012  accepted=3  loss=0.6564  (1.7s)
Round    8/30  coverage=0.2504  prec@K=0.0021  accepted=5  loss=0.6480  (2.1s)
Round    9/30  coverage=0.2505  prec@K=0.0029  accepted=7  loss=0.6388  (1.4s)
Round   10/30  coverage=0.2505  prec@K=0.0021  accepted=5  loss=0.6302  (1.8s)
Round   11/30  coverage=0.2505  prec@K=0.0041  accepted=10  loss=0.6176  (2.9s)
Round   12/30  coverage=0.2506  prec@K=0.0037  accepted=9  loss=0.6088  (2.1s)
Round   13/30  coverage=0.2506  prec@K=0.0029  accepted=7  loss=0.5957  (1.7s)
Round   14/30  coverage=0.2506  prec@K=0.0029  accepted=7  loss=0.5832  (1.8s)
Round   15/30  coverage=0.2506  prec@K=0.0021  accepted=5  loss=0.5693  (1.8s)
Round   16/30  coverage=0.2507  prec@K=0.0021  accepted=5  loss=0.5555  (1.8s)
Round   17/30  coverage=0.2507  prec@K=0.0017  accepted=4  loss=0.5448  (1.9s)
Round   18/30  coverage=0.2507  prec@K=0.0012  accepted=3  loss=0.5356  (2.3s)
Round   19/30  coverage=0.2508  prec@K=0.0054  accepted=13  loss=0.5280  (2.4s)
Round   20/30  coverage=0.2508  prec@K=0.0017  accepted=4  loss=0.5175  (2.1s)
Round   21/30  coverage=0.2508  prec@K=0.0004  accepted=1  loss=0.5028  (3.4s)
Round   22/30  coverage=0.2508  prec@K=0.0029  accepted=7  loss=0.4984  (2.2s)
Round   23/30  coverage=0.2508  prec@K=0.0021  accepted=5  loss=0.4915  (2.5s)
Round   24/30  coverage=0.2509  prec@K=0.0021  accepted=5  loss=0.4856  (2.3s)
Round   25/30  coverage=0.2509  prec@K=0.0029  accepted=7  loss=0.4828  (1.7s)
Round   26/30  coverage=0.2509  prec@K=0.0016  accepted=4  loss=0.4809  (1.9s)
Round   27/30  coverage=0.2509  prec@K=0.0016  accepted=4  loss=0.4789  (1.7s)
Round   28/30  coverage=0.2509  prec@K=0.0029  accepted=7  loss=0.4748  (2.1s)
Round   29/30  coverage=0.2510  prec@K=0.0033  accepted=8  loss=0.4744  (2.0s)
Round   30/30  coverage=0.2510  prec@K=0.0029  accepted=7  loss=0.4770  (1.9s)

结果已写入 results\online\algo_sweep_sx_mathoverflow_v2_s0\sx_mathoverflow_gnn_h32/rounds.csv
