round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
0,0.2499912020364353,0.0,0.0,2718.0,303.0,0.0,0.0,0.12521815008726003,287.0,4.375,0.002586959776663924,0.01075811431559327,0.0,,,,,,,,
1,0.25000293265452156,0.00037257824143070045,1.0,2684.0,303.0,0.0,0.0033003300330033004,0.1274165202108963,290.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,0.25001466327260785,0.00037509377344336085,1.0,2666.0,303.0,0.0,0.0,0.1334527541424093,298.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0
3,0.25001466327260785,0.0,0.0,2640.0,303.0,0.0,0.0,0.13315696649029982,302.0,,,,0.0,,,,,,,,
4,0.25001466327260785,0.0,0.0,2674.0,303.0,0.0,0.0,0.130779392338177,297.0,,,,0.0,,,,,,,,
5,0.25001466327260785,0.0,0.0,2648.0,303.0,0.0,0.0,0.13300711743772242,299.0,,,,0.0,,,,,,,,
6,0.25001466327260785,0.0,0.0,2674.0,303.0,0.0,0.0,0.13360142984807863,299.0,,,,0.0,,,,,,,,
7,0.25001466327260785,0.0,0.0,2758.0,303.0,0.0,0.0,0.12816116588084012,299.0,,,,0.0,,,,,,,,
8,0.2500263938906941,0.0003718854592785422,1.0,2689.0,303.0,0.0,0.0,0.12868284228769497,297.0,,,,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.0
9,0.2500381245087804,0.0003757985719654265,1.0,2661.0,303.0,0.0,0.0033003300330033004,0.12876830318690785,299.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,0.2500498551268666,0.00038022813688212925,1.0,2630.0,303.0,0.0,0.0,0.13404349755881048,302.0,3.152542372881356,0.0025493105928166004,0.010753203781472796,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.2,1.0
11,0.2500498551268666,0.0,0.0,2665.0,303.0,0.0,0.0,0.13095238095238096,297.0,,,,0.0,,,,,,,,
12,0.2500498551268666,0.0,0.0,2685.0,303.0,0.0,0.0,0.1311619718309859,298.0,,,,0.0,,,,,,,,
13,0.2500615857449529,0.0003734129947722181,1.0,2678.0,303.0,0.0,0.0,0.13142857142857142,299.0,,,,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0
14,0.25007331636303914,0.00038066235249333843,1.0,2627.0,303.0,0.0,0.0,0.132857779759251,298.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0
15,0.25008504698112544,0.0003652300949598247,1.0,2738.0,303.0,0.0,0.0,0.12801402893467778,292.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
16,0.25008504698112544,0.0,0.0,2667.0,303.0,0.0,0.0,0.12786745964316057,301.0,,,,0.0,,,,,,,,
17,0.25008504698112544,0.0,0.0,2758.0,303.0,0.0,0.0,0.12689713322091062,301.0,,,,0.0,,,,,,,,
18,0.25009677759921173,0.0003787878787878788,1.0,2640.0,303.0,0.0,0.0,0.1297676457693994,296.0,,,,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.0
19,0.25009677759921173,0.0,0.0,2722.0,303.0,0.0,0.0,0.1307218309859155,297.0,,,,0.0,,,,,,,,
20,0.25009677759921173,0.0,0.0,2618.0,303.0,0.0,0.0,0.13258928571428572,297.0,4.014084507042254,0.0025088553634008276,0.01077518284517533,0.0,,,,,,,,
21,0.25009677759921173,0.0,0.0,2701.0,303.0,0.0,0.0,0.13095238095238096,297.0,,,,0.0,,,,,,,,
22,0.25010850821729796,0.0003677822728944465,1.0,2719.0,303.0,0.0,0.0,0.12818299525248167,297.0,,,,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
23,0.25010850821729796,0.0,0.0,2677.0,303.0,0.0,0.0,0.13066432028156622,297.0,,,,0.0,,,,,,,,
24,0.25010850821729796,0.0,0.0,2743.0,303.0,0.0,0.0,0.1264855687606112,298.0,,,,0.0,,,,,,,,
25,0.25010850821729796,0.0,0.0,2752.0,303.0,0.0,0.0,0.12384550797649034,295.0,,,,0.0,,,,,,,,
26,0.25012023883538426,0.00037383177570093456,1.0,2675.0,303.0,0.0,0.0,0.13333333333333333,302.0,,,,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.0
27,0.25012023883538426,0.0,0.0,2711.0,303.0,0.0,0.0,0.12785191562634524,297.0,,,,0.0,,,,,,,,
28,0.25012023883538426,0.0,0.0,2751.0,303.0,0.0,0.0,0.12568536482496837,298.0,,,,0.0,,,,,,,,
29,0.25012023883538426,0.0,0.0,2646.0,303.0,0.0,0.0,0.13110426748790144,298.0,,,,0.0,,,,,,,,
