C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/100  coverage=0.2701  prec@K=0.0605  accepted=111  loss=nan  (0.1s)
Round    2/100  coverage=0.2985  prec@K=0.0862  accepted=157  loss=nan  (0.1s)
Round    3/100  coverage=0.3197  prec@K=0.0641  accepted=117  loss=nan  (0.0s)
Round    4/100  coverage=0.3362  prec@K=0.0490  accepted=91  loss=nan  (0.0s)
Round    5/100  coverage=0.3544  prec@K=0.0543  accepted=100  loss=nan  (0.0s)
Round    6/100  coverage=0.3694  prec@K=0.0456  accepted=83  loss=nan  (0.0s)
Round    7/100  coverage=0.3839  prec@K=0.0430  accepted=80  loss=nan  (0.0s)
Round    8/100  coverage=0.3982  prec@K=0.0432  accepted=79  loss=nan  (0.1s)
Round    9/100  coverage=0.4080  prec@K=0.0292  accepted=54  loss=nan  (0.1s)
Round   10/100  coverage=0.4191  prec@K=0.0331  accepted=61  loss=nan  (0.1s)
Round   11/100  coverage=0.4285  prec@K=0.0284  accepted=52  loss=nan  (0.1s)
Round   12/100  coverage=0.4325  prec@K=0.0119  accepted=22  loss=nan  (0.1s)
Round   13/100  coverage=0.4381  prec@K=0.0168  accepted=31  loss=nan  (0.1s)
Round   14/100  coverage=0.4437  prec@K=0.0168  accepted=31  loss=nan  (0.1s)
Round   15/100  coverage=0.4504  prec@K=0.0202  accepted=37  loss=nan  (0.1s)
Round   16/100  coverage=0.4591  prec@K=0.0260  accepted=48  loss=nan  (0.1s)
Round   17/100  coverage=0.4658  prec@K=0.0201  accepted=37  loss=nan  (0.1s)
Round   18/100  coverage=0.4700  prec@K=0.0126  accepted=23  loss=nan  (0.1s)
Round   19/100  coverage=0.4747  prec@K=0.0142  accepted=26  loss=nan  (0.1s)
Round   20/100  coverage=0.4778  prec@K=0.0093  accepted=17  loss=nan  (0.1s)
Round   21/100  coverage=0.4794  prec@K=0.0048  accepted=9  loss=nan  (0.1s)
Round   22/100  coverage=0.4807  prec@K=0.0038  accepted=7  loss=nan  (0.1s)
Round   23/100  coverage=0.4816  prec@K=0.0027  accepted=5  loss=nan  (0.1s)
Round   24/100  coverage=0.4823  prec@K=0.0022  accepted=4  loss=nan  (0.1s)
Round   25/100  coverage=0.4834  prec@K=0.0033  accepted=6  loss=nan  (0.1s)
Round   26/100  coverage=0.4838  prec@K=0.0011  accepted=2  loss=nan  (0.1s)
Round   27/100  coverage=0.4849  prec@K=0.0033  accepted=6  loss=nan  (0.1s)
Round   28/100  coverage=0.4860  prec@K=0.0033  accepted=6  loss=nan  (0.1s)
Round   29/100  coverage=0.4876  prec@K=0.0048  accepted=9  loss=nan  (0.1s)
Round   30/100  coverage=0.4905  prec@K=0.0087  accepted=16  loss=nan  (0.1s)
Round   31/100  coverage=0.4923  prec@K=0.0054  accepted=10  loss=nan  (0.2s)
Round   32/100  coverage=0.4936  prec@K=0.0038  accepted=7  loss=nan  (0.1s)
Round   33/100  coverage=0.4945  prec@K=0.0027  accepted=5  loss=nan  (0.1s)
Round   34/100  coverage=0.4948  prec@K=0.0011  accepted=2  loss=nan  (0.1s)
Round   35/100  coverage=0.4957  prec@K=0.0027  accepted=5  loss=nan  (0.1s)
Round   36/100  coverage=0.4961  prec@K=0.0011  accepted=2  loss=nan  (0.1s)
