C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/100  coverage=0.2693  prec@K=0.0583  accepted=107  loss=nan  (0.1s)
Round    2/100  coverage=0.2906  prec@K=0.0641  accepted=117  loss=nan  (0.1s)
Round    3/100  coverage=0.3063  prec@K=0.0472  accepted=87  loss=nan  (0.0s)
Round    4/100  coverage=0.3210  prec@K=0.0441  accepted=81  loss=nan  (0.0s)
Round    5/100  coverage=0.3330  prec@K=0.0361  accepted=66  loss=nan  (0.0s)
Round    6/100  coverage=0.3442  prec@K=0.0338  accepted=62  loss=nan  (0.0s)
Round    7/100  coverage=0.3525  prec@K=0.0249  accepted=46  loss=nan  (0.0s)
Round    8/100  coverage=0.3654  prec@K=0.0384  accepted=71  loss=nan  (0.1s)
Round    9/100  coverage=0.3728  prec@K=0.0221  accepted=41  loss=nan  (0.1s)
Round   10/100  coverage=0.3812  prec@K=0.0247  accepted=46  loss=nan  (0.1s)
Round   11/100  coverage=0.3863  prec@K=0.0152  accepted=28  loss=nan  (0.1s)
Round   12/100  coverage=0.3912  prec@K=0.0146  accepted=27  loss=nan  (0.1s)
Round   13/100  coverage=0.3953  prec@K=0.0124  accepted=23  loss=nan  (0.1s)
Round   14/100  coverage=0.3970  prec@K=0.0049  accepted=9  loss=nan  (0.1s)
Round   15/100  coverage=0.3980  prec@K=0.0033  accepted=6  loss=nan  (0.1s)
Round   16/100  coverage=0.3999  prec@K=0.0054  accepted=10  loss=nan  (0.1s)
Round   17/100  coverage=0.4011  prec@K=0.0038  accepted=7  loss=nan  (0.1s)
Round   18/100  coverage=0.4035  prec@K=0.0070  accepted=13  loss=nan  (0.1s)
Round   19/100  coverage=0.4047  prec@K=0.0038  accepted=7  loss=nan  (0.1s)
Round   20/100  coverage=0.4067  prec@K=0.0059  accepted=11  loss=nan  (0.1s)
Round   21/100  coverage=0.4078  prec@K=0.0032  accepted=6  loss=nan  (0.1s)
Round   22/100  coverage=0.4086  prec@K=0.0022  accepted=4  loss=nan  (0.1s)
