round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,auc_feedback,uauc_feedback,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
0,0.49999780693097534,0.0,0.0,2406.0,247.0,0.0,0.0,0.11637931034482758,243.0,1.9880952380952381,0.1621236190830198,0.00653214597497562,0.0,,,,,,,,,,
1,0.5000021930690246,0.0004161464835622139,1.0,2403.0,247.0,0.0,0.004048582995951417,0.1156985117618819,241.0,,,,0.0,0.3132805995004163,0.9444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,0.5000065792070739,0.00041597337770382697,1.0,2404.0,247.0,0.0,0.0,0.11744639376218323,241.0,,,,0.0,0.09883478984602578,0.5,0.0,0.0,0.0,0.0,0.2,1.0,0.2,1.0
3,0.5000153514831726,0.0008264462809917355,2.0,2420.0,247.0,0.0,0.004048582995951417,0.11764705882352941,240.0,,,,0.0,0.44117038875103387,0.6666666666666667,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
4,0.5000285098973205,0.0012552301255230125,3.0,2390.0,247.0,0.0,0.004048582995951417,0.11903590752582391,242.0,,,,0.0,0.3665689149560117,0.4444444444444445,0.3333333333333333,0.3333333333333333,0.611111111111111,1.0,0.611111111111111,1.0,0.611111111111111,1.0
5,0.5000372821734191,0.0008329862557267805,2.0,2401.0,247.0,0.0,0.0,0.11986131748390293,242.0,,,,0.0,0.18716131721550644,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.12142857142857143,1.0
6,0.5000504405875671,0.0012279983626688497,3.0,2443.0,247.0,0.0,0.008097165991902834,0.11499760421657883,240.0,,,,0.0,0.5241803278688524,0.671875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,0.5000899158300108,0.003789473684210526,9.0,2375.0,247.0,0.0,0.008097165991902834,0.11534749034749035,239.0,,,,0.0,0.2366159481544097,0.6031746031746031,0.2857142857142857,0.2857142857142857,0.33333333333333337,0.42857142857142855,0.33333333333333337,0.42857142857142855,0.4251700680272109,1.0
8,0.5000943019680602,0.00041288191577208916,1.0,2422.0,247.0,0.0,0.0,0.1159559175850503,242.0,,,,0.0,0.7038413878562577,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
9,0.5001074603822081,0.0012547051442910915,3.0,2391.0,247.0,0.0,0.004048582995951417,0.11831124202258222,241.0,,,,0.0,0.7079145728643216,0.8425925925925926,0.3333333333333333,0.3333333333333333,0.611111111111111,1.0,0.611111111111111,1.0,0.611111111111111,1.0
10,0.5001250049344053,0.0016406890894175555,4.0,2438.0,247.0,0.0,0.008097165991902834,0.11611030478955008,240.0,1.9695121951219512,0.16199228150137923,0.00653214597497562,0.0,0.38871199671322926,0.8333333333333333,0.5,0.5,0.625,0.75,0.625,0.75,0.6607142857142857,1.0
11,0.5001293910724546,0.0004152823920265781,1.0,2408.0,247.0,0.0,0.004048582995951417,0.1145631067961165,236.0,,,,0.0,0.044869131699210585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,0.5001381633485532,0.0008203445447087777,2.0,2438.0,247.0,0.0,0.004048582995951417,0.11650023775558725,245.0,,,,0.0,0.13854679802955663,0.8888888888888888,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
13,0.5001469356246518,0.0008322929671244278,2.0,2403.0,247.0,0.0,0.004048582995951417,0.1192705766387383,242.0,,,,0.0,0.21418159100374842,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5555555555555556,1.0
14,0.5001600940387998,0.0012494793835901709,3.0,2401.0,247.0,0.0,0.004048582995951417,0.1187192118226601,241.0,,,,0.0,0.21886294134000556,0.5370370370370371,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.6666666666666666,0.4583333333333333,1.0
15,0.5001732524529477,0.0012234910277324632,3.0,2452.0,247.0,0.0,0.004048582995951417,0.11564299424184261,241.0,,,,0.0,0.2307064107799102,0.7407407407407408,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.5111111111111111,1.0,0.5111111111111111,1.0
16,0.5001995692812435,0.0025020850708924102,6.0,2398.0,247.0,0.0,0.016194331983805668,0.11964549483013294,243.0,,,,0.0,0.21359392419175027,0.7314814814814815,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7083333333333334,0.8333333333333334,0.725,1.0
17,0.5002127276953915,0.001258917331095258,3.0,2383.0,247.0,0.0,0.004048582995951417,0.11592791037506088,238.0,,,,0.0,0.5119047619047619,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.48333333333333334,1.0,0.48333333333333334,1.0
18,0.5002390445236874,0.0025031289111389237,6.0,2397.0,247.0,0.0,0.012145748987854251,0.11932938856015779,242.0,,,,0.0,0.09030391746828383,0.7314814814814815,0.5,0.5,0.5,0.5,0.5416666666666666,0.6666666666666666,0.5787037037037037,1.0
19,0.5002522029378352,0.0012290045063498567,3.0,2441.0,247.0,0.0,0.008097165991902834,0.11584490186692198,242.0,,,,0.0,0.17596390484003277,0.6481481481481481,0.6666666666666666,0.6666666666666666,0.8333333333333334,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0
20,0.5002785197661311,0.0025284450063211127,6.0,2373.0,247.0,0.0,0.008097165991902834,0.12024048096192384,240.0,1.9404761904761905,0.161877629004757,0.006508444130807191,0.0,0.2798549500070412,0.6104166666666666,0.4,0.4,0.4666666666666666,0.6,0.4666666666666666,0.6,0.5222222222222223,1.0
21,0.5002960643183284,0.0016488046166529267,4.0,2426.0,247.0,0.0,0.008097165991902834,0.1178484107579462,241.0,,,,0.0,0.326537985136251,0.8194444444444444,0.5,0.5,0.625,0.75,0.625,0.75,0.65,1.0
22,0.5003136088705256,0.0016440608302507192,4.0,2433.0,247.0,0.0,0.012145748987854251,0.11504854368932038,237.0,,,,0.0,0.3464903252367229,0.875,0.75,0.75,0.75,0.75,0.75,0.75,0.7777777777777778,1.0
23,0.5003311534227228,0.0016806722689075631,4.0,2380.0,247.0,0.0,0.008097165991902834,0.11890243902439024,234.0,,,,0.0,0.3430660774410774,0.6388888888888888,0.5,0.5,0.5,0.5,0.5,0.5,0.5634920634920635,1.0
24,0.5003443118368708,0.0012489592006661116,3.0,2402.0,247.0,0.0,0.008097165991902834,0.11670822942643391,234.0,,,,0.0,0.1921634014172572,0.9629629629629629,0.6666666666666666,0.6666666666666666,0.8333333333333334,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0
25,0.5003574702510187,0.0012350761630300535,3.0,2429.0,247.0,0.0,0.004048582995951417,0.11776348342404751,238.0,,,,0.0,0.19826875515251438,0.9259259259259259,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
26,0.5003750148032159,0.0016556291390728477,4.0,2416.0,247.0,0.0,0.004048582995951417,0.12264631043256997,241.0,,,,0.0,0.13640132669983412,0.6111111111111112,0.25,0.25,0.25,0.25,0.3625,0.75,0.4041666666666667,1.0
27,0.5003881732173638,0.0012573344509639564,3.0,2386.0,247.0,0.0,0.008097165991902834,0.12190187152250885,241.0,,,,0.0,0.11917750734368443,0.5925925925925926,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7000000000000001,1.0
28,0.5004013316315118,0.0012285012285012285,3.0,2442.0,247.0,0.0,0.008097165991902834,0.12019704433497537,244.0,,,,0.0,0.1813584802514692,0.9629629629629629,0.6666666666666666,0.6666666666666666,0.8333333333333334,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0
29,0.5004320345978569,0.002932551319648094,7.0,2387.0,247.0,0.0,0.024291497975708502,0.11715686274509804,239.0,,,,0.0,0.2889855942376951,0.880952380952381,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.875,1.0
