C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/500  coverage=0.2539  prec@K=0.0476  accepted=79  loss=0.6720  (0.6s)
Round   51/500  coverage=0.3066  prec@K=0.0045  accepted=8  loss=0.2934  (0.4s)
Round  101/500  coverage=0.3175  prec@K=0.0012  accepted=2  loss=0.0445  (0.4s)
Round  151/500  coverage=0.3225  prec@K=0.0011  accepted=2  loss=0.0185  (0.4s)
Round  201/500  coverage=0.3250  prec@K=0.0006  accepted=1  loss=0.0104  (0.4s)
Round  251/500  coverage=0.3258  prec@K=0.0006  accepted=1  loss=0.0084  (0.4s)
Round  301/500  coverage=0.3264  prec@K=0.0000  accepted=0  loss=0.0041  (0.4s)
Round  351/500  coverage=0.3269  prec@K=0.0000  accepted=0  loss=0.0035  (0.4s)
Round  401/500  coverage=0.3273  prec@K=0.0000  accepted=0  loss=0.0033  (0.4s)
Round  451/500  coverage=0.3275  prec@K=0.0000  accepted=0  loss=0.0032  (0.3s)

结果已写入 results\online\algo_sweep_init025_cd_hard0\college_msg_gnn_concat/rounds.csv
