C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/500  coverage=0.2526  prec@K=0.0227  accepted=64  loss=nan  (0.1s)
Round   51/500  coverage=0.3950  prec@K=0.0053  accepted=18  loss=nan  (0.3s)
Round  101/500  coverage=0.4086  prec@K=0.0014  accepted=5  loss=nan  (0.3s)
Round  151/500  coverage=0.4136  prec@K=0.0006  accepted=2  loss=nan  (0.3s)
Round  201/500  coverage=0.4171  prec@K=0.0000  accepted=0  loss=nan  (0.3s)
Round  251/500  coverage=0.4199  prec@K=0.0000  accepted=0  loss=nan  (0.3s)
Round  301/500  coverage=0.4212  prec@K=0.0006  accepted=2  loss=nan  (0.3s)
Round  351/500  coverage=0.4231  prec@K=0.0000  accepted=0  loss=nan  (0.3s)
Round  401/500  coverage=0.4242  prec@K=0.0000  accepted=0  loss=nan  (0.3s)
Round  451/500  coverage=0.4249  prec@K=0.0000  accepted=0  loss=nan  (0.4s)

结果已写入 results\online\algo_sweep_init025\bitcoin_alpha_jaccard/rounds.csv
