C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/500  coverage=0.2547  prec@K=0.0173  accepted=26  loss=0.6566  (0.1s)
Round   51/500  coverage=0.3902  prec@K=0.0000  accepted=0  loss=nan  (0.1s)
Round  101/500  coverage=0.4058  prec@K=0.0006  accepted=1  loss=0.5880  (0.1s)
Round  151/500  coverage=0.4091  prec@K=0.0005  accepted=1  loss=0.5767  (0.1s)
Round  201/500  coverage=0.4105  prec@K=0.0011  accepted=2  loss=0.5696  (0.1s)
Round  251/500  coverage=0.4133  prec@K=0.0006  accepted=1  loss=0.5628  (0.1s)
Round  301/500  coverage=0.4138  prec@K=0.0006  accepted=1  loss=0.5598  (0.1s)
Round  351/500  coverage=0.4145  prec@K=0.0000  accepted=0  loss=nan  (0.1s)
Round  401/500  coverage=0.4154  prec@K=0.0000  accepted=0  loss=nan  (0.1s)
Round  451/500  coverage=0.4158  prec@K=0.0000  accepted=0  loss=nan  (0.1s)

结果已写入 results\online\algo_sweep_init025\dnc_email_mlp/rounds.csv
