C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/500  coverage=0.3029  prec@K=0.0345  accepted=59  loss=0.7314  (0.6s)
Round   51/500  coverage=0.3780  prec@K=0.0056  accepted=10  loss=0.6195  (0.4s)
Round  101/500  coverage=0.3915  prec@K=0.0011  accepted=2  loss=0.2462  (0.4s)
Round  151/500  coverage=0.3962  prec@K=0.0000  accepted=0  loss=0.0183  (0.4s)
Round  201/500  coverage=0.3982  prec@K=0.0006  accepted=1  loss=0.0137  (0.4s)
Round  251/500  coverage=0.3994  prec@K=0.0000  accepted=0  loss=0.0036  (0.4s)
Round  301/500  coverage=0.4000  prec@K=0.0000  accepted=0  loss=0.0034  (0.5s)
Round  351/500  coverage=0.4007  prec@K=0.0000  accepted=0  loss=0.0022  (0.4s)
Round  401/500  coverage=0.4008  prec@K=0.0000  accepted=0  loss=0.0023  (0.4s)
Round  451/500  coverage=0.4009  prec@K=0.0000  accepted=0  loss=0.0024  (0.4s)

结果已写入 results\online\algo_sweep_init030\college_msg_gnn/rounds.csv
