C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/500  coverage=0.3144  prec@K=0.3782  accepted=360  loss=0.6823  (0.5s)
Round   51/500  coverage=0.5272  prec@K=0.0154  accepted=15  loss=0.5426  (0.5s)
Round  101/500  coverage=0.5433  prec@K=0.0020  accepted=2  loss=0.2526  (0.6s)
Round  151/500  coverage=0.5482  prec@K=0.0010  accepted=1  loss=0.0088  (0.6s)
Round  201/500  coverage=0.5504  prec@K=0.0010  accepted=1  loss=0.0128  (0.6s)
Round  251/500  coverage=0.5510  prec@K=0.0000  accepted=0  loss=0.0021  (0.6s)
Round  301/500  coverage=0.5514  prec@K=0.0010  accepted=1  loss=0.0114  (0.6s)
Round  351/500  coverage=0.5516  prec@K=0.0000  accepted=0  loss=0.0010  (0.5s)
Round  401/500  coverage=0.5517  prec@K=0.0000  accepted=0  loss=0.0007  (0.6s)
Round  451/500  coverage=0.5518  prec@K=0.0000  accepted=0  loss=0.0011  (0.5s)

结果已写入 results\online\algo_sweep_init030\email_eu_gnn_sum/rounds.csv
