C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/500  coverage=0.3089  prec@K=0.0301  accepted=49  loss=0.6617  (0.6s)
Round   51/500  coverage=0.4009  prec@K=0.0011  accepted=2  loss=0.4578  (0.4s)
Round  101/500  coverage=0.4066  prec@K=0.0000  accepted=0  loss=0.0845  (0.5s)
Round  151/500  coverage=0.4075  prec@K=0.0000  accepted=0  loss=0.0052  (0.4s)
Round  201/500  coverage=0.4080  prec@K=0.0000  accepted=0  loss=0.0017  (0.4s)
Round  251/500  coverage=0.4100  prec@K=0.0006  accepted=1  loss=0.0083  (0.4s)
Round  301/500  coverage=0.4109  prec@K=0.0000  accepted=0  loss=0.0008  (0.4s)
Round  351/500  coverage=0.4116  prec@K=0.0000  accepted=0  loss=0.0007  (0.4s)
Round  401/500  coverage=0.4122  prec@K=0.0000  accepted=0  loss=0.0006  (0.4s)
Round  451/500  coverage=0.4127  prec@K=0.0000  accepted=0  loss=0.0006  (0.4s)

结果已写入 results\online\algo_sweep_init030\dnc_email_gnn_concat/rounds.csv
