C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/500  coverage=0.3060  prec@K=0.0473  accepted=147  loss=0.6107  (0.8s)
Round   51/500  coverage=0.4737  prec@K=0.0024  accepted=8  loss=0.5443  (1.1s)
Round  101/500  coverage=0.4898  prec@K=0.0024  accepted=8  loss=0.4445  (0.9s)
Round  151/500  coverage=0.4945  prec@K=0.0003  accepted=1  loss=0.0386  (0.9s)
Round  201/500  coverage=0.4974  prec@K=0.0006  accepted=2  loss=0.0134  (1.0s)
Round  251/500  coverage=0.4993  prec@K=0.0003  accepted=1  loss=0.0117  (0.9s)
Round  301/500  coverage=0.4998  prec@K=0.0000  accepted=0  loss=0.0013  (0.9s)
Round  351/500  coverage=0.5001  prec@K=0.0003  accepted=1  loss=0.0082  (0.9s)
Round  401/500  coverage=0.5004  prec@K=0.0000  accepted=0  loss=0.0009  (0.8s)
Round  451/500  coverage=0.5005  prec@K=0.0000  accepted=0  loss=0.0008  (0.9s)

结果已写入 results\online\algo_sweep_init030\bitcoin_alpha_gnn_sum/rounds.csv
