round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,mrr@5,mrr@10,mrr@20,hits@5,hit_rate@5,rec_coverage@5,novelty,clustering_diff,degree_kl,replay_size
10,0.05641505715411904,0.012013729977116704,21.0,1748.0,189.0,0.0,1.0,1.0,1.0,1.0,0.05291005291005291,0.37651395471300686,3.4210526315789473,0.07922895073187505,0.4776516305949405,0.0
11,0.05671068190776508,0.0036275695284159614,6.0,1654.0,189.0,0.0,1.0,1.0,1.0,1.0,0.021164021164021163,0.3565034228541338,3.515625,,,0.0
12,0.057252660622782815,0.006362058993637941,11.0,1729.0,189.0,0.0,1.0,1.0,1.0,1.0,0.026455026455026454,0.37072143233280674,4.363636363636363,,,0.0
13,0.05764682696097753,0.004750593824228029,8.0,1684.0,189.0,0.0,1.0,1.0,1.0,1.0,0.031746031746031744,0.3770405476566614,3.422222222222222,,,0.0
14,0.05818880567599527,0.006470588235294118,11.0,1700.0,189.0,0.0,1.0,1.0,1.0,1.0,0.037037037037037035,0.36018957345971564,3.6818181818181817,,,0.0
15,0.05878005518328735,0.006868918145392101,12.0,1747.0,189.0,0.0,1.0,1.0,1.0,1.0,0.037037037037037035,0.3723012111637704,4.338709677419355,,,0.0
16,0.059174221521482065,0.0046430644225188625,8.0,1723.0,189.0,0.0,1.0,1.0,1.0,1.0,0.026455026455026454,0.36492890995260663,3.32,,,0.0
17,0.05937130469057943,0.002288329519450801,4.0,1748.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.3638757240652975,3.2714285714285714,,,0.0
18,0.05976547102877414,0.004608294930875576,8.0,1736.0,189.0,0.0,1.0,1.0,1.0,1.0,0.026455026455026454,0.37756714060031593,3.6296296296296298,,,0.0
19,0.06001182499014584,0.003073140749846343,5.0,1627.0,189.0,0.0,1.0,1.0,1.0,1.0,0.021164021164021163,0.3559768299104792,3.5652173913043477,,,0.0
20,0.06035672053606622,0.00398406374501992,7.0,1757.0,189.0,0.0,1.0,1.0,1.0,1.0,0.021164021164021163,0.3817798841495524,4.09433962264151,0.07727614907364308,0.5661940162872179,0.0
21,0.06055380370516358,0.002328288707799767,4.0,1718.0,189.0,0.0,1.0,1.0,1.0,1.0,0.010582010582010581,0.3796735123749342,3.326530612244898,,,0.0
22,0.0609479700433583,0.004672897196261682,8.0,1712.0,189.0,0.0,1.0,1.0,1.0,1.0,0.021164021164021163,0.3696682464454976,3.763157894736842,,,0.0
23,0.06134213638155302,0.004624277456647399,8.0,1730.0,189.0,0.0,1.0,1.0,1.0,1.0,0.026455026455026454,0.3791469194312796,4.3,,,0.0
24,0.06148994875837603,0.0017251293847038527,3.0,1739.0,189.0,0.0,1.0,1.0,1.0,1.0,0.005291005291005291,0.36492890995260663,4.1395348837209305,,,0.0
25,0.06168703192747339,0.002385211687537269,4.0,1677.0,189.0,0.0,1.0,1.0,1.0,1.0,0.010582010582010581,0.358609794628752,3.8043478260869565,,,0.0
26,0.061982656681119436,0.003482298316889147,6.0,1723.0,189.0,0.0,1.0,1.0,1.0,1.0,0.021164021164021163,0.3691416535018431,4.411764705882353,,,0.0
27,0.06208119826566811,0.001177856301531213,2.0,1698.0,189.0,0.0,1.0,1.0,1.0,1.0,0.010582010582010581,0.36545550289626116,3.3,,,0.0
28,0.06232755222703981,0.002880184331797235,5.0,1736.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.3712480252764613,2.978723404255319,,,0.0
29,0.06272171856523454,0.00463768115942029,8.0,1725.0,189.0,0.0,1.0,1.0,1.0,1.0,0.026455026455026454,0.36598209583991576,3.3333333333333335,,,0.0
30,0.06291880173433188,0.0024110910186859553,4.0,1659.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.3522906793048973,3.6666666666666665,0.07700729853864975,0.5496860334712366,0.0
31,0.06336223886480094,0.0052662375658279695,9.0,1709.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.35755660874144285,3.0344827586206895,,,0.0
32,0.06375640520299566,0.004689331770222743,8.0,1706.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.3675618746708794,3.1515151515151514,,,0.0
33,0.06410130074891604,0.0040114613180515755,7.0,1745.0,189.0,0.0,1.0,1.0,1.0,1.0,0.021164021164021163,0.3712480252764613,3.5428571428571427,,,0.0
34,0.06424911312573907,0.0017751479289940828,3.0,1690.0,189.0,0.0,1.0,1.0,1.0,1.0,0.005291005291005291,0.35755660874144285,3.1333333333333333,,,0.0
35,0.0645447378793851,0.0035502958579881655,6.0,1690.0,189.0,0.0,1.0,1.0,1.0,1.0,0.026455026455026454,0.3644023170089521,3.7115384615384617,,,0.0
36,0.0650374458021285,0.005868544600938967,10.0,1704.0,189.0,0.0,1.0,1.0,1.0,1.0,0.026455026455026454,0.36124275934702477,2.851063829787234,,,0.0
37,0.06518525817895152,0.001866832607342875,3.0,1607.0,189.0,0.0,1.0,1.0,1.0,1.0,0.010582010582010581,0.36124275934702477,4.254901960784314,,,0.0
38,0.06557942451714624,0.004742145820983995,8.0,1687.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.37388098999473407,3.05,,,0.0
39,0.06597359085534095,0.004542873367404884,8.0,1761.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.3780937335439705,4.9375,,,0.0
40,0.06626921560898699,0.003484320557491289,6.0,1722.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.3607161664033702,3.918918918918919,0.07529661490518622,0.41523710816535137,0.0
41,0.06651556957035869,0.0028768699654775605,5.0,1738.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.3665086887835703,3.577777777777778,,,0.0
42,0.06690973590855341,0.004901960784313725,8.0,1632.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.3617693522906793,3.1666666666666665,,,0.0
43,0.06725463145447379,0.00421179302045728,7.0,1662.0,189.0,0.0,1.0,1.0,1.0,1.0,0.005291005291005291,0.36861506055818855,3.297872340425532,,,0.0
44,0.06774733937721719,0.005750431282346176,10.0,1739.0,189.0,0.0,1.0,1.0,1.0,1.0,0.021164021164021163,0.37546076882569773,4.0,,,0.0
45,0.06799369333858889,0.002963841138114997,5.0,1687.0,189.0,0.0,1.0,1.0,1.0,1.0,0.010582010582010581,0.3617693522906793,4.093023255813954,,,0.0
46,0.06819077650768625,0.002385211687537269,4.0,1677.0,189.0,0.0,1.0,1.0,1.0,1.0,0.010582010582010581,0.3665086887835703,3.3076923076923075,,,0.0
47,0.06873275522270399,0.0061693774537296695,11.0,1783.0,189.0,0.0,1.0,1.0,1.0,1.0,0.037037037037037035,0.38599262769878884,3.3214285714285716,,,0.0
48,0.068880567599527,0.0017730496453900709,3.0,1692.0,189.0,0.0,1.0,1.0,1.0,1.0,0.005291005291005291,0.36808846761453395,3.2333333333333334,,,0.0
49,0.06917619235317304,0.003658536585365854,6.0,1640.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.35281727224855186,3.1621621621621623,,,0.0
50,0.06952108789909342,0.004107981220657277,7.0,1704.0,189.0,0.0,1.0,1.0,1.0,1.0,0.021164021164021163,0.3670352817272249,3.9466666666666668,0.0742014003725946,0.4351291055741846,0.0
51,0.06966890027591643,0.0017301038062283738,3.0,1734.0,189.0,0.0,1.0,1.0,1.0,1.0,0.005291005291005291,0.37282780410742494,3.8518518518518516,,,0.0
52,0.07001379582183681,0.004127358490566038,7.0,1696.0,189.0,0.0,1.0,1.0,1.0,1.0,0.021164021164021163,0.36598209583991576,3.0526315789473686,,,0.0
53,0.07035869136775719,0.004139562389118865,7.0,1691.0,189.0,0.0,1.0,1.0,1.0,1.0,0.021164021164021163,0.36334913112164297,2.7586206896551726,,,0.0
54,0.07065431612140323,0.0035440047253396337,6.0,1693.0,189.0,0.0,1.0,1.0,1.0,1.0,0.021164021164021163,0.3617693522906793,3.9,,,0.0
55,0.07114702404414663,0.005733944954128441,10.0,1744.0,189.0,0.0,1.0,1.0,1.0,1.0,0.026455026455026454,0.3665086887835703,3.5,,,0.0
56,0.071344107213244,0.0023710729104919974,4.0,1687.0,189.0,0.0,1.0,1.0,1.0,1.0,0.010582010582010581,0.36598209583991576,3.381818181818182,,,0.0
57,0.07149191959006701,0.0017271157167530224,3.0,1737.0,189.0,0.0,1.0,1.0,1.0,1.0,0.0,0.3675618746708794,4.142857142857143,,,0.0
58,0.0717382735514387,0.0029342723004694834,5.0,1704.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.36334913112164297,3.2962962962962963,,,0.0
59,0.07193535672053607,0.002385211687537269,4.0,1677.0,189.0,0.0,1.0,1.0,1.0,1.0,0.005291005291005291,0.36861506055818855,3.08,,,0.0
60,0.07237879385100512,0.005291005291005291,9.0,1701.0,189.0,0.0,1.0,1.0,1.0,1.0,0.021164021164021163,0.3591363875724065,3.883720930232558,0.07291235363029559,0.3534389570510418,0.0
61,0.07267441860465117,0.0035650623885918,6.0,1683.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.36334913112164297,3.5090909090909093,,,0.0
62,0.07292077256602286,0.0028042624789680315,5.0,1783.0,189.0,0.0,1.0,1.0,1.0,1.0,0.021164021164021163,0.3780937335439705,3.4328358208955225,,,0.0
63,0.07311785573512022,0.002385211687537269,4.0,1677.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.36124275934702477,3.4716981132075473,,,0.0
64,0.0732163973196689,0.0011862396204033216,2.0,1686.0,189.0,0.0,1.0,1.0,1.0,1.0,0.005291005291005291,0.3559768299104792,2.596774193548387,,,0.0
65,0.07336420969649192,0.0017667844522968198,3.0,1698.0,189.0,0.0,1.0,1.0,1.0,1.0,0.005291005291005291,0.35808320168509744,4.253968253968254,,,0.0
66,0.07365983445013796,0.0034904013961605585,6.0,1719.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.3638757240652975,3.9347826086956523,,,0.0
67,0.07400472999605834,0.004103165298944901,7.0,1706.0,189.0,0.0,1.0,1.0,1.0,1.0,0.026455026455026454,0.3723012111637704,3.029850746268657,,,0.0
68,0.07439889633425305,0.005044136191677175,8.0,1586.0,189.0,0.0,1.0,1.0,1.0,1.0,0.021164021164021163,0.3464981569246972,2.966666666666667,,,0.0
69,0.07454670871107608,0.0017699115044247787,3.0,1695.0,189.0,0.0,1.0,1.0,1.0,1.0,0.010582010582010581,0.36808846761453395,2.984126984126984,,,0.0
70,0.07479306267244777,0.002910360884749709,5.0,1718.0,189.0,0.0,1.0,1.0,1.0,1.0,0.021164021164021163,0.35545023696682465,2.9863013698630136,0.07186444449037117,0.35776898478973446,0.0
71,0.07508868742609381,0.003482298316889147,6.0,1723.0,189.0,0.0,1.0,1.0,1.0,1.0,0.026455026455026454,0.3638757240652975,3.06,,,0.0
72,0.0751872290106425,0.0011627906976744186,2.0,1720.0,189.0,0.0,1.0,1.0,1.0,1.0,0.010582010582010581,0.3675618746708794,3.4237288135593222,,,0.0
73,0.07538431217973986,0.002373887240356083,4.0,1685.0,189.0,0.0,1.0,1.0,1.0,1.0,0.021164021164021163,0.36598209583991576,3.1724137931034484,,,0.0
74,0.0755813953488372,0.002386634844868735,4.0,1676.0,189.0,0.0,1.0,1.0,1.0,1.0,0.010582010582010581,0.35545023696682465,3.4675324675324677,,,0.0
75,0.07563066614111155,0.0005662514156285391,1.0,1766.0,189.0,0.0,1.0,1.0,1.0,1.0,0.005291005291005291,0.3701948393891522,3.776315789473684,,,0.0
76,0.07602483247930626,0.004659289458357601,8.0,1717.0,189.0,0.0,1.0,1.0,1.0,1.0,0.021164021164021163,0.3591363875724065,2.8125,,,0.0
77,0.07622191564840362,0.002398081534772182,4.0,1668.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.36598209583991576,3.296875,,,0.0
78,0.07641899881750099,0.0023501762632197414,4.0,1702.0,189.0,0.0,1.0,1.0,1.0,1.0,0.021164021164021163,0.3570300157977883,2.9464285714285716,,,0.0
79,0.07676389436342136,0.0042656916514320535,7.0,1641.0,189.0,0.0,1.0,1.0,1.0,1.0,0.021164021164021163,0.3559768299104792,3.0714285714285716,,,0.0
80,0.07686243594797004,0.0012084592145015106,2.0,1655.0,189.0,0.0,1.0,1.0,1.0,1.0,0.0,0.3644023170089521,2.6956521739130435,0.07176184420840613,0.35987941283477964,0.0
81,0.0770595191170674,0.002408187838651415,4.0,1661.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.35808320168509744,3.4468085106382977,,,0.0
82,0.07720733149389042,0.0017953321364452424,3.0,1671.0,189.0,0.0,1.0,1.0,1.0,1.0,0.005291005291005291,0.35281727224855186,3.328767123287671,,,0.0
83,0.07750295624753646,0.0035502958579881655,6.0,1690.0,189.0,0.0,1.0,1.0,1.0,1.0,0.021164021164021163,0.3696682464454976,3.2545454545454544,,,0.0
84,0.07770003941663382,0.0024052916416115455,4.0,1663.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.3644023170089521,4.066666666666666,,,0.0
85,0.0780449349625542,0.004069767441860465,7.0,1720.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.3744075829383886,2.9245283018867925,,,0.0
86,0.07814347654710288,0.0011487650775416428,2.0,1741.0,189.0,0.0,1.0,1.0,1.0,1.0,0.005291005291005291,0.37177461822011587,2.675324675324675,,,0.0
87,0.07834055971620024,0.002320185614849188,4.0,1724.0,189.0,0.0,1.0,1.0,1.0,1.0,0.010582010582010581,0.3723012111637704,2.8,,,0.0
88,0.07863618446984627,0.0035087719298245615,6.0,1710.0,189.0,0.0,1.0,1.0,1.0,1.0,0.010582010582010581,0.3644023170089521,2.673469387755102,,,0.0
89,0.07883326763894363,0.0023391812865497076,4.0,1710.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.3596629805160611,3.25531914893617,,,0.0
90,0.07898108001576665,0.0017899761336515514,3.0,1676.0,189.0,0.0,1.0,1.0,1.0,1.0,0.010582010582010581,0.3596629805160611,3.581818181818182,0.07103631033657755,0.3603658276728671,0.0
91,0.07907962160031533,0.0011926058437686344,2.0,1677.0,189.0,0.0,1.0,1.0,1.0,1.0,0.010582010582010581,0.36861506055818855,2.858974358974359,,,0.0
92,0.07932597556168704,0.0030450669914738123,5.0,1642.0,189.0,0.0,1.0,1.0,1.0,1.0,0.005291005291005291,0.35755660874144285,3.0,,,0.0
93,0.07937524635396137,0.0005844535359438924,1.0,1711.0,189.0,0.0,1.0,1.0,1.0,1.0,0.0,0.358609794628752,2.923076923076923,,,0.0
94,0.07967087110760741,0.0036275695284159614,6.0,1654.0,189.0,0.0,1.0,1.0,1.0,1.0,0.026455026455026454,0.35808320168509744,3.1097560975609757,,,0.0
95,0.07972014189988175,0.0006024096385542169,1.0,1660.0,189.0,0.0,1.0,1.0,1.0,1.0,0.0,0.3607161664033702,3.1780821917808217,,,0.0
96,0.0797694126921561,0.0006027727546714888,1.0,1659.0,189.0,0.0,1.0,1.0,1.0,1.0,0.005291005291005291,0.3596629805160611,2.9508196721311477,,,0.0
97,0.08006503744580212,0.0035087719298245615,6.0,1710.0,189.0,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.36861506055818855,3.857142857142857,,,0.0
98,0.08040993299172251,0.004046242774566474,7.0,1730.0,189.0,0.0,1.0,1.0,1.0,1.0,0.026455026455026454,0.36598209583991576,3.1527777777777777,,,0.0
99,0.08060701616081986,0.002403846153846154,4.0,1664.0,189.0,0.0,1.0,1.0,1.0,1.0,0.010582010582010581,0.36334913112164297,2.68,,,0.0
