round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,auc_feedback,uauc_feedback,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
0,0.29999944915822196,0.0,0.0,14468.0,1572.0,0.0,0.0,0.11918486644475115,1468.0,2.0,0.07059809257547528,0.0012539790334762028,0.0,,,,,,,,,,
1,0.3000086298545227,0.0003461165720614703,5.0,14446.0,1572.0,0.0,0.0,0.12066856909906237,1480.0,,,,0.0,0.570147496710754,0.3634920634920635,0.0,0.0,0.1,0.2,0.1,0.2,0.22222222222222224,1.0
2,0.30001781055082344,0.0003420440552743193,5.0,14618.0,1572.0,0.0,0.0006361323155216285,0.11903797878370719,1470.0,,,,0.0,0.5492369807705468,0.7638888888888888,0.25,0.25,0.375,0.5,0.4375,0.75,0.47916666666666663,1.0
3,0.30002331896860385,0.000204932030876426,3.0,14639.0,1572.0,0.0,0.0006361323155216285,0.11885410799066548,1477.0,,,,0.0,0.5350505602623667,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.48148148148148145,1.0
4,0.3000288273863843,0.00020580366330520683,3.0,14577.0,1572.0,0.0,0.0006361323155216285,0.11881026311488806,1454.0,,,,0.0,0.5921046612689264,0.3111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.6666666666666666,0.4583333333333333,1.0
5,0.3000343358041647,0.00020611473720371008,3.0,14555.0,1572.0,0.0,0.0006361323155216285,0.11935091277890467,1471.0,,,,0.0,0.6154251420194244,0.7222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,1.0
6,0.30003617194342486,6.892748828232699e-05,1.0,14508.0,1572.0,0.0,0.0,0.11964066966108616,1465.0,,,,0.0,0.7816571310401875,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
7,0.3000453526397256,0.00034251267296889985,5.0,14598.0,1572.0,0.0,0.0006361323155216285,0.11851911860012962,1463.0,,,,0.0,0.5503460563283766,0.5162037037037037,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.6666666666666666,0.4583333333333333,1.0
8,0.3000600417538068,0.0005539782563534382,8.0,14441.0,1572.0,0.0,0.0,0.12017132697591724,1487.0,,,,0.0,0.5387739901614356,0.3154761904761905,0.0,0.0,0.14285714285714285,0.42857142857142855,0.20714285714285713,0.7142857142857143,0.2434240362811791,1.0
9,0.30006371403232707,0.00013905304873809357,2.0,14383.0,1572.0,0.0,0.0,0.12087105456324933,1482.0,,,,0.0,0.7016201933106182,0.3611111111111111,0.0,0.0,0.25,0.5,0.25,0.5,0.3125,1.0
