C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.4001  prec@K=0.0074  accepted=18  loss=0.6819  (3.3s)
Round    2/30  coverage=0.4001  prec@K=0.0034  accepted=8  loss=0.6662  (0.8s)
Round    3/30  coverage=0.4002  prec@K=0.0037  accepted=9  loss=0.6466  (0.8s)
Round    4/30  coverage=0.4002  prec@K=0.0017  accepted=4  loss=0.6202  (1.3s)
Round    5/30  coverage=0.4002  prec@K=0.0025  accepted=6  loss=0.5785  (2.3s)
Round    6/30  coverage=0.4002  prec@K=0.0025  accepted=6  loss=0.5414  (2.6s)
Round    7/30  coverage=0.4003  prec@K=0.0029  accepted=7  loss=0.4975  (5.5s)
Round    8/30  coverage=0.4003  prec@K=0.0013  accepted=3  loss=0.4553  (0.8s)
Round    9/30  coverage=0.4003  prec@K=0.0017  accepted=4  loss=0.4112  (0.8s)
Round   10/30  coverage=0.4003  prec@K=0.0008  accepted=2  loss=0.3716  (1.1s)
Round   11/30  coverage=0.4003  prec@K=0.0029  accepted=7  loss=0.3300  (3.3s)
Round   12/30  coverage=0.4003  prec@K=0.0017  accepted=4  loss=0.2828  (1.0s)
Round   13/30  coverage=0.4003  prec@K=0.0008  accepted=2  loss=0.2406  (1.2s)
Round   14/30  coverage=0.4004  prec@K=0.0021  accepted=5  loss=0.2150  (1.8s)
Round   15/30  coverage=0.4004  prec@K=0.0004  accepted=1  loss=0.1778  (1.7s)
Round   16/30  coverage=0.4004  prec@K=0.0025  accepted=6  loss=0.1667  (1.6s)
Round   17/30  coverage=0.4004  prec@K=0.0025  accepted=6  loss=0.1497  (1.5s)
Round   18/30  coverage=0.4004  prec@K=0.0013  accepted=3  loss=0.1258  (1.9s)
Round   19/30  coverage=0.4005  prec@K=0.0029  accepted=7  loss=0.1218  (1.7s)
Round   20/30  coverage=0.4005  prec@K=0.0021  accepted=5  loss=0.1060  (2.1s)
Round   21/30  coverage=0.4005  prec@K=0.0029  accepted=7  loss=0.1047  (4.2s)
Round   22/30  coverage=0.4005  prec@K=0.0017  accepted=4  loss=0.0824  (1.8s)
Round   23/30  coverage=0.4006  prec@K=0.0021  accepted=5  loss=0.0833  (1.7s)
Round   24/30  coverage=0.4006  prec@K=0.0008  accepted=2  loss=0.0699  (1.8s)
Round   25/30  coverage=0.4006  prec@K=0.0013  accepted=3  loss=0.0704  (2.2s)
Round   26/30  coverage=0.4006  prec@K=0.0017  accepted=4  loss=0.0748  (3.0s)
Round   27/30  coverage=0.4006  prec@K=0.0013  accepted=3  loss=0.0717  (2.8s)
Round   28/30  coverage=0.4006  prec@K=0.0017  accepted=4  loss=0.0668  (3.0s)
Round   29/30  coverage=0.4006  prec@K=0.0012  accepted=3  loss=0.0637  (2.6s)
Round   30/30  coverage=0.4007  prec@K=0.0017  accepted=4  loss=0.0697  (2.7s)

结果已写入 results\online\algo_sweep_sx_mathoverflow_v2_ir40_s0\sx_mathoverflow_gnn_concat/rounds.csv
