C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.4001  prec@K=0.0062  accepted=15  loss=0.6764  (4.0s)
Round    2/30  coverage=0.4001  prec@K=0.0034  accepted=8  loss=0.6675  (1.3s)
Round    3/30  coverage=0.4002  prec@K=0.0058  accepted=14  loss=0.6472  (1.5s)
Round    4/30  coverage=0.4002  prec@K=0.0029  accepted=7  loss=0.6182  (1.8s)
Round    5/30  coverage=0.4002  prec@K=0.0017  accepted=4  loss=0.5815  (1.7s)
Round    6/30  coverage=0.4002  prec@K=0.0021  accepted=5  loss=0.5444  (1.5s)
Round    7/30  coverage=0.4002  prec@K=0.0004  accepted=1  loss=0.5038  (1.4s)
Round    8/30  coverage=0.4002  prec@K=0.0008  accepted=2  loss=0.4717  (1.8s)
Round    9/30  coverage=0.4003  prec@K=0.0017  accepted=4  loss=0.4381  (1.6s)
Round   10/30  coverage=0.4003  prec@K=0.0004  accepted=1  loss=0.4066  (1.9s)
Round   11/30  coverage=0.4003  prec@K=0.0017  accepted=4  loss=0.3706  (4.2s)
Round   12/30  coverage=0.4003  prec@K=0.0004  accepted=1  loss=0.3324  (3.2s)
Round   13/30  coverage=0.4003  prec@K=0.0004  accepted=1  loss=0.2994  (3.0s)
Round   14/30  coverage=0.4003  prec@K=0.0008  accepted=2  loss=0.2747  (2.2s)
Round   15/30  coverage=0.4003  prec@K=0.0017  accepted=4  loss=0.2504  (2.7s)
Round   16/30  coverage=0.4003  prec@K=0.0013  accepted=3  loss=0.2292  (1.9s)
Round   17/30  coverage=0.4003  prec@K=0.0008  accepted=2  loss=0.2075  (2.1s)
Round   18/30  coverage=0.4003  prec@K=0.0008  accepted=2  loss=0.1909  (2.2s)
Round   19/30  coverage=0.4004  prec@K=0.0008  accepted=2  loss=0.1743  (3.5s)
Round   20/30  coverage=0.4004  prec@K=0.0013  accepted=3  loss=0.1622  (6.6s)
Round   21/30  coverage=0.4004  prec@K=0.0017  accepted=4  loss=0.1539  (9.3s)
Round   22/30  coverage=0.4004  prec@K=0.0013  accepted=3  loss=0.1347  (3.5s)
Round   23/30  coverage=0.4004  prec@K=0.0008  accepted=2  loss=0.1295  (1.4s)
Round   24/30  coverage=0.4004  prec@K=0.0004  accepted=1  loss=0.1230  (4.2s)
Round   25/30  coverage=0.4004  prec@K=0.0008  accepted=2  loss=0.1177  (7.5s)
Round   26/30  coverage=0.4004  prec@K=0.0012  accepted=3  loss=0.1241  (6.6s)
Round   27/30  coverage=0.4004  prec@K=0.0004  accepted=1  loss=0.1189  (1.7s)
Round   28/30  coverage=0.4005  prec@K=0.0012  accepted=3  loss=0.1143  (1.8s)
Round   29/30  coverage=0.4005  prec@K=0.0000  accepted=0  loss=0.1055  (1.9s)
Round   30/30  coverage=0.4005  prec@K=0.0004  accepted=1  loss=0.1123  (2.6s)

结果已写入 results\online\algo_sweep_sx_mathoverflow_v2_ir40_s0\sx_mathoverflow_gnn_sum/rounds.csv
