C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.4001  prec@K=0.0050  accepted=12  loss=0.7282  (2.6s)
Round    2/30  coverage=0.4001  prec@K=0.0017  accepted=4  loss=0.7285  (0.4s)
Round    3/30  coverage=0.4001  prec@K=0.0008  accepted=2  loss=0.7278  (0.4s)
Round    4/30  coverage=0.4001  prec@K=0.0008  accepted=2  loss=0.7262  (0.4s)
Round    5/30  coverage=0.4001  prec@K=0.0017  accepted=4  loss=0.7242  (2.2s)
Round    6/30  coverage=0.4001  prec@K=0.0017  accepted=4  loss=0.7220  (1.0s)
Round    7/30  coverage=0.4001  prec@K=0.0017  accepted=4  loss=0.7200  (0.4s)
Round    8/30  coverage=0.4001  prec@K=0.0004  accepted=1  loss=0.7178  (0.5s)
Round    9/30  coverage=0.4002  prec@K=0.0017  accepted=4  loss=0.7155  (0.5s)
Round   10/30  coverage=0.4002  prec@K=0.0004  accepted=1  loss=0.7132  (0.5s)
Round   11/30  coverage=0.4002  prec@K=0.0017  accepted=4  loss=0.7112  (2.9s)
Round   12/30  coverage=0.4002  prec@K=0.0004  accepted=1  loss=0.7094  (0.5s)
Round   13/30  coverage=0.4002  prec@K=0.0000  accepted=0  loss=nan  (0.5s)
Round   14/30  coverage=0.4002  prec@K=0.0000  accepted=0  loss=nan  (0.5s)
Round   15/30  coverage=0.4002  prec@K=0.0004  accepted=1  loss=0.7074  (0.5s)
Round   16/30  coverage=0.4002  prec@K=0.0004  accepted=1  loss=0.7057  (0.6s)
Round   17/30  coverage=0.4002  prec@K=0.0013  accepted=3  loss=0.7035  (0.6s)
Round   18/30  coverage=0.4002  prec@K=0.0008  accepted=2  loss=0.7020  (1.3s)
Round   19/30  coverage=0.4002  prec@K=0.0013  accepted=3  loss=0.7004  (0.8s)
Round   20/30  coverage=0.4002  prec@K=0.0008  accepted=2  loss=0.6992  (0.8s)
Round   21/30  coverage=0.4002  prec@K=0.0004  accepted=1  loss=0.6976  (3.4s)
Round   22/30  coverage=0.4003  prec@K=0.0013  accepted=3  loss=0.6964  (0.9s)
Round   23/30  coverage=0.4003  prec@K=0.0004  accepted=1  loss=0.6954  (1.5s)
Round   24/30  coverage=0.4003  prec@K=0.0008  accepted=2  loss=0.6947  (0.8s)
Round   25/30  coverage=0.4003  prec@K=0.0004  accepted=1  loss=0.6939  (1.3s)
Round   26/30  coverage=0.4003  prec@K=0.0004  accepted=1  loss=0.6935  (1.0s)
Round   27/30  coverage=0.4003  prec@K=0.0000  accepted=0  loss=nan  (0.9s)
Round   28/30  coverage=0.4003  prec@K=0.0012  accepted=3  loss=0.6928  (1.2s)
Round   29/30  coverage=0.4003  prec@K=0.0008  accepted=2  loss=0.6925  (1.1s)
Round   30/30  coverage=0.4003  prec@K=0.0008  accepted=2  loss=0.6921  (0.8s)

结果已写入 results\online\algo_sweep_sx_mathoverflow_v2_ir40_s0\sx_mathoverflow_node_emb/rounds.csv
