round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,auc_feedback,uauc_feedback,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
0,0.4999990819303699,0.0,0.0,14362.0,1572.0,0.0,0.0,0.12088432688511647,1531.0,2.0,0.05726469585212786,0.0009564332523343991,0.0,,,,,,,,,,
1,0.5000045903481504,0.00020868113522537563,3.0,14376.0,1572.0,0.0,0.0,0.12051058431776739,1520.0,,,,0.0,0.41610426957953567,0.40740740740740744,0.0,0.0,0.0,0.0,0.13333333333333333,0.6666666666666666,0.16666666666666666,1.0
2,0.5000229517407518,0.0006916585973163646,10.0,14458.0,1572.0,0.0,0.0006361323155216285,0.12081016679904687,1521.0,,,,0.0,0.35315960686600223,0.41550925925925924,0.16666666666666666,0.16666666666666666,0.3055555555555555,0.5,0.33888888888888885,0.6666666666666666,0.37222222222222223,1.0
3,0.5000266240192721,0.00013914979475405275,2.0,14373.0,1572.0,0.0,0.001272264631043257,0.12039175093558405,1512.0,,,,0.0,0.7257671699951291,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,0.5000339685763127,0.0002783576896311761,4.0,14370.0,1572.0,0.0,0.0006361323155216285,0.12106017191977077,1521.0,,,,0.0,0.4173134484198803,0.4861111111111111,0.25,0.25,0.3333333333333333,0.5,0.4583333333333333,1.0,0.4583333333333333,1.0
5,0.5000394769940931,0.0002090155368215704,3.0,14353.0,1572.0,0.0,0.0,0.12023809523809524,1515.0,,,,0.0,0.6890243902439024,0.5925925925925927,0.0,0.0,0.0,0.0,0.08333333333333333,0.3333333333333333,0.1722222222222222,1.0
6,0.5000431492726134,0.00013919821826280623,2.0,14368.0,1572.0,0.0,0.0,0.12077870480731029,1520.0,,,,0.0,0.3552833078101072,0.5555555555555556,0.0,0.0,0.25,0.5,0.25,0.5,0.3125,1.0
7,0.5000486576903939,0.00020668274199104375,3.0,14515.0,1572.0,0.0,0.0006361323155216285,0.11881500157579578,1508.0,,,,0.0,0.4361562844542448,0.6388888888888888,0.5,0.5,0.5,0.5,0.5,0.5,0.5714285714285714,1.0
8,0.5000560022474344,0.00027837706173011343,4.0,14369.0,1572.0,0.0,0.0006361323155216285,0.12017201560882376,1509.0,,,,0.0,0.3648451096414897,0.736111111111111,0.25,0.25,0.5,0.75,0.5,0.75,0.53125,1.0
9,0.5000651829437351,0.0003502381619501261,5.0,14276.0,1572.0,0.0,0.001272264631043257,0.12228434504792332,1531.0,,,,0.0,0.47657487211828187,0.8666666666666668,0.4,0.4,0.5,0.6,0.6,1.0,0.6,1.0
10,0.5000725275007758,0.00027915416288645404,4.0,14329.0,1572.0,0.0,0.0006361323155216285,0.12060500475134621,1523.0,2.0,0.05719819808485494,0.0009564332523343991,0.0,0.4088830715532286,0.8663194444444444,0.25,0.25,0.5833333333333334,1.0,0.5833333333333334,1.0,0.5833333333333334,1.0
11,0.5000780359185562,0.0002118494456606172,3.0,14161.0,1572.0,0.0,0.001272264631043257,0.12257857085443292,1525.0,,,,0.0,0.5233672364269906,0.6296296296296297,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7000000000000001,1.0
12,0.5000872166148569,0.0003473186996387886,5.0,14396.0,1572.0,0.0,0.0006361323155216285,0.12034611415416369,1516.0,,,,0.0,0.4493989298867348,0.5444444444444445,0.2,0.2,0.5,0.8,0.5,0.8,0.5285714285714286,1.0
13,0.5000945611718975,0.0002770658724111658,4.0,14437.0,1572.0,0.0,0.001272264631043257,0.11966349555782688,1522.0,,,,0.0,0.43372826162267025,0.8958333333333334,0.6666666666666666,0.6666666666666666,0.7777777777777778,1.0,0.7777777777777778,1.0,0.7777777777777778,1.0
14,0.5001037418681983,0.0003432651379925855,5.0,14566.0,1572.0,0.0,0.0019083969465648854,0.1191346976888958,1531.0,,,,0.0,0.5588489801524621,0.8055555555555556,0.6,0.6,0.7,0.8,0.7,0.8,0.725,1.0
15,0.500112922564499,0.0003465964231249134,5.0,14426.0,1572.0,0.0,0.0,0.12018890200708382,1527.0,,,,0.0,0.3450592885375494,0.6,0.0,0.0,0.2333333333333333,0.6,0.3133333333333333,1.0,0.3133333333333333,1.0
