round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,auc_feedback,uauc_feedback,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
0,0.4999990819303699,0.0,0.0,14362.0,1572.0,0.0,0.0,0.12497854077253219,1456.0,2.0,0.05726469585212786,0.0009564332523343991,0.0,,,,,,,,,,
1,0.5000045903481504,0.00020868113522537563,3.0,14376.0,1572.0,0.0,0.0,0.12538833275802555,1453.0,,,,0.0,0.5260789907001554,0.6878306878306878,0.0,0.0,0.1111111111111111,0.3333333333333333,0.19444444444444442,0.6666666666666666,0.23611111111111108,1.0
2,0.5000174433229714,0.0004841610181214552,7.0,14458.0,1572.0,0.0,0.0019083969465648854,0.12568681318681318,1464.0,,,,0.0,0.05641725238984942,0.6587301587301587,0.42857142857142855,0.42857142857142855,0.47619047619047616,0.5714285714285714,0.47619047619047616,0.5714285714285714,0.5297619047619048,1.0
3,0.5000266240192721,0.00034787448688513185,5.0,14373.0,1572.0,0.0,0.001272264631043257,0.12567122813095444,1451.0,,,,0.0,0.3318903118040089,0.48148148148148145,0.4,0.4,0.4,0.4,0.49000000000000005,0.8,0.5122222222222221,1.0
4,0.5000358047155729,0.0003479471120389701,5.0,14370.0,1572.0,0.0,0.0,0.12827406764960972,1479.0,,,,0.0,0.19081099895579534,0.48888888888888893,0.0,0.0,0.13333333333333333,0.4,0.1833333333333333,0.6,0.23690476190476187,1.0
5,0.5000413131333533,0.0002090155368215704,3.0,14353.0,1572.0,0.0,0.0006361323155216285,0.127134724857685,1474.0,,,,0.0,0.3572822299651568,0.6111111111111112,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.5,1.0
6,0.5000413131333533,0.0,0.0,14368.0,1572.0,0.0,0.0,0.12664473684210525,1463.0,,,,0.0,,,,,,,,,,
7,0.5000449854118736,0.00013778849466069583,2.0,14515.0,1572.0,0.0,0.0006361323155216285,0.1233611442193087,1449.0,,,,0.0,0.23754564872872597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,0.5000560022474344,0.00041756559259517015,6.0,14369.0,1572.0,0.0,0.0,0.1266897746967071,1462.0,,,,0.0,0.37751514307595907,0.5277777777777778,0.0,0.0,0.3055555555555555,0.6666666666666666,0.33888888888888885,0.8333333333333334,0.3597222222222222,1.0
9,0.5000651829437351,0.0003502381619501261,5.0,14276.0,1572.0,0.0,0.0006361323155216285,0.12947946638765367,1485.0,,,,0.0,0.33200896923831547,0.5111111111111111,0.2,0.2,0.26666666666666666,0.4,0.31666666666666665,0.6,0.37857142857142856,1.0
10,0.5000743636400359,0.00034894270360806757,5.0,14329.0,1572.0,0.0,0.0,0.12716017539334537,1479.0,1.992537313432836,0.05720638677956631,0.0009564332523343991,0.0,0.21954063110862887,0.5333333333333334,0.0,0.0,0.1,0.2,0.19,0.6,0.24833333333333335,1.0
11,0.5000761997792961,7.06164818868724e-05,1.0,14161.0,1572.0,0.0,0.0,0.12892533147243546,1478.0,,,,0.0,0.3418785310734463,0.6111111111111112,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
