round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
0,0.2499912020364353,0.0,0.0,2718.0,303.0,0.0,0.0,0.1267056530214425,260.0,3.9661016949152543,0.002586959776663924,0.01075811431559327,0.0,,,,,,,,
1,0.25000293265452156,0.00037257824143070045,1.0,2684.0,303.0,0.0,0.0,0.12469196648595367,253.0,,,,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.0
2,0.25001466327260785,0.00037509377344336085,1.0,2666.0,303.0,0.0,0.0,0.1310483870967742,260.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0
3,0.25001466327260785,0.0,0.0,2640.0,303.0,0.0,0.0,0.1308411214953271,266.0,,,,0.0,,,,,,,,
4,0.25001466327260785,0.0,0.0,2674.0,303.0,0.0,0.0,0.127826941986234,260.0,,,,0.0,,,,,,,,
5,0.25001466327260785,0.0,0.0,2648.0,303.0,0.0,0.0,0.12969454181271908,259.0,,,,0.0,,,,,,,,
6,0.25001466327260785,0.0,0.0,2674.0,303.0,0.0,0.0,0.12816691505216096,258.0,,,,0.0,,,,,,,,
7,0.2500263938906941,0.00036258158085569254,1.0,2758.0,303.0,0.0,0.0,0.1274556780067082,266.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0
8,0.2500381245087804,0.0003718854592785422,1.0,2689.0,303.0,0.0,0.0,0.126953125,260.0,,,,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0
9,0.2500498551268666,0.0003757985719654265,1.0,2661.0,303.0,0.0,0.0,0.12773190869354056,263.0,,,,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
10,0.2500615857449529,0.00038022813688212925,1.0,2630.0,303.0,0.0,0.0,0.1312127236580517,264.0,3.066666666666667,0.0025493105928166004,0.010753203781472796,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.2,1.0
11,0.2500615857449529,0.0,0.0,2665.0,303.0,0.0,0.0,0.12634146341463415,259.0,,,,0.0,,,,,,,,
12,0.25008504698112544,0.0007448789571694599,2.0,2685.0,303.0,0.0,0.0033003300330033004,0.12896922325354176,264.0,,,,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,1.0
13,0.25008504698112544,0.0,0.0,2678.0,303.0,0.0,0.0,0.1294928606597735,263.0,,,,0.0,,,,,,,,
14,0.25009677759921173,0.00038066235249333843,1.0,2627.0,303.0,0.0,0.0,0.13190034196384953,270.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0
15,0.25010850821729796,0.0003652300949598247,1.0,2738.0,303.0,0.0,0.0,0.1265266243282853,259.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0
16,0.25010850821729796,0.0,0.0,2668.0,303.0,0.0,0.0,0.12980769230769232,270.0,,,,0.0,,,,,,,,
17,0.25010850821729796,0.0,0.0,2758.0,303.0,0.0,0.0,0.12245862884160756,259.0,,,,0.0,,,,,,,,
18,0.25012023883538426,0.0003787878787878788,1.0,2640.0,303.0,0.0,0.0,0.12784503631961258,264.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
19,0.25012023883538426,0.0,0.0,2722.0,303.0,0.0,0.0,0.12904808635917567,263.0,,,,0.0,,,,,,,,
20,0.2501319694534705,0.0003819709702062643,1.0,2618.0,303.0,0.0,0.0,0.13039167079821518,263.0,3.5,0.0025178730164675,0.010668264749784773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0
21,0.2501319694534705,0.0,0.0,2701.0,303.0,0.0,0.0,0.12702305051495832,259.0,,,,0.0,,,,,,,,
22,0.2501437000715568,0.0003677822728944465,1.0,2719.0,303.0,0.0,0.0,0.12129894937917861,254.0,,,,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
23,0.2501437000715568,0.0,0.0,2677.0,303.0,0.0,0.0,0.13035113035113036,271.0,,,,0.0,,,,,,,,
24,0.2501437000715568,0.0,0.0,2743.0,303.0,0.0,0.0,0.12446758163748226,263.0,,,,0.0,,,,,,,,
25,0.2501437000715568,0.0,0.0,2752.0,303.0,0.0,0.0,0.12564950401511574,266.0,,,,0.0,,,,,,,,
26,0.2501671613077293,0.0007476635514018691,2.0,2675.0,303.0,0.0,0.0,0.1259150805270864,258.0,,,,0.0,0.0,0.0,0.0,0.0,0.125,0.5,0.18055555555555555,1.0
27,0.2501671613077293,0.0,0.0,2711.0,303.0,0.0,0.0,0.12445939452186448,259.0,,,,0.0,,,,,,,,
28,0.2501671613077293,0.0,0.0,2751.0,303.0,0.0,0.0,0.1265266243282853,259.0,,,,0.0,,,,,,,,
29,0.25017889192581555,0.0003779289493575208,1.0,2646.0,303.0,0.0,0.0,0.13058764439979909,260.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
