[orchestrator] sweep=ir50_constlr5e5_multiseed_bidir  cells=840  resume=True  dry_run=False  workers=8
[orchestrator] ledger: {'pending': 840}
  [parallel] 840 cells  workers=8
  [completed] email_eu_cn_s1  (1/840, 12.5s)
  [completed] email_eu_cn_s2  (2/840, 12.5s)
  [completed] email_eu_cn_s0  (3/840, 12.6s)
  [completed] email_eu_aa_s1  (4/840, 14.8s)
  [completed] email_eu_aa_s3  (5/840, 14.8s)
  [completed] email_eu_aa_s0  (6/840, 14.8s)
  [completed] email_eu_aa_s2  (7/840, 14.8s)
  [completed] email_eu_aa_s42  (8/840, 14.8s)
  [completed] email_eu_cn_s42  (9/840, 9.6s)
  [completed] email_eu_cn_s3  (10/840, 9.7s)
  [completed] email_eu_gnn_s0  (11/840, 92.5s)
  [completed] email_eu_gat_emb_s2  (12/840, 93.3s)
  [completed] email_eu_gat_emb_s0  (13/840, 96.2s)
  [completed] email_eu_gat_emb_s42  (14/840, 94.7s)
  [completed] email_eu_gat_emb_s1  (15/840, 95.0s)
  [completed] email_eu_gnn_s1  (16/840, 88.7s)
  [completed] email_eu_gat_emb_s3  (17/840, 96.4s)
  [completed] email_eu_gnn_s2  (18/840, 92.9s)
  [completed] email_eu_gnn_concat_s1  (19/840, 95.4s)
  [completed] email_eu_gnn_s42  (20/840, 96.9s)
  [completed] email_eu_gnn_concat_s0  (21/840, 96.4s)
  [completed] email_eu_gnn_s3  (22/840, 97.8s)
  [completed] email_eu_gnn_concat_s2  (23/840, 98.1s)
  [completed] email_eu_gnn_concat_s42  (24/840, 98.5s)
  [completed] email_eu_gnn_concat_s3  (25/840, 99.2s)
  [completed] email_eu_gnn_concat_h8_s0  (26/840, 97.5s)
  [completed] email_eu_gnn_concat_h8_s1  (27/840, 96.6s)
  [completed] email_eu_gnn_concat_h8_s3  (28/840, 98.5s)
  [completed] email_eu_gnn_h32_s2  (29/840, 94.6s)
  [completed] email_eu_gnn_concat_h8_s42  (30/840, 101.0s)
  [completed] email_eu_gnn_concat_h8_s2  (31/840, 101.6s)
  [completed] email_eu_gnn_h32_s0  (32/840, 99.3s)
  [completed] email_eu_gnn_h32_s1  (33/840, 99.7s)
  [completed] email_eu_gnn_h32_s3  (34/840, 97.4s)
  [completed] email_eu_gnn_sum_s1  (35/840, 91.4s)
  [completed] email_eu_gnn_h32_s42  (36/840, 94.6s)
  [completed] email_eu_gnn_sum_s0  (37/840, 94.3s)
  [completed] email_eu_gnn_sum_s2  (38/840, 94.9s)
  [completed] email_eu_gnn_sum_s42  (39/840, 94.1s)
  [completed] email_eu_gnn_sum_h8_s1  (40/840, 91.4s)
  [completed] email_eu_gnn_sum_h8_s0  (41/840, 93.0s)
  [completed] email_eu_gnn_sum_s3  (42/840, 96.3s)
  [completed] email_eu_gnn_sum_h8_s2  (43/840, 84.2s)
  [completed] email_eu_gnn_sum_h8_s3  (44/840, 87.3s)
  [completed] email_eu_graphsage_emb_s2  (45/840, 83.1s)
  [completed] email_eu_graphsage_emb_s1  (46/840, 83.7s)
  [completed] email_eu_graphsage_emb_s0  (47/840, 84.4s)
  [completed] email_eu_gnn_sum_h8_s42  (48/840, 88.3s)
  [completed] email_eu_graphsage_emb_s42  (49/840, 84.6s)
  [completed] email_eu_graphsage_emb_s3  (50/840, 85.7s)
  [completed] email_eu_jaccard_s0  (51/840, 9.5s)
  [completed] email_eu_jaccard_s1  (52/840, 9.2s)
  [completed] email_eu_jaccard_s2  (53/840, 8.5s)
  [completed] email_eu_jaccard_s3  (54/840, 8.5s)
  [completed] email_eu_pa_s0  (55/840, 7.6s)
  [completed] email_eu_jaccard_s42  (56/840, 9.9s)
  [completed] email_eu_pa_s1  (57/840, 7.9s)
  [completed] email_eu_pa_s2  (58/840, 7.2s)
  [completed] email_eu_pa_s3  (59/840, 7.4s)
  [completed] email_eu_random_s0  (60/840, 6.3s)
  [completed] email_eu_random_s1  (61/840, 6.0s)
  [completed] email_eu_random_s2  (62/840, 6.1s)
  [completed] email_eu_pa_s42  (63/840, 8.1s)
  [completed] email_eu_random_s42  (64/840, 6.7s)
  [completed] email_eu_random_s3  (65/840, 6.8s)
  [completed] dnc_email_aa_s0  (66/840, 7.7s)
  [completed] dnc_email_aa_s2  (67/840, 7.7s)
  [completed] dnc_email_aa_s1  (68/840, 7.8s)
  [completed] dnc_email_aa_s3  (69/840, 7.6s)
  [completed] dnc_email_cn_s0  (70/840, 6.8s)
  [completed] dnc_email_aa_s42  (71/840, 7.7s)
  [completed] dnc_email_cn_s1  (72/840, 6.9s)
  [completed] dnc_email_cn_s2  (73/840, 6.8s)
  [completed] dnc_email_cn_s3  (74/840, 6.8s)
